,age,job,marital,education,age_scaled,cluster,deposit,loan,housing,total_products_bought
9796,54,blue-collar,divorced,secondary,1.066719699019696,0,0,1,0,1
9797,41,services,married,secondary,-0.02171831278677903,1,0,0,1,1
9798,44,blue-collar,married,secondary,0.22945968993779214,1,0,0,1,1
9799,40,technician,married,secondary,-0.10544431369496943,1,0,0,1,1
9800,40,services,divorced,primary,-0.10544431369496943,1,0,0,1,1
9801,29,technician,married,secondary,-1.0264303236850638,3,0,0,0,0
9802,28,technician,married,secondary,-1.1101563245932542,3,0,0,1,1
9803,35,management,married,tertiary,-0.5240743182359214,2,0,0,0,0
9804,33,management,married,tertiary,-0.6915263200523022,2,0,0,1,1
9805,33,management,single,tertiary,-0.6915263200523022,2,0,0,0,0
9806,50,retired,married,primary,0.7318156953869345,0,0,0,0,0
9807,56,management,married,primary,1.2341717008360769,0,0,0,1,1
9808,37,management,single,tertiary,-0.3566223164195406,2,0,0,0,0
9809,53,technician,married,secondary,0.9829936981115057,0,0,0,0,0
9810,27,blue-collar,single,secondary,-1.1938823255014446,3,0,0,0,0
9811,46,technician,married,secondary,0.39691169175417296,1,0,0,1,1
9812,36,blue-collar,divorced,secondary,-0.440348317327731,1,0,1,0,1
9813,37,admin.,married,secondary,-0.3566223164195406,1,0,0,0,0
9814,28,admin.,married,tertiary,-1.1101563245932542,2,0,1,1,2
9815,40,blue-collar,married,primary,-0.10544431369496943,1,0,1,0,1
9816,48,blue-collar,married,primary,0.5643636935705537,1,0,1,0,1
9817,46,services,married,primary,0.39691169175417296,1,0,0,1,1
9818,39,technician,married,primary,-0.1891703146031598,2,0,0,1,1
9819,37,management,single,tertiary,-0.3566223164195406,2,0,0,1,1
9820,26,admin.,single,secondary,-1.277608326409635,3,0,0,1,1
9821,35,blue-collar,divorced,primary,-0.5240743182359214,1,0,1,0,1
9822,37,management,single,tertiary,-0.3566223164195406,2,0,0,0,0
9823,32,entrepreneur,married,secondary,-0.7752523209604926,3,0,0,1,1
9824,31,admin.,single,secondary,-0.858978321868683,3,0,0,1,1
9825,36,housemaid,single,tertiary,-0.440348317327731,2,0,0,0,0
9826,36,management,married,tertiary,-0.440348317327731,2,0,0,0,0
9827,38,services,married,secondary,-0.2728963155113502,1,0,0,1,1
9828,45,admin.,married,secondary,0.3131856908459825,1,0,0,0,0
9829,58,housemaid,married,tertiary,1.4016237026524576,0,0,0,0,0
9830,34,management,married,tertiary,-0.6078003191441118,2,0,0,1,1
9831,51,blue-collar,married,primary,0.8155416962951249,1,0,0,1,1
9832,38,technician,single,tertiary,-0.2728963155113502,3,0,0,0,0
9833,73,retired,married,secondary,2.6575137162753135,0,0,0,0,0
9834,57,technician,married,primary,1.3178977017442672,0,0,0,0,0
9835,45,management,married,tertiary,0.3131856908459825,2,0,0,0,0
9836,34,technician,divorced,tertiary,-0.6078003191441118,2,0,1,0,1
9837,48,admin.,married,unknown,0.5643636935705537,1,0,0,0,0
9838,39,blue-collar,single,secondary,-0.1891703146031598,1,0,0,0,0
9839,35,technician,married,tertiary,-0.5240743182359214,2,0,0,0,0
9840,58,management,divorced,tertiary,1.4016237026524576,0,0,0,1,1
9841,36,management,single,tertiary,-0.440348317327731,2,0,0,0,0
9842,43,services,married,secondary,0.14573368902960177,1,0,0,1,1
9843,34,blue-collar,divorced,secondary,-0.6078003191441118,1,0,0,1,1
9844,52,technician,married,secondary,0.8992676972033152,0,0,0,0,0
9845,36,unknown,married,secondary,-0.440348317327731,1,0,0,0,0
9846,32,blue-collar,single,secondary,-0.7752523209604926,3,0,0,0,0
9847,23,student,single,tertiary,-1.528786329134206,3,0,0,0,0
9848,57,blue-collar,married,primary,1.3178977017442672,0,0,0,1,1
9849,43,blue-collar,married,primary,0.14573368902960177,1,0,0,0,0
9850,33,admin.,single,tertiary,-0.6915263200523022,3,0,0,1,1
9851,45,management,divorced,tertiary,0.3131856908459825,2,0,0,0,0
9852,31,admin.,single,secondary,-0.858978321868683,3,0,0,1,1
9853,41,self-employed,single,unknown,-0.02171831278677903,1,0,0,1,1
9854,47,management,divorced,tertiary,0.48063769266236334,2,0,0,0,0
9855,39,services,divorced,secondary,-0.1891703146031598,1,0,1,1,2
9856,47,blue-collar,married,secondary,0.48063769266236334,1,0,0,1,1
9857,57,technician,married,secondary,1.3178977017442672,0,0,0,1,1
9858,52,blue-collar,married,secondary,0.8992676972033152,1,0,0,1,1
9859,45,admin.,married,secondary,0.3131856908459825,1,0,0,0,0
9860,42,management,married,tertiary,0.062007688121411365,2,0,0,1,1
9861,32,self-employed,married,secondary,-0.7752523209604926,3,0,0,1,1
9862,31,technician,single,secondary,-0.858978321868683,3,0,0,0,0
9863,25,blue-collar,single,secondary,-1.3613343273178253,3,0,0,1,1
9864,30,technician,married,secondary,-0.9427043227768733,3,0,0,0,0
9865,33,blue-collar,married,primary,-0.6915263200523022,1,0,0,0,0
9866,29,blue-collar,married,secondary,-1.0264303236850638,3,0,0,1,1
9867,55,retired,married,secondary,1.1504456999278865,0,0,0,0,0
9868,51,admin.,married,secondary,0.8155416962951249,0,0,0,1,1
9869,68,retired,married,secondary,2.2388837117343616,0,0,0,1,1
9870,29,services,single,secondary,-1.0264303236850638,3,0,0,0,0
9871,35,self-employed,married,secondary,-0.5240743182359214,1,0,0,1,1
9872,38,technician,married,secondary,-0.2728963155113502,1,0,0,1,1
9873,39,management,divorced,secondary,-0.1891703146031598,2,0,0,1,1
9874,47,technician,married,tertiary,0.48063769266236334,2,0,0,0,0
9875,22,management,single,tertiary,-1.6125123300423965,3,0,0,0,0
9876,44,admin.,married,secondary,0.22945968993779214,1,0,1,1,2
9877,38,technician,single,tertiary,-0.2728963155113502,3,0,0,1,1
9878,56,services,divorced,secondary,1.2341717008360769,0,0,0,0,0
9879,56,management,married,secondary,1.2341717008360769,0,0,0,0,0
9880,54,management,divorced,tertiary,1.066719699019696,0,0,0,0,0
9881,39,services,married,secondary,-0.1891703146031598,1,0,0,1,1
9882,36,blue-collar,married,secondary,-0.440348317327731,1,0,1,1,2
9883,42,admin.,married,secondary,0.062007688121411365,1,0,0,1,1
9884,51,technician,divorced,secondary,0.8155416962951249,0,0,1,1,2
9885,32,management,married,tertiary,-0.7752523209604926,2,0,0,0,0
9886,31,management,married,tertiary,-0.858978321868683,2,0,1,0,1
9887,23,technician,single,secondary,-1.528786329134206,3,0,0,0,0
9888,21,student,single,unknown,-1.6962383309505868,3,0,0,0,0
9889,45,admin.,single,secondary,0.3131856908459825,1,0,0,1,1
9890,51,technician,married,secondary,0.8155416962951249,0,0,0,0,0
9891,36,unemployed,single,tertiary,-0.440348317327731,2,0,0,0,0
9892,56,blue-collar,married,secondary,1.2341717008360769,0,0,1,1,2
9893,41,technician,married,secondary,-0.02171831278677903,1,0,1,1,2
9894,57,retired,married,secondary,1.3178977017442672,0,0,0,1,1
9895,55,blue-collar,married,secondary,1.1504456999278865,0,0,0,0,0
9896,34,management,divorced,tertiary,-0.6078003191441118,2,0,0,1,1
9897,32,admin.,married,secondary,-0.7752523209604926,3,0,0,1,1
9898,41,blue-collar,single,unknown,-0.02171831278677903,1,0,0,1,1
9899,32,admin.,divorced,secondary,-0.7752523209604926,3,0,0,1,1
9900,53,management,married,tertiary,0.9829936981115057,0,0,0,0,0
9901,43,blue-collar,married,unknown,0.14573368902960177,1,0,0,1,1
9902,27,services,married,secondary,-1.1938823255014446,3,0,1,0,1
9903,48,technician,single,secondary,0.5643636935705537,1,0,0,0,0
9904,33,services,single,tertiary,-0.6915263200523022,3,0,0,1,1
9905,41,management,married,tertiary,-0.02171831278677903,2,0,0,1,1
9906,33,admin.,married,tertiary,-0.6915263200523022,2,0,0,0,0
9907,25,management,single,tertiary,-1.3613343273178253,3,0,0,0,0
9908,38,management,married,tertiary,-0.2728963155113502,2,0,0,0,0
9909,43,self-employed,married,secondary,0.14573368902960177,1,0,0,1,1
9910,56,management,single,tertiary,1.2341717008360769,0,0,1,1,2
9911,28,services,married,secondary,-1.1101563245932542,3,0,0,1,1
9912,52,self-employed,married,tertiary,0.8992676972033152,0,0,1,1,2
9913,32,management,single,tertiary,-0.7752523209604926,2,0,0,0,0
9914,33,services,single,secondary,-0.6915263200523022,3,0,0,0,0
9915,31,technician,single,tertiary,-0.858978321868683,3,0,1,1,2
9916,54,technician,married,secondary,1.066719699019696,0,0,0,1,1
9917,36,technician,married,secondary,-0.440348317327731,1,0,0,0,0
9918,40,admin.,single,secondary,-0.10544431369496943,1,0,0,0,0
9919,32,admin.,single,tertiary,-0.7752523209604926,3,0,0,0,0
9920,27,student,single,tertiary,-1.1938823255014446,3,0,0,1,1
9921,42,technician,single,secondary,0.062007688121411365,1,0,0,1,1
9922,30,management,married,tertiary,-0.9427043227768733,2,0,0,1,1
9923,43,technician,single,secondary,0.14573368902960177,1,0,0,1,1
9924,44,management,married,unknown,0.22945968993779214,2,0,0,0,0
9925,46,technician,married,secondary,0.39691169175417296,1,0,0,1,1
9926,36,blue-collar,single,secondary,-0.440348317327731,1,0,0,0,0
9927,44,blue-collar,single,primary,0.22945968993779214,1,0,0,1,1
9928,30,management,single,tertiary,-0.9427043227768733,2,0,0,1,1
9929,34,admin.,single,secondary,-0.6078003191441118,3,0,0,1,1
9930,20,student,single,primary,-1.7799643318587772,3,0,0,0,0
9931,31,services,married,secondary,-0.858978321868683,3,0,0,0,0
9932,34,blue-collar,married,primary,-0.6078003191441118,1,0,0,1,1
9933,27,technician,single,tertiary,-1.1938823255014446,3,0,0,0,0
9934,47,management,married,primary,0.48063769266236334,2,0,1,0,1
9935,56,management,divorced,tertiary,1.2341717008360769,0,0,0,0,0
9936,45,technician,divorced,secondary,0.3131856908459825,1,0,0,1,1
9937,35,blue-collar,married,primary,-0.5240743182359214,1,0,0,1,1
9938,32,technician,married,secondary,-0.7752523209604926,3,0,0,1,1
9939,44,entrepreneur,married,secondary,0.22945968993779214,1,0,1,1,2
9940,38,services,married,secondary,-0.2728963155113502,1,0,1,1,2
9941,32,management,single,tertiary,-0.7752523209604926,2,0,0,1,1
9942,58,admin.,married,unknown,1.4016237026524576,0,0,0,0,0
9943,35,management,single,tertiary,-0.5240743182359214,2,0,0,1,1
9944,40,blue-collar,married,secondary,-0.10544431369496943,1,0,0,1,1
9945,36,technician,married,secondary,-0.440348317327731,1,0,0,1,1
9946,52,blue-collar,married,secondary,0.8992676972033152,1,0,0,0,0
9947,35,technician,single,secondary,-0.5240743182359214,3,0,0,1,1
9948,38,services,single,secondary,-0.2728963155113502,3,0,0,0,0
9949,43,admin.,married,secondary,0.14573368902960177,1,0,0,1,1
9950,43,admin.,married,secondary,0.14573368902960177,1,0,0,0,0
9951,35,management,married,tertiary,-0.5240743182359214,2,0,0,1,1
9952,40,services,married,secondary,-0.10544431369496943,1,0,0,1,1
9953,49,technician,divorced,secondary,0.6480896944787441,1,0,1,0,1
9954,35,services,single,secondary,-0.5240743182359214,3,0,0,1,1
9955,42,technician,divorced,secondary,0.062007688121411365,1,0,0,1,1
9956,29,unemployed,single,unknown,-1.0264303236850638,3,0,0,0,0
9957,26,technician,single,secondary,-1.277608326409635,3,0,0,0,0
9958,44,blue-collar,single,primary,0.22945968993779214,1,0,1,1,2
9959,29,management,single,tertiary,-1.0264303236850638,2,0,0,1,1
9960,36,blue-collar,married,secondary,-0.440348317327731,1,0,0,1,1
9961,30,technician,single,secondary,-0.9427043227768733,3,0,1,0,1
9962,52,retired,married,secondary,0.8992676972033152,0,0,1,0,1
9963,55,admin.,married,secondary,1.1504456999278865,0,0,0,1,1
9964,30,services,single,secondary,-0.9427043227768733,3,0,0,0,0
9965,29,technician,single,secondary,-1.0264303236850638,3,0,0,1,1
9966,27,admin.,single,tertiary,-1.1938823255014446,3,0,0,1,1
9967,58,retired,divorced,unknown,1.4016237026524576,0,0,0,1,1
9968,33,services,married,secondary,-0.6915263200523022,1,0,0,1,1
9969,48,admin.,married,secondary,0.5643636935705537,1,0,0,1,1
9970,39,housemaid,married,secondary,-0.1891703146031598,1,0,0,0,0
9971,55,blue-collar,married,primary,1.1504456999278865,0,0,0,1,1
9972,40,blue-collar,single,primary,-0.10544431369496943,1,0,0,1,1
9973,33,management,single,tertiary,-0.6915263200523022,2,0,0,1,1
9974,56,admin.,married,secondary,1.2341717008360769,0,0,0,0,0
9975,42,blue-collar,married,secondary,0.062007688121411365,1,0,0,1,1
9976,43,unknown,married,primary,0.14573368902960177,1,0,0,1,1
9977,41,management,married,tertiary,-0.02171831278677903,2,0,0,0,0
9978,58,admin.,single,secondary,1.4016237026524576,0,0,1,0,1
9979,29,blue-collar,married,primary,-1.0264303236850638,2,0,0,1,1
9980,38,management,married,tertiary,-0.2728963155113502,2,0,0,1,1
9981,49,blue-collar,divorced,secondary,0.6480896944787441,1,0,0,0,0
9982,55,self-employed,married,secondary,1.1504456999278865,0,0,0,0,0
9983,53,management,married,tertiary,0.9829936981115057,0,0,0,1,1
9984,56,admin.,married,secondary,1.2341717008360769,0,0,0,1,1
9985,31,management,single,tertiary,-0.858978321868683,2,0,0,1,1
9986,29,technician,single,secondary,-1.0264303236850638,3,0,0,1,1
9987,48,admin.,married,secondary,0.5643636935705537,1,0,1,1,2
9988,43,blue-collar,married,primary,0.14573368902960177,1,0,0,1,1
9989,29,technician,married,secondary,-1.0264303236850638,3,0,0,0,0
9990,39,management,single,tertiary,-0.1891703146031598,2,0,0,1,1
9991,53,management,married,tertiary,0.9829936981115057,0,0,1,0,1
9992,48,blue-collar,married,secondary,0.5643636935705537,1,0,0,1,1
9993,34,management,married,tertiary,-0.6078003191441118,2,0,0,0,0
9994,52,management,single,tertiary,0.8992676972033152,0,0,0,0,0
9995,30,admin.,married,secondary,-0.9427043227768733,3,0,0,1,1
9996,45,entrepreneur,married,primary,0.3131856908459825,1,0,1,1,2
9997,54,management,married,secondary,1.066719699019696,0,0,0,0,0
9998,44,self-employed,married,unknown,0.22945968993779214,1,0,0,1,1
9999,35,entrepreneur,married,secondary,-0.5240743182359214,1,0,0,1,1
10000,34,technician,single,tertiary,-0.6078003191441118,3,0,0,0,0
10001,22,student,single,unknown,-1.6125123300423965,3,0,0,0,0
10002,65,retired,married,primary,1.9877057090097905,0,0,0,0,0
10003,49,management,married,unknown,0.6480896944787441,1,0,0,0,0
10004,38,management,single,unknown,-0.2728963155113502,2,0,0,1,1
10005,28,technician,single,tertiary,-1.1101563245932542,3,0,0,1,1
10006,33,technician,married,tertiary,-0.6915263200523022,2,0,0,1,1
10007,34,management,married,tertiary,-0.6078003191441118,2,0,0,1,1
10008,26,student,single,unknown,-1.277608326409635,3,0,0,0,0
10009,37,blue-collar,married,primary,-0.3566223164195406,1,0,0,1,1
10010,40,blue-collar,married,primary,-0.10544431369496943,1,0,0,1,1
10011,28,services,single,secondary,-1.1101563245932542,3,0,0,1,1
10012,31,technician,married,secondary,-0.858978321868683,3,0,0,1,1
10013,42,management,married,secondary,0.062007688121411365,1,0,0,0,0
10014,34,technician,divorced,secondary,-0.6078003191441118,3,0,0,0,0
10015,34,services,married,secondary,-0.6078003191441118,1,0,1,1,2
10016,53,management,married,tertiary,0.9829936981115057,0,0,0,0,0
10017,55,entrepreneur,married,tertiary,1.1504456999278865,0,0,1,1,2
10018,51,entrepreneur,single,tertiary,0.8155416962951249,0,0,0,0,0
10019,58,retired,married,secondary,1.4016237026524576,0,0,0,0,0
10020,35,blue-collar,married,primary,-0.5240743182359214,1,0,0,1,1
10021,35,blue-collar,married,primary,-0.5240743182359214,1,0,0,1,1
10022,31,technician,married,tertiary,-0.858978321868683,2,0,1,1,2
10023,32,student,married,secondary,-0.7752523209604926,3,0,0,1,1
10024,59,retired,married,primary,1.485349703560648,0,0,0,0,0
10025,50,management,divorced,tertiary,0.7318156953869345,2,0,0,0,0
10026,37,blue-collar,married,primary,-0.3566223164195406,1,0,0,1,1
10027,30,services,married,secondary,-0.9427043227768733,3,0,0,1,1
10028,41,blue-collar,married,primary,-0.02171831278677903,1,0,0,1,1
10029,43,blue-collar,married,primary,0.14573368902960177,1,0,0,1,1
10030,34,blue-collar,married,primary,-0.6078003191441118,1,0,0,1,1
10031,42,management,married,tertiary,0.062007688121411365,2,0,0,1,1
10032,33,management,married,tertiary,-0.6915263200523022,2,0,0,0,0
10033,26,services,single,secondary,-1.277608326409635,3,0,0,0,0
10034,32,technician,single,secondary,-0.7752523209604926,3,0,0,1,1
10035,41,management,married,tertiary,-0.02171831278677903,2,0,1,0,1
10036,49,technician,divorced,secondary,0.6480896944787441,1,0,0,0,0
10037,51,blue-collar,married,primary,0.8155416962951249,1,0,1,0,1
10038,43,blue-collar,married,primary,0.14573368902960177,1,0,1,0,1
10039,45,services,married,primary,0.3131856908459825,1,0,1,1,2
10040,42,entrepreneur,married,secondary,0.062007688121411365,1,0,0,1,1
10041,37,blue-collar,married,secondary,-0.3566223164195406,1,0,0,1,1
10042,59,retired,married,secondary,1.485349703560648,0,0,0,0,0
10043,31,services,single,secondary,-0.858978321868683,3,0,0,0,0
10044,22,admin.,single,secondary,-1.6125123300423965,3,0,0,1,1
10045,30,self-employed,single,secondary,-0.9427043227768733,3,0,0,0,0
10046,52,admin.,divorced,unknown,0.8992676972033152,0,0,0,0,0
10047,50,self-employed,married,primary,0.7318156953869345,1,0,0,0,0
10048,34,admin.,married,secondary,-0.6078003191441118,1,0,0,1,1
10049,30,blue-collar,married,secondary,-0.9427043227768733,1,0,0,1,1
10050,56,blue-collar,married,primary,1.2341717008360769,0,0,0,1,1
10051,31,technician,single,secondary,-0.858978321868683,3,0,0,1,1
10052,51,admin.,married,secondary,0.8155416962951249,0,0,0,0,0
10053,33,services,single,secondary,-0.6915263200523022,3,0,0,1,1
10054,47,blue-collar,married,secondary,0.48063769266236334,1,0,0,1,1
10055,46,technician,married,tertiary,0.39691169175417296,2,0,0,1,1
10056,44,services,divorced,secondary,0.22945968993779214,1,0,0,1,1
10057,51,blue-collar,married,secondary,0.8155416962951249,1,0,0,1,1
10058,39,technician,single,secondary,-0.1891703146031598,3,0,1,0,1
10059,41,technician,married,tertiary,-0.02171831278677903,2,0,0,1,1
10060,33,management,single,tertiary,-0.6915263200523022,2,0,0,0,0
10061,31,admin.,married,secondary,-0.858978321868683,3,0,1,1,2
10062,60,entrepreneur,divorced,secondary,1.5690757044688384,0,0,0,1,1
10063,34,technician,married,secondary,-0.6078003191441118,3,0,0,0,0
10064,58,services,married,secondary,1.4016237026524576,0,0,0,0,0
10065,36,admin.,single,unknown,-0.440348317327731,3,0,0,0,0
10066,42,technician,married,secondary,0.062007688121411365,1,0,0,0,0
10067,44,services,divorced,secondary,0.22945968993779214,1,0,1,0,1
10068,31,services,married,secondary,-0.858978321868683,3,0,0,1,1
10069,51,blue-collar,married,primary,0.8155416962951249,1,0,0,0,0
10070,59,admin.,married,primary,1.485349703560648,0,0,0,0,0
10071,33,admin.,married,secondary,-0.6915263200523022,1,0,0,0,0
10072,47,blue-collar,married,secondary,0.48063769266236334,1,0,0,1,1
10073,43,management,divorced,tertiary,0.14573368902960177,2,0,0,0,0
10074,44,housemaid,married,primary,0.22945968993779214,1,0,1,1,2
10075,29,admin.,single,secondary,-1.0264303236850638,3,0,0,1,1
10076,30,admin.,married,secondary,-0.9427043227768733,3,0,1,1,2
10077,43,management,married,unknown,0.14573368902960177,2,0,0,1,1
10078,53,technician,single,tertiary,0.9829936981115057,0,0,0,0,0
10079,46,blue-collar,married,secondary,0.39691169175417296,1,0,0,1,1
10080,41,management,married,tertiary,-0.02171831278677903,2,0,0,1,1
10081,44,blue-collar,married,primary,0.22945968993779214,1,0,0,1,1
10082,38,management,married,tertiary,-0.2728963155113502,2,0,0,1,1
10083,43,management,divorced,tertiary,0.14573368902960177,2,0,0,0,0
10084,41,blue-collar,married,primary,-0.02171831278677903,1,0,1,1,2
10085,44,blue-collar,married,secondary,0.22945968993779214,1,0,0,1,1
10086,31,blue-collar,married,secondary,-0.858978321868683,1,0,1,1,2
10087,59,self-employed,married,tertiary,1.485349703560648,0,0,0,0,0
10088,30,management,single,tertiary,-0.9427043227768733,2,0,0,1,1
10089,35,blue-collar,married,secondary,-0.5240743182359214,1,0,1,1,2
10090,57,retired,married,secondary,1.3178977017442672,0,0,0,0,0
10091,53,technician,divorced,secondary,0.9829936981115057,0,0,0,1,1
10092,35,blue-collar,married,secondary,-0.5240743182359214,1,0,0,0,0
10093,49,services,married,primary,0.6480896944787441,1,0,0,0,0
10094,41,management,married,secondary,-0.02171831278677903,1,0,0,1,1
10095,40,services,married,secondary,-0.10544431369496943,1,0,0,1,1
10096,57,admin.,married,unknown,1.3178977017442672,0,0,0,0,0
10097,38,management,married,unknown,-0.2728963155113502,2,0,0,1,1
10098,49,services,married,primary,0.6480896944787441,1,0,0,1,1
10099,38,management,married,tertiary,-0.2728963155113502,2,0,1,1,2
10100,26,admin.,married,secondary,-1.277608326409635,3,0,1,0,1
10101,34,admin.,married,secondary,-0.6078003191441118,1,0,0,1,1
10102,58,management,married,tertiary,1.4016237026524576,0,0,0,0,0
10103,30,services,married,secondary,-0.9427043227768733,3,0,0,1,1
10104,52,blue-collar,divorced,primary,0.8992676972033152,1,0,0,0,0
10105,30,technician,single,tertiary,-0.9427043227768733,3,0,0,0,0
10106,52,blue-collar,married,secondary,0.8992676972033152,1,0,0,0,0
10107,34,entrepreneur,married,secondary,-0.6078003191441118,1,0,1,0,1
10108,33,blue-collar,married,primary,-0.6915263200523022,1,0,0,0,0
10109,34,admin.,married,tertiary,-0.6078003191441118,2,0,0,1,1
10110,23,admin.,married,secondary,-1.528786329134206,3,0,0,1,1
10111,37,blue-collar,married,primary,-0.3566223164195406,1,0,0,1,1
10112,59,management,married,unknown,1.485349703560648,0,0,0,0,0
10113,42,management,married,tertiary,0.062007688121411365,2,0,0,0,0
10114,50,admin.,divorced,secondary,0.7318156953869345,1,0,0,1,1
10115,41,technician,divorced,secondary,-0.02171831278677903,1,0,1,0,1
10116,34,technician,single,secondary,-0.6078003191441118,3,0,0,1,1
10117,57,management,married,primary,1.3178977017442672,0,0,1,0,1
10118,52,services,married,unknown,0.8992676972033152,0,0,0,1,1
10119,61,retired,married,unknown,1.6528017053770288,0,0,1,0,1
10120,31,technician,single,tertiary,-0.858978321868683,3,0,0,0,0
10121,27,student,single,secondary,-1.1938823255014446,3,0,0,0,0
10122,48,blue-collar,single,primary,0.5643636935705537,1,0,0,0,0
10123,27,management,single,unknown,-1.1938823255014446,3,0,0,0,0
10124,37,blue-collar,married,secondary,-0.3566223164195406,1,0,0,1,1
10125,28,student,single,tertiary,-1.1101563245932542,3,0,0,0,0
10126,34,services,married,secondary,-0.6078003191441118,1,0,0,0,0
10127,42,services,single,unknown,0.062007688121411365,1,0,0,0,0
10128,39,admin.,married,secondary,-0.1891703146031598,1,0,0,0,0
10129,30,management,married,tertiary,-0.9427043227768733,2,0,0,1,1
10130,35,blue-collar,married,secondary,-0.5240743182359214,1,0,1,1,2
10131,43,housemaid,single,primary,0.14573368902960177,1,0,0,0,0
10132,33,management,married,tertiary,-0.6915263200523022,2,0,0,0,0
10133,24,blue-collar,single,secondary,-1.4450603282260157,3,0,0,1,1
10134,39,technician,married,secondary,-0.1891703146031598,1,0,0,1,1
10135,27,technician,single,tertiary,-1.1938823255014446,3,0,1,0,1
10136,50,blue-collar,married,secondary,0.7318156953869345,1,0,0,0,0
10137,30,blue-collar,married,secondary,-0.9427043227768733,1,0,0,1,1
10138,52,technician,divorced,secondary,0.8992676972033152,0,0,0,0,0
10139,30,admin.,married,secondary,-0.9427043227768733,3,0,0,1,1
10140,35,technician,divorced,secondary,-0.5240743182359214,3,0,0,1,1
10141,36,admin.,single,secondary,-0.440348317327731,3,0,0,1,1
10142,39,management,single,tertiary,-0.1891703146031598,2,0,0,0,0
10143,43,admin.,single,secondary,0.14573368902960177,1,0,0,0,0
10144,43,admin.,single,secondary,0.14573368902960177,1,0,0,0,0
10145,46,admin.,married,primary,0.39691169175417296,1,0,0,1,1
10146,33,admin.,married,tertiary,-0.6915263200523022,2,0,1,0,1
10147,56,entrepreneur,married,tertiary,1.2341717008360769,0,0,0,1,1
10148,60,retired,married,primary,1.5690757044688384,0,0,0,0,0
10149,48,management,married,tertiary,0.5643636935705537,2,0,0,0,0
10150,31,blue-collar,married,secondary,-0.858978321868683,1,0,1,1,2
10151,36,blue-collar,single,secondary,-0.440348317327731,1,0,0,1,1
10152,24,student,single,secondary,-1.4450603282260157,3,0,0,1,1
10153,27,blue-collar,married,secondary,-1.1938823255014446,3,0,1,0,1
10154,36,admin.,married,secondary,-0.440348317327731,1,0,1,1,2
10155,29,technician,married,tertiary,-1.0264303236850638,2,0,0,1,1
10156,42,self-employed,married,secondary,0.062007688121411365,1,0,0,0,0
10157,44,management,married,tertiary,0.22945968993779214,2,0,0,1,1
10158,42,blue-collar,married,unknown,0.062007688121411365,1,0,0,1,1
10159,39,entrepreneur,married,secondary,-0.1891703146031598,1,0,0,1,1
10160,45,management,single,tertiary,0.3131856908459825,2,0,0,0,0
10161,36,blue-collar,married,primary,-0.440348317327731,1,0,1,1,2
10162,34,blue-collar,married,secondary,-0.6078003191441118,1,0,0,1,1
10163,43,technician,married,secondary,0.14573368902960177,1,0,0,1,1
10164,32,blue-collar,single,secondary,-0.7752523209604926,3,0,0,1,1
10165,38,technician,married,tertiary,-0.2728963155113502,2,0,0,0,0
10166,29,blue-collar,married,secondary,-1.0264303236850638,3,0,0,0,0
10167,28,blue-collar,married,primary,-1.1101563245932542,3,0,0,1,1
10168,33,management,single,tertiary,-0.6915263200523022,2,0,0,0,0
10169,43,admin.,married,secondary,0.14573368902960177,1,0,0,0,0
10170,42,unemployed,divorced,secondary,0.062007688121411365,1,0,0,0,0
10171,33,management,married,tertiary,-0.6915263200523022,2,0,1,1,2
10172,32,technician,single,secondary,-0.7752523209604926,3,0,0,0,0
10173,42,housemaid,single,secondary,0.062007688121411365,1,0,0,0,0
10174,42,housemaid,married,primary,0.062007688121411365,1,0,0,1,1
10175,29,blue-collar,single,secondary,-1.0264303236850638,3,0,0,1,1
10176,27,management,single,tertiary,-1.1938823255014446,3,0,0,1,1
10177,38,management,single,tertiary,-0.2728963155113502,2,0,0,1,1
10178,45,entrepreneur,married,primary,0.3131856908459825,1,0,0,1,1
10179,32,management,single,tertiary,-0.7752523209604926,2,0,0,0,0
10180,33,technician,married,secondary,-0.6915263200523022,3,0,0,1,1
10181,48,technician,married,secondary,0.5643636935705537,1,0,0,1,1
10182,53,blue-collar,married,secondary,0.9829936981115057,0,0,0,1,1
10183,23,technician,single,unknown,-1.528786329134206,3,0,0,1,1
10184,41,blue-collar,married,secondary,-0.02171831278677903,1,0,0,1,1
10185,41,admin.,single,secondary,-0.02171831278677903,1,0,0,1,1
10186,50,services,married,tertiary,0.7318156953869345,1,0,0,1,1
10187,28,blue-collar,single,secondary,-1.1101563245932542,3,0,0,1,1
10188,54,retired,divorced,secondary,1.066719699019696,0,0,0,0,0
10189,38,services,divorced,primary,-0.2728963155113502,2,0,1,1,2
10190,27,self-employed,married,tertiary,-1.1938823255014446,2,0,0,1,1
10191,54,management,married,tertiary,1.066719699019696,0,0,0,0,0
10192,28,services,single,secondary,-1.1101563245932542,3,0,0,1,1
10193,32,technician,single,tertiary,-0.7752523209604926,3,0,0,1,1
10194,39,services,married,secondary,-0.1891703146031598,1,0,0,0,0
10195,29,technician,single,secondary,-1.0264303236850638,3,0,0,0,0
10196,46,admin.,single,unknown,0.39691169175417296,1,0,0,1,1
10197,37,entrepreneur,married,primary,-0.3566223164195406,2,0,1,1,2
10198,30,management,married,tertiary,-0.9427043227768733,2,0,0,1,1
10199,41,blue-collar,married,secondary,-0.02171831278677903,1,0,1,1,2
10200,39,unemployed,married,secondary,-0.1891703146031598,1,0,0,0,0
