id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,year,date,weekday
10047,52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,no,2010,2010-08-26,Thursday
10048,50,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,4,-1,0,unknown,no,2010,2010-08-22,Sunday
10049,34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown,no,2010,2010-05-26,Wednesday
10050,30,blue-collar,married,secondary,no,128,yes,no,unknown,14,may,273,1,-1,0,unknown,no,2010,2010-05-14,Friday
10051,56,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,1,-1,0,unknown,no,2010,2010-07-17,Saturday
10052,31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,no,2010,2010-02-03,Wednesday
10053,51,admin.,married,secondary,no,50,no,no,cellular,26,aug,178,2,-1,0,unknown,no,2010,2010-08-26,Thursday
10054,33,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,no,2010,2010-04-20,Tuesday
10055,47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,no,2010,2010-05-26,Wednesday
10056,46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no,2010,2010-05-06,Thursday
10057,44,services,divorced,secondary,no,206,yes,no,cellular,14,may,78,1,365,1,failure,no,2010,2010-05-14,Friday
10058,51,blue-collar,married,secondary,no,984,yes,no,telephone,7,apr,353,4,-1,0,unknown,no,2010,2010-04-07,Wednesday
10059,39,technician,single,secondary,no,201,no,yes,unknown,6,jun,148,4,-1,0,unknown,no,2010,2010-06-06,Sunday
10060,41,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,1,-1,0,unknown,no,2010,2010-04-20,Tuesday
10061,33,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,1,-1,0,unknown,no,2010,2010-08-20,Friday
10062,31,admin.,married,secondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,no,2010,2010-05-15,Saturday
10063,60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,1,-1,0,unknown,no,2010,2010-05-15,Saturday
10064,34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,no,2010,2010-05-28,Friday
10065,58,services,married,secondary,no,818,no,no,cellular,22,aug,283,1,-1,0,unknown,no,2010,2010-08-22,Sunday
10066,36,admin.,single,unknown,no,1815,no,no,unknown,5,jun,387,1,-1,0,unknown,no,2010,2010-06-05,Saturday
10067,42,technician,married,secondary,no,0,no,no,cellular,30,jul,351,2,-1,0,unknown,no,2010,2010-07-30,Friday
10068,44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,no,2010,2010-05-12,Wednesday
10069,31,services,married,secondary,no,71,yes,no,cellular,17,jul,740,2,-1,0,unknown,no,2010,2010-07-17,Saturday
10070,51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no,2010,2010-06-17,Thursday
10071,59,admin.,married,primary,no,1040,no,no,telephone,31,jul,733,1,-1,0,unknown,no,2010,2010-07-31,Saturday
10072,33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,no,2010,2010-08-13,Friday
10073,47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,no,2010,2010-05-04,Tuesday
10074,43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no,2010,2010-02-13,Saturday
10075,44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,2,-1,0,unknown,no,2010,2010-05-16,Sunday
10076,29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,-1,0,unknown,no,2010,2010-05-12,Wednesday
10077,30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,1,-1,0,unknown,no,2010,2010-05-26,Wednesday
10078,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,no,2010,2010-05-29,Saturday
10079,53,technician,single,tertiary,no,1,no,no,cellular,21,aug,190,1,-1,0,unknown,no,2010,2010-08-21,Saturday
10080,46,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,296,2,-1,0,unknown,no,2010,2010-11-18,Thursday
10081,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no,2010,2010-07-14,Wednesday
10082,44,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,2,-1,0,unknown,no,2010,2010-07-30,Friday
10083,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,no,2010,2010-11-09,Tuesday
10084,43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,unknown,no,2010,2010-01-29,Friday
10085,41,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,no,2010,2010-05-06,Thursday
10086,44,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,90,1,-1,0,unknown,no,2010,2010-07-21,Wednesday
10087,31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,3,-1,0,unknown,no,2010,2010-05-08,Saturday
10088,59,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,1,-1,0,unknown,no,2010,2010-02-04,Thursday
10089,30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,9,-1,0,unknown,no,2010,2010-06-09,Wednesday
10090,35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,-1,0,unknown,no,2010,2010-05-09,Sunday
10091,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no,2010,2010-02-02,Tuesday
10092,53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure,no,2010,2010-01-28,Thursday
10093,35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,no,2010,2010-05-13,Thursday
10094,49,services,married,primary,no,468,no,no,cellular,5,aug,608,2,-1,0,unknown,no,2010,2010-08-05,Thursday
10095,41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,95,2,success,no,2010,2010-06-02,Wednesday
10096,40,services,married,secondary,no,181,yes,no,unknown,16,may,370,1,-1,0,unknown,no,2010,2010-05-16,Sunday
10097,57,admin.,married,unknown,no,1401,no,no,cellular,21,aug,91,22,-1,0,unknown,no,2010,2010-08-21,Saturday
10098,38,management,married,unknown,no,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no,2010,2010-05-06,Thursday
10099,49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,-1,0,unknown,no,2010,2010-05-29,Saturday
10100,38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,no,2010,2010-02-02,Tuesday
10101,26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,2,-1,0,unknown,no,2010,2010-07-17,Saturday
10102,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no,2010,2010-05-13,Thursday
10103,58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown,no,2010,2010-08-19,Thursday
10104,30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,-1,0,unknown,no,2010,2010-05-08,Saturday
10105,52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown,no,2010,2010-06-19,Saturday
10106,30,technician,single,tertiary,no,10,no,no,cellular,26,aug,276,8,-1,0,unknown,no,2010,2010-08-26,Thursday
10107,52,blue-collar,married,secondary,no,331,no,no,cellular,8,aug,84,4,-1,0,unknown,no,2010,2010-08-08,Sunday
10108,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,no,2010,2010-08-11,Wednesday
10109,33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,1,-1,0,unknown,no,2010,2010-05-08,Saturday
10110,34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no,2010,2010-10-15,Friday
10111,23,admin.,married,secondary,no,299,yes,no,unknown,19,jun,104,1,-1,0,unknown,no,2010,2010-06-19,Saturday
10112,37,blue-collar,married,primary,no,240,yes,no,cellular,11,may,259,1,370,2,other,no,2010,2010-05-11,Tuesday
10113,59,management,married,unknown,no,3534,no,no,cellular,21,nov,216,4,-1,0,unknown,no,2010,2010-11-21,Sunday
10114,42,management,married,tertiary,no,223,no,no,cellular,6,aug,92,6,-1,0,unknown,no,2010,2010-08-06,Friday
10115,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown,no,2010,2010-04-13,Tuesday
10116,41,technician,divorced,secondary,no,1545,no,yes,cellular,13,aug,183,2,-1,0,unknown,no,2010,2010-08-13,Friday
10117,34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure,no,2010,2010-05-06,Thursday
10118,57,management,married,primary,no,2538,no,yes,telephone,17,jul,485,2,-1,0,unknown,no,2010,2010-07-17,Saturday
10119,52,services,married,unknown,no,337,yes,no,unknown,19,may,85,3,-1,0,unknown,no,2010,2010-05-19,Wednesday
10120,61,retired,married,unknown,no,-492,no,yes,unknown,4,jul,333,1,-1,0,unknown,no,2010,2010-07-04,Sunday
10121,31,technician,single,tertiary,no,53,no,no,cellular,28,jan,97,2,-1,0,unknown,no,2010,2010-01-28,Thursday
10122,27,student,single,secondary,no,91,no,no,telephone,4,dec,157,6,95,37,other,no,2010,2010-12-04,Saturday
10123,48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560,2,-1,0,unknown,no,2010,2010-06-05,Saturday
10124,27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,unknown,no,2010,2010-02-09,Tuesday
10125,37,blue-collar,married,secondary,no,2697,yes,no,cellular,20,apr,430,1,-1,0,unknown,no,2010,2010-04-20,Tuesday
10126,28,student,single,tertiary,no,3,no,no,cellular,11,nov,135,2,148,1,other,no,2010,2010-11-11,Thursday
10127,34,services,married,secondary,no,244,no,no,cellular,4,feb,696,2,-1,0,unknown,no,2010,2010-02-04,Thursday
10128,42,services,single,unknown,no,410,no,no,cellular,21,nov,34,2,-1,0,unknown,no,2010,2010-11-21,Sunday
10129,39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no,2010,2010-11-19,Friday
10130,30,management,married,tertiary,no,6432,yes,no,cellular,21,nov,206,2,119,3,other,no,2010,2010-11-21,Sunday
10131,35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,3,-1,0,unknown,no,2010,2010-05-07,Friday
10132,43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,2,-1,0,unknown,no,2010,2010-07-31,Saturday
10133,33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,no,2010,2010-07-16,Friday
10134,24,blue-collar,single,secondary,no,1,yes,no,cellular,11,may,79,2,-1,0,unknown,no,2010,2010-05-11,Tuesday
10135,39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,no,2010,2010-06-02,Wednesday
10136,27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,unknown,no,2010,2010-01-30,Saturday
10137,50,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,84,10,-1,0,unknown,no,2010,2010-08-26,Thursday
10138,30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,62,2,332,3,failure,no,2010,2010-04-09,Friday
10139,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no,2010,2010-08-07,Saturday
10140,30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no,2010,2010-05-06,Thursday
10141,35,technician,divorced,secondary,no,2047,yes,no,cellular,1,oct,66,1,-1,0,unknown,no,2010,2010-10-01,Friday
10142,36,admin.,single,secondary,no,810,yes,no,unknown,17,jun,296,1,-1,0,unknown,no,2010,2010-06-17,Thursday
10143,39,management,single,tertiary,no,1914,no,no,cellular,18,aug,94,4,-1,0,unknown,no,2010,2010-08-18,Wednesday
10144,43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown,no,2010,2010-05-15,Saturday
10145,43,admin.,single,secondary,no,386,no,no,cellular,12,oct,242,1,92,4,success,no,2010,2010-10-12,Tuesday
10146,46,admin.,married,primary,no,469,yes,no,cellular,2,feb,75,1,264,10,other,no,2010,2010-02-02,Tuesday
10147,33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no,2010,2010-05-04,Tuesday
10148,56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no,2010,2010-05-15,Saturday
10149,60,retired,married,primary,no,600,no,no,cellular,19,aug,99,6,-1,0,unknown,no,2010,2010-08-19,Thursday
10150,48,management,married,tertiary,no,3842,no,no,cellular,1,oct,168,1,122,2,success,no,2010,2010-10-01,Friday
10151,31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15,may,112,2,-1,0,unknown,no,2010,2010-05-15,Saturday
10152,36,blue-collar,single,secondary,no,1127,yes,no,cellular,10,jul,455,1,-1,0,unknown,no,2010,2010-07-10,Saturday
10153,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no,2010,2010-05-05,Wednesday
10154,27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,jul,154,3,-1,0,unknown,no,2010,2010-07-08,Thursday
10155,36,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,no,2010,2010-05-11,Tuesday
10156,29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,no,2010,2010-05-28,Friday
10157,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no,2010,2010-08-14,Saturday
10158,44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no,2010,2010-02-05,Friday
10159,42,blue-collar,married,unknown,no,452,yes,no,cellular,17,nov,359,2,-1,0,unknown,no,2010,2010-11-17,Wednesday
10160,39,entrepreneur,married,secondary,no,283,yes,no,unknown,26,may,126,2,-1,0,unknown,no,2010,2010-05-26,Wednesday
10161,45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no,2010,2010-07-31,Saturday
10162,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,no,2010,2010-05-23,Sunday
10163,34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,109,7,-1,0,unknown,no,2010,2010-05-26,Wednesday
10164,43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,285,1,-1,0,unknown,no,2010,2010-05-26,Wednesday
10165,32,blue-collar,single,secondary,no,567,yes,no,cellular,7,may,275,2,342,4,other,no,2010,2010-05-07,Friday
10166,38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,-1,0,unknown,no,2010,2010-08-08,Sunday
10167,29,blue-collar,married,secondary,no,3310,no,no,cellular,1,sep,367,1,91,4,failure,no,2010,2010-09-01,Wednesday
10168,28,blue-collar,married,primary,no,115,yes,no,unknown,28,may,78,4,-1,0,unknown,no,2010,2010-05-28,Friday
10169,33,management,single,tertiary,no,321,no,no,cellular,22,aug,227,2,-1,0,unknown,no,2010,2010-08-22,Sunday
10170,43,admin.,married,secondary,no,71,no,no,unknown,7,may,180,5,-1,0,unknown,no,2010,2010-05-07,Friday
10171,42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,no,2010,2010-01-28,Thursday
10172,33,management,married,tertiary,no,23,yes,yes,cellular,6,feb,150,1,-1,0,unknown,no,2010,2010-02-06,Saturday
10173,32,technician,single,secondary,no,3297,no,no,cellular,11,aug,99,2,-1,0,unknown,no,2010,2010-08-11,Wednesday
10174,42,housemaid,single,secondary,no,578,no,no,telephone,28,jan,44,1,-1,0,unknown,no,2010,2010-01-28,Thursday
10175,42,housemaid,married,primary,no,4279,yes,no,cellular,22,jul,98,1,-1,0,unknown,no,2010,2010-07-22,Thursday
10176,29,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,no,2010,2010-05-08,Saturday
10177,27,management,single,tertiary,no,1137,yes,no,cellular,8,may,26,1,-1,0,unknown,no,2010,2010-05-08,Saturday
10178,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no,2010,2010-04-20,Tuesday
10179,45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,90,11,-1,0,unknown,no,2010,2010-07-28,Wednesday
10180,32,management,single,tertiary,no,1077,no,no,cellular,5,aug,200,1,717,4,failure,no,2010,2010-08-05,Thursday
10181,33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137,1,272,2,failure,no,2010,2010-04-20,Tuesday
10182,48,technician,married,secondary,no,256,yes,no,unknown,29,may,150,4,-1,0,unknown,no,2010,2010-05-29,Saturday
10183,53,blue-collar,married,secondary,no,974,yes,no,unknown,26,may,197,2,-1,0,unknown,no,2010,2010-05-26,Wednesday
10184,23,technician,single,unknown,no,231,yes,no,cellular,7,may,560,3,367,1,other,no,2010,2010-05-07,Friday
10185,41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no,2010,2010-05-13,Thursday
10186,41,admin.,single,secondary,no,2002,yes,no,cellular,15,may,172,2,350,1,failure,no,2010,2010-05-15,Saturday
10187,50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown,no,2010,2010-05-09,Sunday
10188,28,blue-collar,single,secondary,no,1011,yes,no,cellular,20,apr,204,3,-1,0,unknown,no,2010,2010-04-20,Tuesday
10189,54,retired,divorced,secondary,no,2761,no,no,cellular,16,jul,771,1,-1,0,unknown,no,2010,2010-07-16,Friday
10190,38,services,divorced,primary,no,92,yes,yes,unknown,29,may,118,3,-1,0,unknown,no,2010,2010-05-29,Saturday
10191,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no,2010,2010-04-14,Wednesday
10192,54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,no,2010,2010-05-04,Tuesday
10193,28,services,single,secondary,no,168,yes,no,cellular,7,may,128,1,-1,0,unknown,no,2010,2010-05-07,Friday
10194,32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,no,2010,2010-05-15,Saturday
10195,39,services,married,secondary,no,207,no,no,unknown,6,jun,78,2,-1,0,unknown,no,2010,2010-06-06,Sunday
10196,29,technician,single,secondary,no,18,no,no,cellular,3,feb,206,3,-1,0,unknown,no,2010,2010-02-03,Wednesday
10197,46,admin.,single,unknown,no,306,yes,no,cellular,11,may,289,5,-1,0,unknown,no,2010,2010-05-11,Tuesday
10198,37,entrepreneur,married,primary,no,8,yes,yes,cellular,16,jul,46,1,-1,0,unknown,no,2010,2010-07-16,Friday
10199,30,management,married,tertiary,no,-250,yes,no,unknown,20,jun,11,6,-1,0,unknown,no,2010,2010-06-20,Sunday
10200,41,blue-collar,married,secondary,no,449,yes,yes,cellular,12,may,313,2,-1,0,unknown,no,2010,2010-05-12,Wednesday
10201,39,unemployed,married,secondary,no,1654,no,no,unknown,20,jun,264,6,-1,0,unknown,no,2010,2010-06-20,Sunday
10202,38,blue-collar,married,primary,no,714,yes,no,unknown,29,may,225,3,-1,0,unknown,no,2010,2010-05-29,Saturday
10203,55,management,single,tertiary,no,1498,no,no,cellular,25,aug,340,5,-1,0,unknown,no,2010,2010-08-25,Wednesday
10204,29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,no,2010,2010-07-03,Saturday
10205,36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no,2010,2010-05-06,Thursday
10206,60,blue-collar,married,primary,no,14,yes,yes,cellular,15,may,781,4,178,3,failure,no,2010,2010-05-15,Saturday
10207,43,services,divorced,secondary,no,-287,yes,no,cellular,20,apr,580,4,-1,0,unknown,no,2010,2010-04-20,Tuesday
10208,45,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,137,1,-1,0,unknown,no,2010,2010-07-24,Saturday
10209,36,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,unknown,no,2010,2010-05-13,Thursday
10210,53,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,407,2,-1,0,unknown,no,2010,2010-05-07,Friday
10211,41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,333,1,-1,0,unknown,no,2010,2010-06-05,Saturday
10212,51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,237,4,-1,0,unknown,no,2010,2010-08-08,Sunday
10213,34,blue-collar,married,secondary,no,-58,yes,yes,unknown,28,may,157,2,-1,0,unknown,no,2010,2010-05-28,Friday
10214,29,management,single,tertiary,no,841,no,no,cellular,5,feb,217,1,-1,0,unknown,no,2010,2010-02-05,Friday
10215,35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown,no,2010,2010-11-19,Friday
10216,40,management,married,tertiary,no,-63,no,yes,cellular,2,jul,196,1,-1,0,unknown,no,2010,2010-07-02,Friday
10217,26,student,single,tertiary,no,641,yes,no,cellular,15,may,55,1,368,1,failure,no,2010,2010-05-15,Saturday
10218,32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,-1,0,unknown,no,2010,2010-08-22,Sunday
10219,31,technician,married,tertiary,no,11,no,no,cellular,27,aug,651,2,-1,0,unknown,no,2010,2010-08-27,Friday
10220,39,management,single,secondary,no,120,no,no,unknown,12,jun,66,1,-1,0,unknown,no,2010,2010-06-12,Saturday
10221,30,technician,married,secondary,no,450,no,yes,cellular,14,jul,72,4,-1,0,unknown,no,2010,2010-07-14,Wednesday
10222,40,technician,married,secondary,no,8379,no,no,unknown,12,jun,52,6,-1,0,unknown,no,2010,2010-06-12,Saturday
10223,32,blue-collar,married,primary,no,206,yes,no,unknown,20,may,205,2,-1,0,unknown,no,2010,2010-05-20,Thursday
10224,46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,-1,0,unknown,no,2010,2010-05-29,Saturday
10225,41,technician,married,secondary,no,2990,yes,no,unknown,30,may,62,3,-1,0,unknown,no,2010,2010-05-30,Sunday
10226,35,entrepreneur,single,secondary,no,866,yes,no,cellular,19,nov,147,1,-1,0,unknown,no,2010,2010-11-19,Friday
10227,40,unemployed,single,secondary,no,1744,yes,no,unknown,21,may,465,11,-1,0,unknown,no,2010,2010-05-21,Friday
10228,58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,no,2010,2010-02-05,Friday
10229,48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no,2010,2010-11-18,Thursday
10230,37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no,2010,2010-05-07,Friday
10231,59,management,divorced,tertiary,no,81,no,no,cellular,26,may,140,1,-1,0,unknown,no,2010,2010-05-26,Wednesday
10232,33,blue-collar,married,secondary,no,202,yes,no,cellular,17,apr,377,1,-1,0,unknown,no,2010,2010-04-17,Saturday
10233,36,admin.,married,secondary,no,1314,yes,no,cellular,17,jul,330,3,-1,0,unknown,no,2010,2010-07-17,Saturday
10234,40,blue-collar,married,secondary,no,-60,yes,no,cellular,21,jul,250,1,-1,0,unknown,no,2010,2010-07-21,Wednesday
10235,53,admin.,single,primary,no,0,yes,no,cellular,7,may,176,1,322,5,other,no,2010,2010-05-07,Friday
10236,32,admin.,divorced,secondary,no,-331,yes,yes,unknown,26,may,130,3,-1,0,unknown,no,2010,2010-05-26,Wednesday
10237,32,blue-collar,married,primary,no,1504,yes,no,cellular,17,apr,131,2,-1,0,unknown,no,2010,2010-04-17,Saturday
10238,43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,1,-1,0,unknown,no,2010,2010-11-17,Wednesday
10239,30,services,single,secondary,no,773,yes,yes,unknown,4,jun,29,1,-1,0,unknown,no,2010,2010-06-04,Friday
10240,31,admin.,married,secondary,no,941,yes,no,cellular,8,apr,213,4,-1,0,unknown,no,2010,2010-04-08,Thursday
10241,35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,unknown,no,2010,2010-05-13,Thursday
10242,39,services,married,secondary,no,-971,yes,yes,unknown,28,may,104,2,-1,0,unknown,no,2010,2010-05-28,Friday
10243,57,management,married,tertiary,no,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,no,2010,2010-07-08,Thursday
10244,33,self-employed,divorced,tertiary,no,454,no,yes,cellular,18,nov,134,1,-1,0,unknown,no,2010,2010-11-18,Thursday
10245,35,management,married,secondary,no,53,yes,no,cellular,18,nov,378,1,-1,0,unknown,no,2010,2010-11-18,Thursday
10246,53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure,no,2010,2010-11-19,Friday
10247,50,entrepreneur,married,secondary,no,854,no,no,cellular,16,apr,198,1,-1,0,unknown,no,2010,2010-04-16,Friday
10248,46,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,641,1,-1,0,unknown,no,2010,2010-11-18,Thursday
10249,35,management,single,tertiary,no,687,yes,no,unknown,30,may,166,2,-1,0,unknown,no,2010,2010-05-30,Sunday
10250,56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no,2010,2010-05-15,Saturday
10251,54,admin.,divorced,secondary,no,0,yes,yes,cellular,4,feb,330,1,182,3,success,no,2010,2010-02-04,Thursday
10252,56,services,married,secondary,no,1150,no,yes,cellular,17,nov,107,1,117,3,failure,no,2010,2010-11-17,Wednesday
10253,43,management,married,tertiary,no,136,no,no,cellular,6,aug,120,2,-1,0,unknown,no,2010,2010-08-06,Friday
10254,40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no,2010,2010-11-18,Thursday
10255,38,management,married,tertiary,no,-239,yes,no,unknown,2,jun,221,2,-1,0,unknown,no,2010,2010-06-02,Wednesday
10256,43,management,married,tertiary,no,182,no,no,cellular,28,jan,152,1,-1,0,unknown,no,2010,2010-01-28,Thursday
10257,46,technician,married,secondary,no,1590,yes,no,cellular,15,jul,59,2,-1,0,unknown,no,2010,2010-07-15,Thursday
10258,29,blue-collar,married,secondary,no,-565,yes,no,unknown,18,jun,164,3,-1,0,unknown,no,2010,2010-06-18,Friday
10259,33,technician,single,secondary,no,930,yes,no,cellular,15,may,163,5,359,1,failure,no,2010,2010-05-15,Saturday
10260,49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no,2010,2010-07-30,Friday
10261,53,blue-collar,divorced,secondary,no,640,yes,no,cellular,11,may,321,2,-1,0,unknown,no,2010,2010-05-11,Tuesday
10262,54,retired,single,primary,no,767,no,no,unknown,9,jun,42,2,-1,0,unknown,no,2010,2010-06-09,Wednesday
10263,33,technician,married,secondary,no,480,yes,no,cellular,30,jan,272,1,270,1,other,no,2010,2010-01-30,Saturday
10264,39,management,married,tertiary,no,1363,no,no,cellular,21,aug,294,3,-1,0,unknown,no,2010,2010-08-21,Saturday
10265,38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,-1,0,unknown,no,2010,2010-05-13,Thursday
10266,49,admin.,married,secondary,no,167,no,yes,cellular,9,jul,51,1,-1,0,unknown,no,2010,2010-07-09,Friday
10267,33,technician,married,secondary,no,0,no,no,cellular,19,aug,78,3,-1,0,unknown,no,2010,2010-08-19,Thursday
10268,59,admin.,married,secondary,no,4196,no,no,telephone,31,jul,10,2,-1,0,unknown,no,2010,2010-07-31,Saturday
10269,35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219,7,133,1,failure,no,2010,2010-11-20,Saturday
