id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,segment,segment_label
9280,32.0,technician,married,tertiary,no,240,yes,yes,cellular,14,July,86,3,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
9281,48.0,technician,married,secondary,no,759,yes,no,cellular,28,July,84,5,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,White Collar,4,4-10,Cluster_0,Adultos consolidados
9282,76.0,retired,married,unknown,no,992,no,no,cellular,27,October,139,2,-1,0,unknown,0,1,0,Senior (65+),0,0,0,Ninguno,,Unknown,Retired,4,0-3,Retired,Jubilados
9283,43.0,management,married,tertiary,no,1379,yes,no,unknown,27,May,383,3,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
9284,46.0,unknown,married,tertiary,no,8564,no,no,cellular,2,August,397,2,342,1,failure,0,0,1,Adultos maduros (45-54),0,0,0,Ninguno,3.0,Tertiary,Unknown,1,0-3,Cluster_3,Jovenes en consolidación
9285,59.0,retired,married,unknown,no,0,no,no,cellular,25,August,213,4,-1,0,unknown,0,1,0,Mediana edad (55-64),0,0,0,Ninguno,,Unknown,Retired,4,4-10,Retired,Jubilados
9286,29.0,management,single,tertiary,no,119,yes,no,unknown,28,May,136,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
9287,31.0,technician,married,secondary,no,450,no,yes,cellular,20,November,111,2,129,4,failure,0,0,1,Jovenes adultos (25-34),0,1,1,Préstamo,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
9288,36.0,admin.,married,secondary,no,746,yes,no,cellular,17,November,581,3,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
9289,46.0,self-employed,single,primary,no,2032,no,no,cellular,30,July,424,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,1.0,Primary,Self-Employed,5,0-3,Cluster_3,Jovenes en consolidación
9290,37.0,management,married,tertiary,no,636,no,yes,unknown,5,June,338,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,1,1,Préstamo,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
9291,48.0,technician,married,secondary,no,-938,yes,no,cellular,7,May,134,1,344,2,failure,0,0,1,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,White Collar,1,0-3,Cluster_0,Adultos consolidados
9292,31.0,management,single,tertiary,no,2007,yes,no,unknown,20,May,253,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
9293,39.0,blue-collar,divorced,secondary,no,33,no,no,cellular,29,January,593,4,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,Blue Collar,5,4-10,Cluster_3,Jovenes en consolidación
9294,39.0,management,single,unknown,no,2887,yes,no,unknown,7,May,42,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,,Unknown,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
9295,39.0,housemaid,married,secondary,no,1444,no,no,cellular,19,November,100,1,117,8,success,0,0,1,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9296,55.0,management,married,tertiary,no,42,yes,no,telephone,11,May,386,2,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,3.0,Tertiary,White Collar,2,0-3,Cluster_0,Adultos consolidados
9297,54.0,retired,married,secondary,no,522,no,yes,cellular,14,July,81,3,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,1,1,Préstamo,2.0,Secondary,Retired,2,0-3,Retired,Jubilados
9298,32.0,housemaid,married,secondary,no,0,no,no,cellular,21,August,435,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9299,37.0,blue-collar,married,secondary,no,3884,yes,no,cellular,20,April,28,5,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,4-10,Cluster_3,Jovenes en consolidación
9300,36.0,services,married,secondary,no,472,yes,no,unknown,19,June,1017,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9301,60.0,retired,married,secondary,no,2060,no,no,cellular,26,March,454,1,88,3,other,0,0,1,Mediana edad (55-64),0,0,0,Ninguno,2.0,Secondary,Retired,4,0-3,Retired,Jubilados
9302,25.0,services,single,secondary,no,628,no,no,cellular,8,July,266,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,Blue Collar,2,0-3,Cluster_1,Trabajadores técnicos
9303,50.0,management,married,tertiary,no,398,no,no,telephone,30,July,1373,5,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,3.0,Tertiary,White Collar,5,4-10,Cluster_0,Adultos consolidados
9304,59.0,retired,married,secondary,no,417,yes,no,cellular,7,May,476,2,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,2.0,Secondary,Retired,1,0-3,Retired,Jubilados
9305,58.0,unemployed,married,secondary,no,610,yes,no,telephone,29,July,246,2,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,2.0,Secondary,Unemployed,5,0-3,Cluster_0,Adultos consolidados
9306,49.0,technician,single,tertiary,no,2585,no,no,unknown,11,June,64,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,3.0,Tertiary,White Collar,2,0-3,Cluster_0,Adultos consolidados
9307,47.0,technician,married,secondary,no,321,yes,yes,unknown,4,July,111,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,1,0-3,Cluster_0,Adultos consolidados
9308,38.0,services,married,primary,no,0,yes,no,cellular,17,November,960,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9309,32.0,management,single,tertiary,yes,4,no,no,cellular,29,January,181,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
9310,40.0,blue-collar,single,unknown,no,29,no,no,telephone,7,July,118,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,,Unknown,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
9311,50.0,technician,married,secondary,no,892,yes,yes,unknown,15,May,234,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,3,0-3,Cluster_0,Adultos consolidados
9312,35.0,management,single,tertiary,no,0,no,yes,cellular,14,August,370,4,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,1,1,Préstamo,3.0,Tertiary,White Collar,2,4-10,Cluster_2,Profesionales estudios superiores
9313,47.0,admin.,married,secondary,no,1387,yes,no,cellular,14,October,158,1,826,1,failure,0,0,1,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,Cluster_0,Adultos consolidados
9314,27.0,admin.,single,secondary,no,454,no,yes,cellular,15,July,331,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,1,1,Préstamo,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
9315,48.0,housemaid,single,secondary,no,71,no,no,cellular,28,August,97,3,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
9316,40.0,blue-collar,married,primary,no,-35,yes,no,cellular,18,May,194,3,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9317,35.0,self-employed,married,secondary,no,2251,no,no,cellular,19,August,151,8,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,Self-Employed,3,4-10,Cluster_3,Jovenes en consolidación
9318,39.0,housemaid,married,primary,no,2460,no,no,cellular,11,July,194,3,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
9319,34.0,blue-collar,married,secondary,no,34,no,no,cellular,30,January,379,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,Blue Collar,5,0-3,Cluster_3,Jovenes en consolidación
9320,36.0,admin.,single,secondary,no,1281,no,no,telephone,24,July,119,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
9321,56.0,blue-collar,divorced,primary,no,3021,no,no,unknown,9,June,419,2,-1,0,unknown,0,1,0,Mediana edad (55-64),0,0,0,Ninguno,1.0,Primary,Blue Collar,2,0-3,Cluster_0,Adultos consolidados
9322,30.0,technician,married,tertiary,no,141,no,no,cellular,29,January,166,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
9323,51.0,blue-collar,married,secondary,no,500,no,no,cellular,14,May,471,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,2.0,Secondary,Blue Collar,2,0-3,Cluster_0,Adultos consolidados
9324,41.0,blue-collar,married,secondary,no,1459,no,no,unknown,5,June,82,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
9325,35.0,admin.,married,secondary,no,-244,yes,yes,cellular,6,May,118,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
9326,53.0,management,married,tertiary,no,1356,yes,no,cellular,9,November,371,2,96,4,failure,0,0,1,Adultos maduros (45-54),1,0,1,Hipoteca,3.0,Tertiary,White Collar,2,0-3,Cluster_0,Adultos consolidados
9327,25.0,blue-collar,single,primary,no,-289,yes,no,telephone,13,May,56,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,1.0,Primary,Blue Collar,2,0-3,Cluster_1,Trabajadores técnicos
9328,34.0,management,single,tertiary,no,1396,yes,no,cellular,17,July,630,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
9329,29.0,services,single,secondary,no,9,no,yes,cellular,8,July,202,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,1,1,Préstamo,2.0,Secondary,Blue Collar,2,0-3,Cluster_1,Trabajadores técnicos
9330,33.0,services,married,secondary,no,70,yes,no,cellular,21,July,333,3,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9331,43.0,admin.,married,secondary,no,877,yes,no,cellular,2,February,135,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,1,0-3,Cluster_3,Jovenes en consolidación
9332,47.0,blue-collar,married,primary,no,113,yes,no,unknown,13,May,276,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
9333,35.0,admin.,single,secondary,no,368,yes,no,unknown,16,May,218,3,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
9334,49.0,entrepreneur,married,secondary,no,89,yes,no,cellular,12,May,351,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,Self-Employed,2,0-3,Cluster_0,Adultos consolidados
9335,41.0,services,married,primary,no,450,yes,no,unknown,14,May,374,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
9336,49.0,services,married,unknown,no,463,yes,no,telephone,15,July,541,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,,Unknown,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9337,44.0,blue-collar,married,secondary,no,1397,no,no,cellular,20,November,326,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9338,32.0,services,single,secondary,no,310,yes,no,unknown,6,May,144,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
9339,27.0,self-employed,single,tertiary,no,270,yes,no,unknown,27,May,470,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,Self-Employed,4,0-3,Cluster_1,Trabajadores técnicos
9340,53.0,technician,married,secondary,no,65,no,no,cellular,25,November,99,1,92,2,failure,0,0,1,Adultos maduros (45-54),0,0,0,Ninguno,2.0,Secondary,White Collar,4,0-3,Cluster_0,Adultos consolidados
9341,55.0,admin.,married,secondary,no,865,yes,no,cellular,8,July,105,1,82,2,failure,0,0,1,Mediana edad (55-64),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,Cluster_0,Adultos consolidados
9342,60.0,retired,married,secondary,no,7,no,yes,cellular,18,August,87,5,-1,0,unknown,0,1,0,Mediana edad (55-64),0,1,1,Préstamo,2.0,Secondary,Retired,3,4-10,Retired,Jubilados
9343,27.0,management,single,secondary,no,145,yes,no,cellular,5,May,121,4,89,3,failure,0,0,1,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,White Collar,1,4-10,Cluster_1,Trabajadores técnicos
9344,58.0,self-employed,married,tertiary,no,327,no,yes,cellular,14,July,145,2,-1,0,unknown,0,1,0,Mediana edad (55-64),0,1,1,Préstamo,3.0,Tertiary,Self-Employed,2,0-3,Cluster_0,Adultos consolidados
9345,42.0,blue-collar,married,secondary,no,429,yes,no,cellular,18,May,110,1,370,1,failure,0,0,1,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9346,31.0,services,married,secondary,no,1167,yes,yes,cellular,20,November,279,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,2.0,Secondary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
9347,30.0,management,single,tertiary,no,2995,yes,no,cellular,18,November,329,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
9348,32.0,management,single,tertiary,no,974,yes,no,unknown,3,June,228,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
9349,56.0,self-employed,married,secondary,no,784,no,yes,cellular,30,July,149,2,-1,0,unknown,0,1,0,Mediana edad (55-64),0,1,1,Préstamo,2.0,Secondary,Self-Employed,5,0-3,Cluster_0,Adultos consolidados
9350,57.0,retired,divorced,secondary,no,316,no,no,cellular,28,January,935,2,-1,0,unknown,0,1,0,Mediana edad (55-64),0,0,0,Ninguno,2.0,Secondary,Retired,4,0-3,Retired,Jubilados
9351,57.0,management,married,tertiary,no,0,yes,no,cellular,21,November,67,1,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
9352,39.0,technician,married,secondary,no,211,no,no,telephone,6,February,53,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,White Collar,1,0-3,Cluster_3,Jovenes en consolidación
9353,37.0,blue-collar,married,secondary,no,342,yes,no,cellular,12,May,340,2,175,1,failure,0,0,1,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
9354,32.0,management,married,tertiary,no,628,no,no,cellular,30,April,280,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
9355,41.0,blue-collar,married,secondary,no,0,yes,no,cellular,1,April,625,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
9356,49.0,unemployed,married,secondary,no,769,yes,no,unknown,14,May,257,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,Unemployed,2,0-3,Cluster_0,Adultos consolidados
9357,36.0,blue-collar,divorced,secondary,no,2278,yes,no,unknown,23,May,152,2,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
9358,58.0,retired,married,primary,no,1351,yes,no,telephone,17,April,392,3,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,1.0,Primary,Retired,3,0-3,Retired,Jubilados
9359,58.0,technician,married,unknown,no,49,yes,no,unknown,15,May,75,2,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,,Unknown,White Collar,3,0-3,Cluster_0,Adultos consolidados
9360,33.0,services,married,secondary,no,1082,yes,yes,cellular,19,November,351,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
9361,31.0,management,single,tertiary,no,5691,yes,no,cellular,21,July,357,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
9362,46.0,blue-collar,divorced,primary,no,916,yes,no,cellular,11,May,472,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
9363,42.0,unemployed,divorced,secondary,no,325,yes,no,unknown,28,May,97,4,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Unemployed,4,4-10,Cluster_3,Jovenes en consolidación
9364,46.0,admin.,married,secondary,no,0,yes,yes,cellular,20,April,239,2,259,2,failure,0,0,1,Adultos maduros (45-54),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,3,0-3,Cluster_0,Adultos consolidados
9365,47.0,management,married,tertiary,no,2475,yes,no,cellular,20,November,1373,4,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,4-10,Cluster_0,Adultos consolidados
9366,42.0,self-employed,married,primary,no,3717,no,no,unknown,20,June,235,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,1.0,Primary,Self-Employed,3,0-3,Cluster_3,Jovenes en consolidación
9367,53.0,entrepreneur,married,secondary,no,288,no,no,unknown,6,May,69,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,2.0,Secondary,Self-Employed,1,0-3,Cluster_0,Adultos consolidados
9368,31.0,admin.,married,secondary,no,1130,yes,no,cellular,23,July,236,5,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,White Collar,4,4-10,Cluster_1,Trabajadores técnicos
9369,39.0,blue-collar,married,primary,no,2715,yes,no,unknown,2,June,201,3,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,1.0,Primary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
9370,57.0,blue-collar,married,primary,no,23,yes,no,telephone,31,July,25,8,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,1.0,Primary,Blue Collar,5,4-10,Cluster_0,Adultos consolidados
9371,29.0,blue-collar,single,secondary,no,0,no,no,cellular,6,February,437,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
9372,32.0,blue-collar,single,secondary,no,-84,yes,no,cellular,11,May,426,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,2,0-3,Cluster_1,Trabajadores técnicos
9373,38.0,self-employed,married,secondary,no,290,yes,no,unknown,20,May,369,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Self-Employed,3,0-3,Cluster_3,Jovenes en consolidación
9374,34.0,self-employed,single,tertiary,no,36,no,no,telephone,28,January,55,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,Self-Employed,4,0-3,Cluster_2,Profesionales estudios superiores
9375,35.0,admin.,married,secondary,no,-488,yes,no,unknown,2,June,97,4,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,1,4-10,Cluster_2,Profesionales estudios superiores
9376,55.0,blue-collar,married,secondary,no,-473,yes,no,unknown,26,May,233,1,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,4,0-3,Cluster_0,Adultos consolidados
9377,42.0,management,married,tertiary,no,1272,yes,no,cellular,5,May,117,1,169,1,failure,0,0,1,Adultos iniciales (35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
9378,32.0,management,married,secondary,no,0,no,no,cellular,20,August,162,4,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,3,4-10,Cluster_1,Trabajadores técnicos
9379,50.0,management,divorced,primary,no,-6,yes,no,unknown,19,May,92,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,1.0,Primary,White Collar,3,0-3,Cluster_0,Adultos consolidados
9380,56.0,admin.,married,secondary,no,510,yes,no,cellular,10,July,288,1,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,Cluster_0,Adultos consolidados
9381,36.0,technician,single,secondary,no,818,yes,yes,cellular,19,August,96,4,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,3,4-10,Cluster_1,Trabajadores técnicos
9382,49.0,management,married,secondary,no,543,yes,no,unknown,20,May,213,3,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,White Collar,3,0-3,Cluster_0,Adultos consolidados
9383,48.0,management,married,tertiary,no,7867,yes,yes,unknown,30,May,306,3,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,1,2,Hipoteca + Préstamo,3.0,Tertiary,White Collar,5,0-3,Cluster_0,Adultos consolidados
9384,32.0,technician,single,tertiary,no,1212,yes,no,unknown,23,May,463,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
9385,35.0,management,married,secondary,no,533,no,no,cellular,6,August,221,10,-1,0,unknown,0,1,0,Adultos iniciales (35-44),0,0,0,Ninguno,2.0,Secondary,White Collar,1,4-10,Cluster_2,Profesionales estudios superiores
9386,48.0,management,married,tertiary,no,291,yes,no,telephone,23,July,350,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,3.0,Tertiary,White Collar,4,0-3,Cluster_0,Adultos consolidados
9387,40.0,services,single,secondary,no,573,yes,no,cellular,14,May,329,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
9388,55.0,retired,married,secondary,no,1279,yes,no,cellular,13,May,446,3,357,8,other,0,0,1,Mediana edad (55-64),1,0,1,Hipoteca,2.0,Secondary,Retired,2,0-3,Retired,Jubilados
9389,50.0,blue-collar,married,primary,no,280,yes,no,unknown,18,June,61,10,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,1.0,Primary,Blue Collar,3,4-10,Cluster_0,Adultos consolidados
9390,55.0,technician,married,unknown,no,574,yes,no,cellular,29,January,243,2,-1,0,unknown,0,1,0,Mediana edad (55-64),1,0,1,Hipoteca,,Unknown,White Collar,5,0-3,Cluster_0,Adultos consolidados
9391,26.0,blue-collar,single,secondary,no,658,no,yes,telephone,23,July,34,4,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,1,1,Préstamo,2.0,Secondary,Blue Collar,4,4-10,Cluster_1,Trabajadores técnicos
9392,34.0,technician,married,secondary,no,2019,yes,yes,unknown,27,June,102,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
9393,45.0,management,married,tertiary,no,22815,no,no,cellular,26,August,653,8,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,3.0,Tertiary,White Collar,4,4-10,Cluster_2,Profesionales estudios superiores
9394,44.0,entrepreneur,married,secondary,no,887,yes,no,cellular,17,April,519,1,14,2,failure,0,0,1,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Self-Employed,3,0-3,Cluster_3,Jovenes en consolidación
9395,34.0,management,married,tertiary,no,303,yes,no,cellular,29,January,50,1,195,2,failure,0,0,1,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,White Collar,5,0-3,Cluster_2,Profesionales estudios superiores
9396,39.0,services,single,secondary,no,326,yes,no,unknown,27,May,115,1,-1,0,unknown,0,1,0,Adultos iniciales (35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
9397,31.0,management,single,secondary,no,453,yes,no,unknown,9,May,384,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
9398,27.0,management,single,tertiary,yes,0,no,yes,cellular,8,July,46,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,1,1,Préstamo,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
