id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,default_score,housing_score,loan_score,financial_burden,financial_burden_label,education_rank,education_label,job_profile
9934,27.0,technician,single,tertiary,no,11862,no,no,telephone,25,may,281,5,101,1,success,0,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
9935,47.0,management,married,primary,yes,145,no,yes,unknown,1,jul,163,1,-1,0,unknown,0,1,0,Adult (36-50),1,0,1,2,Medium burden,1.0,Primary,White Collar
9936,56.0,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,0,0,1,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
9937,45.0,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
9938,35.0,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
9939,32.0,technician,married,secondary,no,465,yes,no,cellular,12,may,210,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
9940,44.0,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,269,3,234,2,other,0,0,1,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Self-Employed
9941,38.0,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
9942,32.0,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9943,58.0,admin.,married,unknown,no,903,no,no,cellular,28,jan,56,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,White Collar
9944,35.0,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9946,36.0,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
9947,52.0,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
9948,35.0,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
9950,43.0,admin.,married,secondary,no,59,yes,no,cellular,15,jul,60,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
9952,35.0,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9953,40.0,services,married,secondary,no,3164,yes,no,cellular,3,apr,329,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
9954,49.0,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58,3,-1,0,unknown,0,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,White Collar
9955,35.0,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
9956,42.0,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
9957,29.0,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,,Unknown,Unemployed/Unknown
9958,26.0,technician,single,secondary,no,430,no,no,cellular,5,feb,450,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
9959,44.0,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure,0,0,1,Adult (36-50),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
9960,29.0,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,0,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9961,36.0,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
9962,30.0,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,1,1,Low burden,2.0,Secondary,White Collar
9963,52.0,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,2.0,Secondary,Retired
9964,55.0,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,White Collar
9965,30.0,services,single,secondary,no,117,no,no,cellular,28,jan,135,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
9966,29.0,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
9967,27.0,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102,5,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9968,58.0,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,96,1,121,1,failure,0,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,,Unknown,Retired
9969,33.0,services,married,secondary,no,881,yes,no,unknown,21,may,67,5,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
9970,48.0,admin.,married,secondary,no,0,yes,no,cellular,17,jul,109,4,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
9971,39.0,housemaid,married,secondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,0,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
9972,55.0,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,0,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,1.0,Primary,Blue Collar
9973,40.0,blue-collar,single,primary,no,1530,yes,no,cellular,20,apr,8,3,315,1,failure,0,0,1,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
9974,33.0,management,single,tertiary,no,2667,yes,no,cellular,18,may,57,1,180,3,failure,0,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9975,56.0,admin.,married,secondary,no,5310,no,no,unknown,19,jun,74,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
9976,42.0,blue-collar,married,secondary,no,1468,yes,no,unknown,28,may,136,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
9977,43.0,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Unemployed/Unknown
9978,41.0,management,married,tertiary,no,144,no,no,cellular,27,feb,123,3,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
9979,58.0,admin.,single,secondary,no,247,no,yes,unknown,20,jun,66,6,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,2.0,Secondary,White Collar
9980,29.0,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
9981,38.0,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9982,49.0,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,may,283,2,-1,0,unknown,0,1,0,Adult (36-50),1,0,0,1,Low burden,2.0,Secondary,Blue Collar
9983,55.0,self-employed,married,secondary,no,2408,no,no,telephone,9,apr,327,2,140,1,failure,0,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Self-Employed
9984,53.0,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,2,93,2,failure,0,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9986,31.0,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9987,29.0,technician,single,secondary,no,307,yes,no,cellular,3,feb,216,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
9988,48.0,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown,0,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,White Collar
9989,43.0,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
9990,29.0,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
9991,39.0,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
9992,53.0,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,3.0,Tertiary,White Collar
9993,48.0,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
9994,34.0,management,married,tertiary,no,0,no,no,cellular,22,apr,176,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
9995,52.0,management,single,tertiary,no,741,no,no,cellular,7,aug,63,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
9996,30.0,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
9997,45.0,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,262,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,1,2,Medium burden,1.0,Primary,Self-Employed
9998,54.0,management,married,secondary,no,1660,no,no,cellular,20,nov,337,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
9999,44.0,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,44,1,100,3,success,0,0,1,Adult (36-50),0,1,0,1,Low burden,,Unknown,Self-Employed
10000,35.0,entrepreneur,married,secondary,no,1163,yes,no,unknown,20,may,284,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
10001,34.0,technician,single,tertiary,no,122,no,no,unknown,27,may,73,5,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
10002,22.0,student,single,unknown,no,1,no,no,telephone,15,jun,263,4,-1,0,unknown,0,1,0,Young (18-25),0,0,0,0,No burden,,Unknown,Student
10003,65.0,retired,married,primary,no,493,no,no,cellular,16,oct,622,1,182,1,failure,0,0,1,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
10004,49.0,management,married,unknown,no,0,no,no,cellular,19,nov,99,2,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,,Unknown,White Collar
10005,38.0,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,0,0,1,Adult (36-50),0,1,0,1,Low burden,,Unknown,White Collar
10006,28.0,technician,single,tertiary,no,558,yes,no,cellular,15,may,300,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10007,33.0,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10008,34.0,management,married,tertiary,no,179,yes,no,cellular,20,nov,184,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10009,26.0,student,single,unknown,no,198,no,no,cellular,5,feb,161,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,,Unknown,Student
10010,37.0,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10011,40.0,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure,0,0,1,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10012,28.0,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,0,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10013,31.0,technician,married,secondary,no,2420,yes,no,cellular,19,nov,166,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
10014,42.0,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
10015,34.0,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
10016,34.0,services,married,secondary,no,-451,yes,yes,cellular,23,jul,498,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
10017,53.0,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
10018,55.0,entrepreneur,married,tertiary,no,323,yes,yes,cellular,13,may,200,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,1,1,2,Medium burden,3.0,Tertiary,Self-Employed
10019,51.0,entrepreneur,single,tertiary,no,0,no,no,cellular,30,jan,643,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
10020,58.0,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
10021,35.0,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10022,35.0,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10023,31.0,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
10024,32.0,student,married,secondary,no,833,yes,no,telephone,2,nov,227,5,164,3,other,0,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Student
10025,59.0,retired,married,primary,yes,-13,no,no,cellular,11,aug,77,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,0,0,1,Low burden,1.0,Primary,Retired
10026,50.0,management,divorced,tertiary,no,405,no,no,cellular,2,apr,82,6,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
10027,37.0,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10028,30.0,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10029,41.0,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10030,43.0,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10031,34.0,blue-collar,married,primary,no,503,yes,no,unknown,26,may,120,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10032,42.0,management,married,tertiary,no,-700,yes,no,unknown,14,may,110,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10033,33.0,management,married,tertiary,no,644,no,no,cellular,11,aug,99,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
10034,26.0,services,single,secondary,no,335,no,no,telephone,29,jan,393,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
10035,32.0,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
10036,41.0,management,married,tertiary,no,-195,no,yes,cellular,20,nov,112,1,-1,0,unknown,0,1,0,Adult (36-50),0,0,1,1,Low burden,3.0,Tertiary,White Collar
10037,49.0,technician,divorced,secondary,no,972,no,no,cellular,16,nov,104,3,175,2,failure,0,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
10039,43.0,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown,0,1,0,Adult (36-50),0,0,1,1,Low burden,1.0,Primary,Blue Collar
10040,45.0,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
10041,42.0,entrepreneur,married,secondary,no,324,yes,no,cellular,15,jul,528,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
10042,37.0,blue-collar,married,secondary,no,168,yes,no,cellular,17,apr,266,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10043,59.0,retired,married,secondary,no,374,no,no,cellular,29,aug,272,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
10044,31.0,services,single,secondary,no,658,no,no,cellular,22,may,100,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
10045,22.0,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,0,1,0,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,White Collar
10046,30.0,self-employed,single,secondary,no,280,no,no,telephone,5,may,92,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Self-Employed
10047,52.0,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,White Collar
10048,50.0,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,4,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Self-Employed
10049,34.0,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
10050,30.0,blue-collar,married,secondary,no,128,yes,no,unknown,14,may,273,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10051,56.0,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10052,31.0,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,0,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
10053,51.0,admin.,married,secondary,no,50,no,no,cellular,26,aug,178,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
10054,33.0,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,0,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10055,47.0,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,0,1,0,Adult (36-50),1,1,0,2,Medium burden,2.0,Secondary,Blue Collar
10056,46.0,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10057,44.0,services,divorced,secondary,no,206,yes,no,cellular,14,may,78,1,365,1,failure,0,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10058,51.0,blue-collar,married,secondary,no,984,yes,no,telephone,7,apr,353,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10059,39.0,technician,single,secondary,no,201,no,yes,unknown,6,jun,148,4,-1,0,unknown,0,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,White Collar
10060,41.0,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10061,33.0,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
10062,31.0,admin.,married,secondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,0,0,1,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
10063,60.0,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
10064,34.0,technician,married,secondary,no,1246,no,no,unknown,28,may,88,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
10065,58.0,services,married,secondary,no,818,no,no,cellular,22,aug,283,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
10066,36.0,admin.,single,unknown,no,1815,no,no,unknown,5,jun,387,1,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,,Unknown,White Collar
10067,42.0,technician,married,secondary,no,0,no,no,cellular,30,jul,351,2,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
10068,44.0,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,0,1,0,Adult (36-50),0,0,1,1,Low burden,2.0,Secondary,Blue Collar
10069,31.0,services,married,secondary,no,71,yes,no,cellular,17,jul,740,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10070,51.0,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Blue Collar
10071,59.0,admin.,married,primary,no,1040,no,no,telephone,31,jul,733,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,White Collar
10072,33.0,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,0,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
10073,47.0,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,0,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10074,43.0,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,0,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
10075,44.0,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,2,-1,0,unknown,0,1,0,Adult (36-50),1,1,1,3,High burden,1.0,Primary,Blue Collar
10076,29.0,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
10077,30.0,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
10078,43.0,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,,Unknown,White Collar
10079,53.0,technician,single,tertiary,no,1,no,no,cellular,21,aug,190,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
10080,46.0,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,296,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10081,41.0,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10082,44.0,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,2,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
10083,38.0,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
10084,43.0,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,unknown,0,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
10085,41.0,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
10086,44.0,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,90,1,-1,0,unknown,0,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
10087,31.0,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
10088,59.0,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
10090,35.0,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
10091,57.0,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,0,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
10092,53.0,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure,0,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,White Collar
