id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,2076,2075,2074,2073,2072,2071,2070,2069,2068,2067,2066,2065,2064,2063,2062,2061,2060,2059,2058,2057,2056,2055,2054,2053,2052,2051,2050,2049,2048,2047,2046,2045,2044,2043,2042,2041,2040,2039,2038,2037,2036,2035,2034,2033,2032,2031,2030,2029,2028,2027,2026
8365,25.0,technician,single,secondary,no,1298,no,no,cellular,2,September,206,7,94,2,other,0,0,1,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,1,4-10,527426.252226,531382.890854,535199.967465,538708.482642,541789.977309,544342.375362,546285.078298,547557.870346,548120.708455,547953.572756,547083.302397,545125.909853,542651.211934,539762.90487,536581.759902,533232.057479,529821.440301,526433.022619,523134.559968,519971.703426,516966.829305,514134.180435,511499.402321,509102.295156,507024.029302,506674.884689,503685.918412,504210.64162,516701.860958,521840.804697,525642.984489,541586.3066,555541.366331,576213.29666,594340.921952,603499.439579,610133.936367,606236.814281,630904.065713,641741.043333,651157.733186,657360.905884,674664.813973,656657.650416,653088.140856,636486.885257,626047.65832,610113.13228,583664.373102,569634.440341,564026.0
8366,40.0,technician,single,secondary,no,360,yes,no,unknown,9,May,73,1,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,663330.93272,660234.729243,657132.200187,654037.421187,650975.259968,647964.510758,645023.600399,642185.410566,639499.352939,637056.86551,636128.427083,633197.830368,633281.679247,644287.975839,648494.854502,651685.377725,665921.290611,677823.080675,695956.655457,711657.98752,719378.900928,724960.408824,721316.068412,743931.393,754187.393955,763013.988736,769516.340043,786902.478092,770920.136437,768350.140685,755967.885956,749452.606833,738925.358062,719642.942344,711498.738226,708371.004139,691226.938931,673904.767054,674959.353898,663698.33035,658669.952338,657321.652614,662590.304112,667032.644319,654703.046217,650986.917719,647896.047993,645708.837958,639752.118633,640403.899383,646214.0
8367,33.0,services,married,tertiary,no,597,no,no,cellular,4,February,134,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,Blue Collar,1,0-3,628883.173482,628786.997403,628044.880152,626251.812986,623946.293497,621239.361314,618256.324309,615117.359506,611917.348577,608720.531822,605573.2019,602501.155558,599512.529679,596614.36774,593832.672707,591215.21792,588856.327228,588090.878849,585089.865402,585303.312748,596877.175423,601434.105016,604856.57749,619770.037179,632446.821625,651542.680359,668133.887759,676350.09773,682288.277887,678525.309876,702020.802189,712685.573083,722065.626555,729011.578551,747218.614761,731468.684807,729797.040987,717464.859626,711327.651351,700772.215616,680836.301157,672239.705939,669076.26492,649743.915806,629388.772505,627810.232629,612308.041166,603131.067065,597111.855311,597003.023629,597031.0
8368,30.0,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,June,115,10,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,4-10,598052.959424,600011.317571,601346.185339,601957.859706,601821.781924,600982.198236,599090.711975,596714.207762,593959.302102,590938.995067,587761.975046,584516.397513,581265.85356,578061.235708,574936.457613,571908.782516,568993.691923,566223.456608,563648.555518,561362.602746,560729.12841,557734.39682,558063.572741,569980.980913,574747.659116,578300.759703,593573.121388,606665.103484,626279.695406,643366.245557,651876.990684,658054.065899,654287.983127,678339.558303,689298.797564,699032.795721,706207.243504,724752.728782,708914.564978,707369.161158,694467.905232,687736.582704,676142.718676,654607.175644,644409.90846,639958.863112,617988.317962,594645.906277,590832.081219,572659.159069,561929.0
8369,27.0,services,single,secondary,no,2457,yes,no,unknown,29,May,123,4,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,5,4-10,557704.487063,561170.2711,564284.482171,566872.116561,568828.529634,570095.252604,570644.767923,570471.194196,569611.630491,567692.473524,565276.142839,562460.754538,559358.671133,556084.583876,552737.227152,549392.618197,546113.949436,542945.180357,539909.73066,537025.036924,534321.099698,531842.693206,529675.564317,529209.939149,526222.611632,526668.820054,538931.904409,543910.576271,547596.727445,563254.727302,576833.124562,597058.390635,614752.572952,623655.876125,630145.65307,626386.449537,650960.68962,662063.008801,671885.000696,678835.616702,697073.851417,680361.768281,678028.524869,663368.953265,654789.92996,640852.243057,616448.607779,603711.195905,597785.178507,573132.921473,547491.0
8370,34.0,technician,married,tertiary,no,2069,no,no,cellular,20,August,328,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,White Collar,3,0-3,636832.378276,636071.909574,634312.826966,632049.819279,629376.78891,626415.161105,623287.541119,620093.359853,616900.97532,613759.012145,610693.825124,607712.324829,604819.565205,602039.051492,599416.343507,597044.2715,596247.11857,593249.987877,593431.493972,604900.416089,609390.881241,612769.299566,627568.333086,640116.620483,659054.905817,675500.373952,683635.848214,689513.476947,685764.971405,709103.063569,719684.902594,728954.678313,735811.17431,753872.243383,738084.221039,736281.044626,723989.278994,717869.755805,707437.897509,687773.001796,679448.848558,676504.970956,657800.11819,638232.330036,637341.35055,622772.946365,614408.792405,609165.59504,609803.771085,610125.601716,593143.0
8371,28.0,services,single,secondary,no,47,no,no,cellular,22,July,405,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,Blue Collar,4,0-3,572024.424502,575088.357117,577689.691486,579672.458368,580957.558467,581514.006643,581340.530363,580481.122689,578571.133201,576172.898084,573385.01944,570317.61242,567081.550234,563770.884562,560457.060761,557199.464207,554039.406505,550999.374251,548097.209348,545364.680699,542849.096915,540639.09268,540115.848334,537127.75434,537535.978947,549685.291971,554591.833925,558230.645887,573755.247381,587160.733254,607171.308005,624651.190804,633415.900527,639801.102121,636051.320497,660479.181688,671580.497387,681439.128803,688557.281671,707018.596847,690726.711086,688795.361799,674885.017231,667076.119089,654057.672606,630714.312566,618852.33009,613306.454458,589385.489915,564214.198609,559789.0
8372,40.0,blue-collar,married,primary,no,13,yes,no,unknown,4,July,178,1,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,1.0,Primary,Blue Collar,1,0-3,663330.93272,660234.729243,657132.200187,654037.421187,650975.259968,647964.510758,645023.600399,642185.410566,639499.352939,637056.86551,636128.427083,633197.830368,633281.679247,644287.975839,648494.854502,651685.377725,665921.290611,677823.080675,695956.655457,711657.98752,719378.900928,724960.408824,721316.068412,743931.393,754187.393955,763013.988736,769516.340043,786902.478092,770920.136437,768350.140685,755967.885956,749452.606833,738925.358062,719642.942344,711498.738226,708371.004139,691226.938931,673904.767054,674959.353898,663698.33035,658669.952338,657321.652614,662590.304112,667032.644319,654703.046217,650986.917719,647896.047993,645708.837958,639752.118633,640403.899383,646214.0
8373,47.0,retired,married,secondary,no,-71,yes,no,cellular,11,August,293,5,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,Retired,2,4-10,670919.413373,668176.370779,665662.700391,664593.558727,661685.168445,661659.994286,672254.899653,676235.178526,679310.023846,693109.538472,704520.99071,722014.016693,737121.064998,744517.022269,749858.729108,746317.279361,768287.159246,778262.160784,786735.01665,792983.548664,809854.38503,793869.839629,790804.686461,778472.837946,771684.01727,761037.730654,741884.558047,733481.190829,729573.125104,712754.777396,695961.965375,696996.035489,686495.214489,682094.521478,681717.069945,688493.090487,694587.494569,684998.576235,683693.438499,683672.10041,684753.397427,682714.930132,686970.640559,695471.542201,707919.425083,717182.28585,742266.971478,760670.09682,784635.558652,795632.691756,820744.0
8374,59.0,unknown,divorced,unknown,no,27,no,no,unknown,5,May,347,3,-1,0,unknown,0,1,0,Mediana edad (55-64),0,0,0,Ninguno,,Unknown,Unknown,1,0-3,734710.229019,741652.101895,746672.045139,743305.556195,764361.161481,773946.755702,781941.114447,787840.687439,803956.963925,788103.588342,784462.73656,772307.173014,765279.548478,754649.668213,735923.140981,727405.280532,722728.943653,706564.128026,690596.481571,691535.269071,681808.310844,677734.435581,677735.538767,685013.86837,691397.46858,683023.723652,682118.567982,682783.075588,684541.903556,683787.542044,689155.383726,698525.850299,711670.63864,722181.085802,746748.968896,766414.51182,790201.134572,803510.652698,829396.807155,834221.464579,843127.730444,832515.661711,823224.514406,800452.479702,792766.161789,777449.325559,763013.056517,751374.270664,740894.151756,742537.19468,722151.0
8375,30.0,services,single,secondary,no,-114,yes,no,cellular,21,July,396,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,0-3,598052.959424,600011.317571,601346.185339,601957.859706,601821.781924,600982.198236,599090.711975,596714.207762,593959.302102,590938.995067,587761.975046,584516.397513,581265.85356,578061.235708,574936.457613,571908.782516,568993.691923,566223.456608,563648.555518,561362.602746,560729.12841,557734.39682,558063.572741,569980.980913,574747.659116,578300.759703,593573.121388,606665.103484,626279.695406,643366.245557,651876.990684,658054.065899,654287.983127,678339.558303,689298.797564,699032.795721,706207.243504,724752.728782,708914.564978,707369.161158,694467.905232,687736.582704,676142.718676,654607.175644,644409.90846,639958.863112,617988.317962,594645.906277,590832.081219,572659.159069,561929.0
8376,39.0,unemployed,single,secondary,no,2645,yes,no,unknown,21,May,339,3,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,Unemployed,3,0-3,660675.771048,657652.383268,654564.740214,651439.884283,648321.399378,645246.183849,642235.191171,639304.261024,636482.106325,633814.229732,631389.477858,630484.233231,627544.226778,627638.48158,638705.871442,642946.136833,646155.778417,660467.739755,672459.201487,690708.656733,706518.870905,714302.29795,719929.584903,716271.40126,738992.411835,749292.453502,758175.81916,764719.096078,782191.401857,766221.812194,763751.567413,751380.337562,744933.554547,734448.718923,715162.428981,707068.719477,704065.876369,686830.562531,669348.339948,670299.299868,658755.989701,653426.18083,651671.287652,656390.940774,660247.830248,647137.9715,642764.127591,638967.894678,636183.592653,629689.565353,630129.0
8377,44.0,blue-collar,married,secondary,no,1025,yes,no,unknown,18,June,200,1,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,0-3,669873.29743,666882.343586,663961.550254,661113.289211,658383.896649,655874.06904,654840.720022,651915.461171,651936.342009,662704.748231,666787.445592,669918.624304,683897.766697,695502.907086,713244.288758,728576.39619,736088.352803,741512.373861,737918.731226,760140.003702,770224.632756,778838.424632,785190.734677,802271.097526,786280.671917,783401.364449,771034.984833,764332.76377,753705.67707,734469.181461,726138.096857,722511.563596,705559.013554,688578.755364,689676.638424,678977.974014,674482.133436,673937.489401,680411.572487,686198.486653,675931.846991,674079.419387,673258.980106,673401.099116,670078.21229,672978.495198,680172.234894,691443.372385,699535.581526,724580.746641,742659.0
8378,46.0,management,single,tertiary,no,2044,no,no,telephone,4,February,25,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,3.0,Tertiary,White Collar,1,0-3,670933.138138,668070.996234,665346.62749,662834.414059,661771.814041,658852.689643,658838.842715,669488.590891,673502.790574,676597.902784,690457.82252,701933.534698,719507.928579,734687.71671,742120.257197,747486.919289,743926.528115,765975.873498,775984.762717,784502.050563,790783.689646,807722.664735,791735.646091,788730.100875,776386.680935,769624.576351,758982.244241,739798.62705,731414.113884,727591.034344,710724.396771,693867.24031,694920.383382,684357.935098,679933.546199,679516.45548,686219.393459,692247.775079,682484.925886,681056.001228,680840.55737,681688.338187,679309.552493,683196.509484,691325.720029,703412.419289,712274.799372,737241.434612,755385.13406,779472.971697,790432.0
8379,32.0,housemaid,married,tertiary,no,10,yes,no,unknown,2,June,658,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,Blue Collar,1,0-3,619772.844429,620379.212879,620306.434987,619534.655485,617698.9107,615358.719457,612629.075014,609632.671515,606484.966099,603276.638611,600069.573142,596909.676175,593824.300982,590823.948089,587918.526838,585136.669907,582527.915264,580187.423122,579460.088396,576458.982258,576708.806513,588394.100676,593020.423998,596487.467042,611518.653935,624328.78669,643589.519758,660335.271461,668639.700319,674647.057466,670875.882503,694544.850708,705303.733418,714803.584339,721840.85612,740189.333065,724456.606215,722887.070959,710457.05676,704229.566727,693455.604026,673130.833492,664138.532798,660646.856716,640549.781869,619278.83377,616940.743412,600465.177743,590536.531391,583905.11335,583324.0
8380,35.0,admin.,divorced,secondary,no,0,no,yes,cellular,14,July,245,2,-1,0,unknown,0,1,0,Adultos iniciales(35-44),0,1,1,Préstamo,2.0,Secondary,White Collar,2,0-3,643683.097025,641912.090851,639683.129521,637051.23113,634121.458576,631012.699619,627826.766793,624636.463252,621494.420969,618429.381736,615449.031561,612557.471998,609776.541839,607149.695919,604767.829519,603944.550923,600955.024527,601109.843296,612481.680682,616909.973818,620246.092622,634934.86518,647359.313535,666146.428334,682453.065546,690512.668848,696335.43813,692605.065885,715800.225818,726310.273668,735481.812472,742256.159097,760176.075225,744341.864154,742394.040687,730105.860816,723954.25747,713575.22291,694087.216239,685931.644707,683107.438253,664896.628222,645978.458139,645671.711389,631946.234413,624373.247431,619956.335542,621471.838955,622379.118596,605884.937187,599627.0
8381,35.0,management,single,tertiary,no,644,yes,no,unknown,30,May,120,2,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,5,0-3,643683.097025,641912.090851,639683.129521,637051.23113,634121.458576,631012.699619,627826.766793,624636.463252,621494.420969,618429.381736,615449.031561,612557.471998,609776.541839,607149.695919,604767.829519,603944.550923,600955.024527,601109.843296,612481.680682,616909.973818,620246.092622,634934.86518,647359.313535,666146.428334,682453.065546,690512.668848,696335.43813,692605.065885,715800.225818,726310.273668,735481.812472,742256.159097,760176.075225,744341.864154,742394.040687,730105.860816,723954.25747,713575.22291,694087.216239,685931.644707,683107.438253,664896.628222,645978.458139,645671.711389,631946.234413,624373.247431,619956.335542,621471.838955,622379.118596,605884.937187,599627.0
8382,38.0,management,married,tertiary,no,4293,yes,no,cellular,6,May,92,2,250,2,failure,0,0,1,Adultos iniciales(35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,1,0-3,657493.171435,654625.896558,651610.319268,648497.02084,645344.339023,642208.758839,639129.694351,636125.575927,633208.005794,630401.761407,627749.703909,625339.403713,624455.08076,621502.94981,621607.827728,632740.633695,637018.809003,640252.421209,654647.755661,666736.833096,685110.097731,701035.841406,708885.023044,714559.570373,710885.843178,733716.207168,744062.037897,753006.243157,759595.302548,777162.384336,761213.863596,758856.657158,746504.234089,740134.030342,729694.237024,710397.840174,702342.740543,699448.023374,682079.312204,664377.144995,665156.493606,653239.876876,647510.877305,645242.279168,649297.294079,652472.841729,638501.644282,633458.411917,629003.573039,625766.526845,618981.0
8383,27.0,housemaid,married,primary,yes,-238,no,no,cellular,14,July,132,4,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,1.0,Primary,Blue Collar,2,4-10,557704.487063,561170.2711,564284.482171,566872.116561,568828.529634,570095.252604,570644.767923,570471.194196,569611.630491,567692.473524,565276.142839,562460.754538,559358.671133,556084.583876,552737.227152,549392.618197,546113.949436,542945.180357,539909.73066,537025.036924,534321.099698,531842.693206,529675.564317,529209.939149,526222.611632,526668.820054,538931.904409,543910.576271,547596.727445,563254.727302,576833.124562,597058.390635,614752.572952,623655.876125,630145.65307,626386.449537,650960.68962,662063.008801,671885.000696,678835.616702,697073.851417,680361.768281,678028.524869,663368.953265,654789.92996,640852.243057,616448.607779,603711.195905,597785.178507,573132.921473,547491.0
8384,32.0,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,April,266,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,0-3,619772.844429,620379.212879,620306.434987,619534.655485,617698.9107,615358.719457,612629.075014,609632.671515,606484.966099,603276.638611,600069.573142,596909.676175,593824.300982,590823.948089,587918.526838,585136.669907,582527.915264,580187.423122,579460.088396,576458.982258,576708.806513,588394.100676,593020.423998,596487.467042,611518.653935,624328.78669,643589.519758,660335.271461,668639.700319,674647.057466,670875.882503,694544.850708,705303.733418,714803.584339,721840.85612,740189.333065,724456.606215,722887.070959,710457.05676,704229.566727,693455.604026,673130.833492,664138.532798,660646.856716,640549.781869,619278.83377,616940.743412,600465.177743,590536.531391,583905.11335,583324.0
8385,37.0,admin.,divorced,secondary,no,1573,yes,no,cellular,12,May,639,3,326,10,failure,0,0,1,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,653676.403778,651069.633545,648209.981142,645165.743023,642020.659034,638846.804615,635703.507889,632627.751881,629633.703173,626728.979751,623935.769986,621295.701412,618896.735674,618031.919062,615066.426611,615183.962242,626388.409746,630710.32541,633973.221454,648459.506448,660653.76841,679158.310075,695205.592523,703122.928407,708845.647832,705154.390108,728098.839193,738493.550564,747504.554611,754146.242656,771818.677413,755900.413896,753669.744764,741341.243881,735051.356918,724652.016098,705328.726832,697287.494152,694469.968601,676907.605486,658905.96524,659428.10164,647030.292048,640793.880816,637901.540737,641182.616962,643605.000811,628732.885257,623079.170718,618107.804335,614688.0
8386,59.0,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,July,575,2,-1,0,unknown,0,1,0,Mediana edad (55-64),0,0,0,Ninguno,3.0,Tertiary,Self-Employed,1,0-3,734710.229019,741652.101895,746672.045139,743305.556195,764361.161481,773946.755702,781941.114447,787840.687439,803956.963925,788103.588342,784462.73656,772307.173014,765279.548478,754649.668213,735923.140981,727405.280532,722728.943653,706564.128026,690596.481571,691535.269071,681808.310844,677734.435581,677735.538767,685013.86837,691397.46858,683023.723652,682118.567982,682783.075588,684541.903556,683787.542044,689155.383726,698525.850299,711670.63864,722181.085802,746748.968896,766414.51182,790201.134572,803510.652698,829396.807155,834221.464579,843127.730444,832515.661711,823224.514406,800452.479702,792766.161789,777449.325559,763013.056517,751374.270664,740894.151756,742537.19468,722151.0
8387,32.0,technician,married,tertiary,no,15,no,no,cellular,14,May,226,1,346,1,failure,0,0,1,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,White Collar,2,0-3,619772.844429,620379.212879,620306.434987,619534.655485,617698.9107,615358.719457,612629.075014,609632.671515,606484.966099,603276.638611,600069.573142,596909.676175,593824.300982,590823.948089,587918.526838,585136.669907,582527.915264,580187.423122,579460.088396,576458.982258,576708.806513,588394.100676,593020.423998,596487.467042,611518.653935,624328.78669,643589.519758,660335.271461,668639.700319,674647.057466,670875.882503,694544.850708,705303.733418,714803.584339,721840.85612,740189.333065,724456.606215,722887.070959,710457.05676,704229.566727,693455.604026,673130.833492,664138.532798,660646.856716,640549.781869,619278.83377,616940.743412,600465.177743,590536.531391,583905.11335,583324.0
8388,31.0,technician,married,secondary,no,-160,yes,no,cellular,14,July,126,6,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,4-10,609488.40828,610788.11752,611423.613405,611323.706887,610513.380622,608643.342394,606280.357556,603536.508426,600529.450573,597370.286756,594147.34642,590922.217983,587742.631777,584638.733761,581624.322547,578712.323253,575933.545366,573338.601407,571022.324924,570339.245291,567340.628598,567629.544407,579430.110603,584126.71406,587637.342747,602788.204752,615736.306438,635169.453985,652079.631514,660481.515644,666568.073415,662795.909433,686651.854968,697511.334726,707132.907281,714251.63715,732720.004111,716965.190778,715445.993796,702835.185118,696418.058465,685305.01799,664451.567361,654926.046733,650998.309676,630010.31398,607724.281074,604610.613255,587204.272618,576703.697143,569777.0
8389,55.0,technician,married,secondary,no,312,no,no,cellular,6,February,23,8,9,3,other,0,0,1,Mediana edad (55-64),0,0,0,Ninguno,2.0,Secondary,White Collar,1,4-10,686233.525182,699600.404823,710538.706082,727410.378968,741948.7704,749038.433466,754166.865227,750751.144034,772122.594647,781852.916895,790018.107994,796044.066001,812421.021326,796511.867963,793047.436049,780825.306639,773863.257309,763214.458852,744329.883709,735836.160266,731389.632147,715002.320214,698761.603948,699733.789678,689754.853844,685573.279029,685458.813698,692606.408745,698921.289654,690180.851393,689183.141049,689705.974902,691366.47429,690381.113326,695650.863264,705074.487447,718401.985678,728990.443006,754192.620452,774037.311769,798326.276162,811440.219048,837433.040845,841832.348599,850152.950691,838461.374166,828221.461427,803712.269505,795340.045243,778652.397132,763736.0
8390,26.0,technician,single,secondary,no,33,no,no,cellular,23,July,91,7,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,4,4-10,542763.783958,546527.242343,550045.783188,553148.579431,555712.721361,557654.394291,558918.472158,559472.546607,559303.32664,558441.596138,556507.188114,554065.035691,551215.295906,548074.081372,544760.865505,541379.153108,538008.961985,534716.437342,531546.86769,528523.648581,525662.788831,522992.13767,520553.819064,518430.940368,518023.346275,515035.320559,515519.701014,527896.190043,532951.546502,536691.573536,552489.34503,566251.896349,586699.825935,604613.274454,613652.371802,620231.119713,616429.713138,641092.310771,652115.268213,661798.317018,668451.190146,686309.136193,669025.523483,666141.427599,650574.650259,641100.726834,626164.33102,600689.190781,587182.178209,581175.988074,556173.0
8391,30.0,blue-collar,single,secondary,no,80,yes,yes,cellular,5,May,145,1,337,4,failure,0,0,1,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,2.0,Secondary,Blue Collar,1,0-3,598052.959424,600011.317571,601346.185339,601957.859706,601821.781924,600982.198236,599090.711975,596714.207762,593959.302102,590938.995067,587761.975046,584516.397513,581265.85356,578061.235708,574936.457613,571908.782516,568993.691923,566223.456608,563648.555518,561362.602746,560729.12841,557734.39682,558063.572741,569980.980913,574747.659116,578300.759703,593573.121388,606665.103484,626279.695406,643366.245557,651876.990684,658054.065899,654287.983127,678339.558303,689298.797564,699032.795721,706207.243504,724752.728782,708914.564978,707369.161158,694467.905232,687736.582704,676142.718676,654607.175644,644409.90846,639958.863112,617988.317962,594645.906277,590832.081219,572659.159069,561929.0
8392,34.0,admin.,married,secondary,no,445,no,no,cellular,19,August,256,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,3,0-3,636832.378276,636071.909574,634312.826966,632049.819279,629376.78891,626415.161105,623287.541119,620093.359853,616900.97532,613759.012145,610693.825124,607712.324829,604819.565205,602039.051492,599416.343507,597044.2715,596247.11857,593249.987877,593431.493972,604900.416089,609390.881241,612769.299566,627568.333086,640116.620483,659054.905817,675500.373952,683635.848214,689513.476947,685764.971405,709103.063569,719684.902594,728954.678313,735811.17431,753872.243383,738084.221039,736281.044626,723989.278994,717869.755805,707437.897509,687773.001796,679448.848558,676504.970956,657800.11819,638232.330036,637341.35055,622772.946365,614408.792405,609165.59504,609803.771085,610125.601716,593143.0
8393,83.0,retired,divorced,primary,no,4565,no,no,cellular,13,September,175,2,-1,0,unknown,0,1,0,Senior (65+),0,0,0,Ninguno,1.0,Primary,Retired,2,0-3,457098.23227,451809.839988,451453.128755,452479.540332,454196.331961,454436.292493,458980.863296,466048.073497,475530.384028,483264.534496,499864.278454,513966.486025,530101.564852,540083.011454,558396.88681,561919.892379,568811.055105,561859.787152,555554.277662,540824.571608,535245.098379,525652.462903,515695.198615,509195.378333,502354.17211,504580.845677,491871.831242,486792.565215,492030.913512,468090.654666,452896.910797,443310.247492,443432.855207,431741.803048,421549.763593,411283.635646,383646.053821,372124.803917,354989.686484,355035.674606,352756.671117,331710.337432,323264.699865,335427.869284,350587.938589,320587.549651,306911.092693,320592.997199,305149.629473,300425.197312,259565.0
8394,46.0,self-employed,married,primary,no,3262,no,no,cellular,14,August,77,8,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,1.0,Primary,Self-Employed,2,4-10,670933.138138,668070.996234,665346.62749,662834.414059,661771.814041,658852.689643,658838.842715,669488.590891,673502.790574,676597.902784,690457.82252,701933.534698,719507.928579,734687.71671,742120.257197,747486.919289,743926.528115,765975.873498,775984.762717,784502.050563,790783.689646,807722.664735,791735.646091,788730.100875,776386.680935,769624.576351,758982.244241,739798.62705,731414.113884,727591.034344,710724.396771,693867.24031,694920.383382,684357.935098,679933.546199,679516.45548,686219.393459,692247.775079,682484.925886,681056.001228,680840.55737,681688.338187,679309.552493,683196.509484,691325.720029,703412.419289,712274.799372,737241.434612,755385.13406,779472.971697,790432.0
8395,48.0,blue-collar,married,primary,no,559,yes,no,unknown,15,May,1231,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,1.0,Primary,Blue Collar,3,0-3,670591.608555,668058.647636,666980.677971,664086.503137,664055.359875,674600.645875,678549.52708,681604.213486,695343.085113,706689.677024,724101.569452,739136.189654,746495.796759,751813.409504,748291.428297,770184.992959,780128.320724,788559.267703,794776.404681,811580.830299,795599.766296,792476.975945,780156.414553,773341.92029,762692.640009,743571.062904,735151.98518,731165.50808,714398.189622,697672.029593,698691.167598,688251.897278,683873.367123,683528.963783,690363.353666,696502.795974,687055.045357,685834.051884,685953.905352,687205.749847,685432.131705,689976.38089,698773.180167,711520.292585,721141.614359,746363.472878,765071.001521,789056.380507,800272.322519,825256.69,828207.0
8396,47.0,blue-collar,married,secondary,no,4840,no,no,unknown,16,June,53,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),0,0,0,Ninguno,2.0,Secondary,Blue Collar,3,0-3,670919.413373,668176.370779,665662.700391,664593.558727,661685.168445,661659.994286,672254.899653,676235.178526,679310.023846,693109.538472,704520.99071,722014.016693,737121.064998,744517.022269,749858.729108,746317.279361,768287.159246,778262.160784,786735.01665,792983.548664,809854.38503,793869.839629,790804.686461,778472.837946,771684.01727,761037.730654,741884.558047,733481.190829,729573.125104,712754.777396,695961.965375,696996.035489,686495.214489,682094.521478,681717.069945,688493.090487,694587.494569,684998.576235,683693.438499,683672.10041,684753.397427,682714.930132,686970.640559,695471.542201,707919.425083,717182.28585,742266.971478,760670.09682,784635.558652,795632.691756,820744.0
8397,31.0,technician,married,secondary,no,-302,no,no,cellular,13,August,195,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,2,0-3,609488.40828,610788.11752,611423.613405,611323.706887,610513.380622,608643.342394,606280.357556,603536.508426,600529.450573,597370.286756,594147.34642,590922.217983,587742.631777,584638.733761,581624.322547,578712.323253,575933.545366,573338.601407,571022.324924,570339.245291,567340.628598,567629.544407,579430.110603,584126.71406,587637.342747,602788.204752,615736.306438,635169.453985,652079.631514,660481.515644,666568.073415,662795.909433,686651.854968,697511.334726,707132.907281,714251.63715,732720.004111,716965.190778,715445.993796,702835.185118,696418.058465,685305.01799,664451.567361,654926.046733,650998.309676,630010.31398,607724.281074,604610.613255,587204.272618,576703.697143,569777.0
