id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,financial_burden,financial_burden_label,education_rank,education_label,job_profile,week_of_month,campaign_group
8302,32.0,management,married,tertiary,no,9214,no,yes,unknown,18,October,71,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,3,0-3
8303,51.0,services,single,secondary,no,513,yes,no,cellular,29,July,331,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,2.0,Secondary,Blue Collar,5,0-3
8304,33.0,technician,married,secondary,no,14850,yes,no,cellular,5,February,122,5,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,1,4-10
8305,38.0,self-employed,married,secondary,no,279,yes,no,unknown,28,May,110,5,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Self-Employed,4,4-10
8306,48.0,retired,married,tertiary,no,4,no,yes,cellular,23,July,70,5,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,Retired,4,4-10
8307,50.0,technician,divorced,secondary,no,-298,yes,no,cellular,6,February,68,8,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,1,4-10
8308,39.0,blue-collar,single,secondary,no,522,yes,no,telephone,14,May,225,7,350,2,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,4-10
8309,30.0,services,single,secondary,no,0,yes,no,cellular,7,July,161,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
8310,39.0,technician,married,secondary,no,8,no,yes,cellular,17,November,333,2,96,2,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
8311,35.0,technician,married,tertiary,no,432,no,no,cellular,12,August,104,8,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,2,4-10
8312,41.0,technician,married,secondary,no,-378,yes,no,cellular,5,February,361,1,253,2,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,1,0-3
8313,41.0,admin.,married,secondary,no,338,yes,no,unknown,16,May,121,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
8314,35.0,blue-collar,married,primary,no,2878,yes,no,cellular,18,November,140,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,1.0,Primary,Blue Collar,3,0-3
8315,43.0,management,married,primary,no,62,yes,no,cellular,14,May,133,1,300,3,failure,0,0,1,Adult (36-50),1,Low burden,1.0,Primary,White Collar,2,0-3
8316,27.0,services,married,secondary,no,1303,yes,yes,unknown,21,May,364,1,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,2.0,Secondary,Blue Collar,3,0-3
8317,32.0,technician,married,secondary,no,255,no,yes,cellular,25,August,63,5,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,4,4-10
8318,39.0,technician,divorced,secondary,no,0,yes,yes,cellular,30,April,85,1,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,2.0,Secondary,White Collar,5,0-3
8319,37.0,management,married,tertiary,no,1125,yes,no,unknown,3,June,301,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,1,0-3
8320,40.0,entrepreneur,married,secondary,no,1238,yes,no,telephone,21,July,50,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Self-Employed,3,0-3
8321,33.0,blue-collar,married,secondary,no,370,yes,no,cellular,8,April,249,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
8322,29.0,management,married,tertiary,no,2417,yes,no,cellular,7,May,126,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
8323,50.0,housemaid,married,primary,no,4,no,no,unknown,16,June,51,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,3,0-3
8324,39.0,admin.,married,primary,no,444,yes,no,cellular,8,May,374,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,White Collar,2,0-3
8325,32.0,technician,single,secondary,no,28,yes,no,cellular,18,November,368,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,3,0-3
8326,49.0,management,married,tertiary,no,2139,no,no,cellular,5,August,278,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,1,0-3
8327,37.0,blue-collar,married,secondary,no,194,yes,no,unknown,12,May,566,7,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,4-10
8328,57.0,blue-collar,married,primary,yes,195,no,yes,telephone,30,July,185,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,Blue Collar,5,4-10
8329,44.0,management,married,secondary,no,0,no,no,cellular,21,August,167,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,3,0-3
8330,36.0,self-employed,married,secondary,no,189,yes,no,cellular,22,July,632,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Self-Employed,4,0-3
8331,55.0,management,single,secondary,no,220,yes,no,unknown,6,May,328,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,2.0,Secondary,White Collar,1,0-3
8332,40.0,admin.,married,primary,no,189,yes,no,unknown,27,May,160,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,White Collar,4,0-3
8333,40.0,blue-collar,married,secondary,no,746,yes,yes,cellular,2,February,241,1,262,3,other,0,0,1,Adult (36-50),2,High burden,2.0,Secondary,Blue Collar,1,0-3
8334,44.0,management,married,secondary,no,13054,yes,no,cellular,11,May,471,2,174,12,other,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
8335,41.0,services,married,primary,no,0,yes,no,cellular,17,July,23,10,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,3,4-10
8336,65.0,retired,married,secondary,no,23421,no,no,cellular,2,February,432,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,1,0-3
8337,31.0,blue-collar,married,secondary,no,41,yes,no,unknown,19,May,265,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8338,48.0,blue-collar,married,secondary,no,7408,no,yes,cellular,4,February,101,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
8339,55.0,retired,married,tertiary,no,101,yes,no,cellular,9,July,111,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,3.0,Tertiary,Retired,2,0-3
8340,34.0,admin.,married,secondary,no,384,yes,no,cellular,14,May,551,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,2,0-3
8341,36.0,admin.,single,secondary,no,2556,yes,no,cellular,13,April,342,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
8342,33.0,management,married,tertiary,no,808,yes,no,cellular,19,August,23,10,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,3,4-10
8343,46.0,management,married,tertiary,no,0,no,no,cellular,26,May,401,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,4,0-3
8344,52.0,management,married,tertiary,no,1158,no,no,cellular,27,August,57,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,4,4-10
8345,33.0,management,married,tertiary,no,334,no,no,cellular,25,November,87,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
8346,29.0,blue-collar,married,secondary,no,296,yes,no,unknown,4,June,153,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
8347,36.0,technician,married,primary,no,1653,yes,yes,unknown,27,May,336,10,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,1.0,Primary,White Collar,4,4-10
8348,37.0,admin.,married,secondary,no,1283,yes,no,unknown,20,May,209,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
8349,53.0,blue-collar,married,primary,no,2295,no,no,cellular,21,August,65,10,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,3,4-10
8350,28.0,unemployed,married,secondary,no,-42,yes,yes,cellular,31,July,143,4,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,2.0,Secondary,Unemployed,5,4-10
8351,19.0,student,single,secondary,no,55,no,no,telephone,6,October,89,2,193,1,other,0,0,1,Young (18-25),0,No burden,2.0,Secondary,Student,1,0-3
8352,41.0,housemaid,married,primary,no,365,no,no,cellular,8,August,203,5,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,2,4-10
8353,33.0,services,single,secondary,no,772,yes,no,cellular,29,January,323,2,259,3,success,0,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,5,0-3
8354,28.0,management,single,tertiary,no,334,yes,no,unknown,14,May,438,4,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,2,4-10
8355,40.0,admin.,married,secondary,no,1060,yes,no,cellular,17,April,23,3,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
8356,78.0,retired,married,unknown,no,38,no,no,telephone,4,August,156,1,1,3,other,0,0,1,Senior (65+),0,No burden,,Unknown,Retired,1,0-3
8357,29.0,services,single,secondary,no,146,yes,no,unknown,19,May,104,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8358,36.0,unemployed,married,secondary,no,439,yes,no,telephone,6,February,23,6,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Unemployed,1,4-10
8359,59.0,entrepreneur,married,primary,no,124,yes,no,cellular,18,November,531,3,134,7,failure,0,0,1,Middle-Aged (51-65),1,Low burden,1.0,Primary,Self-Employed,3,0-3
8360,34.0,services,married,secondary,no,190,yes,no,cellular,15,May,121,3,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8361,82.0,retired,married,unknown,no,211,no,no,telephone,22,April,195,3,-1,0,unknown,0,1,0,Senior (65+),0,No burden,,Unknown,Retired,4,0-3
8362,36.0,management,married,tertiary,no,871,no,no,cellular,18,November,170,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,3,0-3
8363,48.0,management,married,primary,no,1513,no,no,cellular,29,January,166,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,White Collar,5,0-3
8364,36.0,blue-collar,married,primary,no,871,yes,yes,telephone,18,November,23,1,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,1.0,Primary,Blue Collar,3,0-3
8365,25.0,technician,single,secondary,no,1298,no,no,cellular,2,September,206,7,94,2,other,0,0,1,Young (18-25),0,No burden,2.0,Secondary,White Collar,1,4-10
8366,40.0,technician,single,secondary,no,360,yes,no,unknown,9,May,73,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
8367,33.0,services,married,tertiary,no,597,no,no,cellular,4,February,134,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,Blue Collar,1,0-3
8368,30.0,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,June,115,10,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,4-10
8369,27.0,services,single,secondary,no,2457,yes,no,unknown,29,May,123,4,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,5,4-10
8370,34.0,technician,married,tertiary,no,2069,no,no,cellular,20,August,328,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,3,0-3
8371,28.0,services,single,secondary,no,47,no,no,cellular,22,July,405,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,4,0-3
8372,40.0,blue-collar,married,primary,no,13,yes,no,unknown,4,July,178,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,1,0-3
8373,47.0,retired,married,secondary,no,-71,yes,no,cellular,11,August,293,5,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Retired,2,4-10
8374,59.0,unknown,divorced,unknown,no,27,no,no,unknown,5,May,347,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,,Unknown,Unknown,1,0-3
8375,30.0,services,single,secondary,no,-114,yes,no,cellular,21,July,396,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8376,39.0,unemployed,single,secondary,no,2645,yes,no,unknown,21,May,339,3,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Unemployed,3,0-3
8377,44.0,blue-collar,married,secondary,no,1025,yes,no,unknown,18,June,200,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8378,46.0,management,single,tertiary,no,2044,no,no,telephone,4,February,25,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,1,0-3
8379,32.0,housemaid,married,tertiary,no,10,yes,no,unknown,2,June,658,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,Blue Collar,1,0-3
8380,35.0,admin.,divorced,secondary,no,0,no,yes,cellular,14,July,245,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,2,0-3
8381,35.0,management,single,tertiary,no,644,yes,no,unknown,30,May,120,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,5,0-3
8382,38.0,management,married,tertiary,no,4293,yes,no,cellular,6,May,92,2,250,2,failure,0,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,1,0-3
8383,27.0,housemaid,married,primary,yes,-238,no,no,cellular,14,July,132,4,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,1.0,Primary,Blue Collar,2,4-10
8384,32.0,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,April,266,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8385,37.0,admin.,divorced,secondary,no,1573,yes,no,cellular,12,May,639,3,326,10,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
8386,59.0,entrepreneur,married,tertiary,no,1728,no,no,cellular,7,July,575,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,3.0,Tertiary,Self-Employed,1,0-3
8387,32.0,technician,married,tertiary,no,15,no,no,cellular,14,May,226,1,346,1,failure,0,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,2,0-3
8388,31.0,technician,married,secondary,no,-160,yes,no,cellular,14,July,126,6,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,2,4-10
8389,55.0,technician,married,secondary,no,312,no,no,cellular,6,February,23,8,9,3,other,0,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,1,4-10
8390,26.0,technician,single,secondary,no,33,no,no,cellular,23,July,91,7,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,4,4-10
8391,30.0,blue-collar,single,secondary,no,80,yes,yes,cellular,5,May,145,1,337,4,failure,0,0,1,Young Adult (26-35),2,High burden,2.0,Secondary,Blue Collar,1,0-3
8392,34.0,admin.,married,secondary,no,445,no,no,cellular,19,August,256,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,3,0-3
8393,83.0,retired,divorced,primary,no,4565,no,no,cellular,13,September,175,2,-1,0,unknown,0,1,0,Senior (65+),0,No burden,1.0,Primary,Retired,2,0-3
8394,46.0,self-employed,married,primary,no,3262,no,no,cellular,14,August,77,8,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Self-Employed,2,4-10
8395,48.0,blue-collar,married,primary,no,559,yes,no,unknown,15,May,1231,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,3,0-3
8396,47.0,blue-collar,married,secondary,no,4840,no,no,unknown,16,June,53,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,3,0-3
8397,31.0,technician,married,secondary,no,-302,no,no,cellular,13,August,195,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,2,0-3
8398,32.0,entrepreneur,married,unknown,no,73,yes,no,cellular,21,November,158,1,135,1,failure,0,0,1,Young Adult (26-35),1,Low burden,,Unknown,Self-Employed,3,0-3
8399,32.0,technician,married,secondary,no,4790,yes,no,cellular,22,July,314,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,4,0-3
8400,39.0,admin.,single,secondary,no,1078,no,no,unknown,3,June,199,3,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,1,0-3
8401,54.0,management,married,tertiary,no,284,yes,yes,telephone,15,May,65,5,-1,0,unknown,0,1,0,Middle-Aged (51-65),2,High burden,3.0,Tertiary,White Collar,3,4-10
8402,55.0,retired,married,secondary,no,493,yes,no,unknown,13,May,647,7,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,2.0,Secondary,Retired,2,4-10
8403,28.0,technician,single,secondary,no,100,yes,no,cellular,13,May,70,5,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,2,4-10
8404,48.0,housemaid,single,secondary,no,1042,no,no,telephone,18,November,129,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,3,0-3
8405,44.0,management,married,tertiary,no,3665,no,no,cellular,17,March,325,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,3,0-3
8406,47.0,technician,married,secondary,no,-9,no,no,cellular,14,August,457,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,2,0-3
8407,43.0,blue-collar,married,secondary,no,576,yes,yes,unknown,13,May,148,1,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,2.0,Secondary,Blue Collar,2,0-3
8408,53.0,housemaid,married,primary,yes,945,no,no,cellular,29,January,82,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,5,0-3
8409,42.0,blue-collar,married,secondary,no,108,yes,no,telephone,31,July,51,10,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,5,4-10
8410,39.0,management,single,tertiary,no,93,yes,yes,cellular,13,May,196,2,331,3,failure,0,0,1,Adult (36-50),2,High burden,3.0,Tertiary,White Collar,2,0-3
8411,37.0,blue-collar,married,secondary,no,-97,yes,no,unknown,5,June,135,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
8412,58.0,management,married,tertiary,no,3768,yes,no,unknown,18,June,316,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,3.0,Tertiary,White Collar,3,0-3
8413,31.0,services,single,secondary,no,8,no,no,cellular,7,July,340,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,Blue Collar,1,0-3
8414,40.0,technician,married,secondary,no,66,yes,no,unknown,12,May,29,8,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,4-10
8415,38.0,services,married,secondary,no,0,no,yes,cellular,16,July,1381,6,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,4-10
8416,46.0,admin.,divorced,secondary,no,-637,yes,no,cellular,17,November,153,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
8417,31.0,technician,married,secondary,no,0,yes,yes,cellular,28,January,71,1,223,9,other,0,0,1,Young Adult (26-35),2,High burden,2.0,Secondary,White Collar,4,0-3
8418,32.0,management,married,tertiary,no,26,no,no,cellular,22,August,222,6,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,4-10
8419,46.0,entrepreneur,married,tertiary,no,4726,yes,no,cellular,8,April,405,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,Self-Employed,2,0-3
8420,39.0,blue-collar,married,secondary,no,1782,yes,no,unknown,19,June,549,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8421,28.0,blue-collar,single,secondary,no,3430,yes,no,unknown,6,June,72,6,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,1,4-10
8422,40.0,blue-collar,married,primary,no,332,yes,no,cellular,12,May,339,2,369,3,failure,0,0,1,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,2,0-3
8423,31.0,admin.,single,secondary,no,554,yes,no,cellular,5,February,94,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,1,0-3
8424,39.0,management,married,secondary,no,0,yes,no,cellular,24,July,23,10,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,4,4-10
8425,36.0,admin.,married,secondary,no,542,yes,no,unknown,18,June,604,6,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,4-10
8426,37.0,services,married,secondary,no,393,yes,yes,cellular,13,May,95,1,357,1,failure,0,0,1,Adult (36-50),2,High burden,2.0,Secondary,Blue Collar,2,0-3
8427,48.0,blue-collar,married,primary,no,134,yes,no,unknown,28,May,315,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,4,0-3
8428,34.0,technician,married,tertiary,no,178,yes,no,cellular,18,November,85,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,3,0-3
8429,24.0,student,single,primary,no,0,no,no,unknown,5,June,25,10,-1,0,unknown,0,1,0,Young (18-25),0,No burden,1.0,Primary,Student,1,4-10
8430,33.0,management,single,tertiary,no,23,no,no,cellular,20,August,216,3,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,3,0-3
8431,54.0,technician,married,secondary,no,0,no,no,telephone,16,November,986,1,94,8,failure,0,0,1,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,3,0-3
8432,56.0,admin.,married,primary,no,202,yes,no,unknown,9,May,178,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,White Collar,2,0-3
8433,41.0,management,divorced,tertiary,no,647,yes,no,unknown,16,May,270,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,0-3
8434,46.0,blue-collar,married,primary,no,143,yes,no,unknown,7,May,279,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,1,0-3
8435,27.0,services,single,secondary,no,1928,no,yes,cellular,15,July,513,5,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,4-10
8436,32.0,admin.,single,secondary,no,1630,yes,no,cellular,30,January,122,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,5,0-3
8437,40.0,retired,married,secondary,no,102,no,no,cellular,6,May,168,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Retired,1,0-3
8438,38.0,blue-collar,divorced,primary,no,0,no,no,unknown,12,June,49,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,2,0-3
8439,36.0,blue-collar,married,secondary,no,1790,yes,no,cellular,16,April,386,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8440,33.0,management,single,tertiary,no,0,no,no,unknown,27,May,277,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
8441,31.0,management,single,tertiary,no,1675,no,no,cellular,2,September,114,2,363,1,failure,0,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,1,0-3
8442,34.0,blue-collar,married,secondary,yes,-745,yes,yes,cellular,11,July,131,2,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,2.0,Secondary,Blue Collar,2,0-3
8443,34.0,self-employed,married,secondary,no,-56,yes,no,unknown,19,May,248,3,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Self-Employed,3,0-3
8444,45.0,admin.,married,secondary,no,0,no,no,cellular,14,August,113,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,2,0-3
8445,52.0,blue-collar,married,primary,no,2396,yes,no,cellular,15,May,48,7,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,Blue Collar,3,4-10
8446,37.0,services,single,tertiary,no,223,yes,no,unknown,28,May,25,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,Blue Collar,4,0-3
8447,30.0,blue-collar,married,primary,no,5956,yes,yes,cellular,20,November,405,1,139,1,failure,0,0,1,Young Adult (26-35),2,High burden,1.0,Primary,Blue Collar,3,0-3
8448,35.0,technician,single,tertiary,no,122,no,no,cellular,20,April,49,5,328,5,failure,0,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,3,4-10
8449,31.0,technician,single,secondary,no,4888,yes,no,telephone,5,May,475,4,166,2,failure,0,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,1,4-10
8450,47.0,housemaid,married,primary,no,183,no,no,cellular,13,August,144,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,2,0-3
8451,32.0,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,November,95,1,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,3.0,Tertiary,Self-Employed,3,0-3
8452,32.0,technician,divorced,secondary,no,-262,yes,no,telephone,28,August,85,10,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,4,4-10
8453,39.0,blue-collar,single,secondary,no,169,yes,no,unknown,9,May,38,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
8454,31.0,blue-collar,married,secondary,no,3364,yes,no,cellular,20,November,290,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
8455,31.0,technician,married,tertiary,no,15,no,no,unknown,2,June,389,1,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,1,0-3
8456,44.0,management,married,tertiary,no,126,yes,no,unknown,13,May,92,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
