id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
19297;40.0;blue-collar;divorced;secondary;no;-426;no;yes;unknown;26;may;245;1;-1;0;unknown;no;36 - 45
19298;55.0;management;married;tertiary;no;655;no;no;cellular;28;jul;167;6;-1;0;unknown;no;46 - 55
19299;33.0;blue-collar;married;secondary;no;312;yes;no;unknown;4;jun;151;2;-1;0;unknown;no;26 - 35
19300;37.0;blue-collar;married;secondary;no;10721;yes;no;unknown;18;jun;394;3;-1;0;unknown;no;36 - 45
19301;38.0;technician;married;secondary;no;183;yes;no;cellular;16;apr;256;3;339;2;failure;no;36 - 45
19302;38.0;management;married;tertiary;no;1276;no;no;cellular;17;may;272;2;182;3;success;yes;36 - 45
19303;50.0;entrepreneur;married;tertiary;no;2410;no;no;cellular;21;nov;65;1;-1;0;unknown;no;46 - 55
19304;49.0;services;married;tertiary;no;411;no;no;telephone;14;may;9;6;-1;0;unknown;no;46 - 55
19305;66.0;housemaid;married;primary;no;1230;no;no;cellular;17;dec;726;3;-1;0;unknown;yes;66 + 
19306;46.0;housemaid;married;secondary;no;38;no;no;cellular;25;nov;541;1;-1;0;unknown;yes;46 - 55
19307;35.0;services;married;secondary;no;618;no;no;cellular;12;aug;293;1;104;1;success;yes;26 - 35
19308;58.0;technician;married;secondary;no;86;no;no;cellular;30;jul;95;3;-1;0;unknown;no;56 - 65
19309;47.0;technician;divorced;tertiary;no;694;yes;no;cellular;11;may;1001;4;-1;0;unknown;no;46 - 55
19310;53.0;technician;single;tertiary;no;185;yes;no;cellular;8;may;1448;2;-1;0;unknown;yes;46 - 55
19311;40.0;blue-collar;married;primary;no;137;no;yes;cellular;10;jul;214;1;-1;0;unknown;no;36 - 45
19312;35.0;technician;married;secondary;no;840;yes;no;cellular;29;jul;281;4;-1;0;unknown;no;26 - 35
19313;32.0;self-employed;married;tertiary;no;1464;no;no;telephone;14;aug;133;2;-1;0;unknown;no;26 - 35
19314;51.0;technician;married;secondary;no;337;yes;no;cellular;20;aug;687;4;-1;0;unknown;no;46 - 55
19315;28.0;blue-collar;single;primary;no;-30;yes;no;cellular;31;jul;108;5;-1;0;unknown;no;26 - 35
19316;42.0;administrative;married;secondary;no;437;yes;no;cellular;11;aug;120;3;190;1;failure;no;36 - 45
19317;40.0;administrative;married;secondary;no;824;yes;no;cellular;17;apr;359;1;-1;0;unknown;no;36 - 45
19318;65.0;retired;married;secondary;no;23421;no;no;cellular;2;feb;432;1;-1;0;unknown;no;56 - 65
19319;37.0;management;married;tertiary;no;6014;yes;no;cellular;15;jul;163;6;-1;0;unknown;no;36 - 45
19320;28.0;management;single;tertiary;no;6784;no;no;cellular;1;oct;502;1;115;3;other;yes;26 - 35
19321;50.0;administrative;single;secondary;no;3702;no;no;cellular;16;oct;109;5;-1;0;unknown;no;46 - 55
19322;35.0;self-employed;married;secondary;no;2251;no;no;cellular;19;aug;151;8;-1;0;unknown;no;26 - 35
19323;45.0;management;married;tertiary;no;786;no;no;cellular;10;sep;84;3;-1;0;unknown;yes;36 - 45
19324;41.0;blue-collar;married;secondary;no;598;yes;no;cellular;12;may;69;3;364;11;failure;no;36 - 45
19325;59.0;management;single;tertiary;no;7668;no;no;cellular;5;aug;124;1;-1;0;unknown;no;56 - 65
19326;36.0;services;married;secondary;no;2984;yes;no;unknown;2;jun;394;1;-1;0;unknown;yes;36 - 45
19327;50.0;management;divorced;tertiary;no;299;no;no;cellular;17;nov;666;3;-1;0;unknown;no;46 - 55
19328;37.0;blue-collar;divorced;secondary;no;811;yes;yes;cellular;6;apr;185;3;-1;0;unknown;no;36 - 45
19329;61.0;retired;married;secondary;no;1058;no;no;cellular;27;apr;159;3;-1;0;unknown;yes;56 - 65
19330;29.0;management;single;tertiary;no;985;yes;no;cellular;23;jul;396;2;-1;0;unknown;yes;26 - 35
19331;30.0;management;single;tertiary;no;2708;no;no;cellular;19;nov;479;1;-1;0;unknown;no;26 - 35
19332;33.0;administrative;married;tertiary;no;205;no;no;unknown;1;jul;156;2;-1;0;unknown;no;26 - 35
19333;57.0;management;married;primary;no;687;yes;yes;telephone;21;jul;107;3;-1;0;unknown;no;56 - 65
19334;41.0;management;divorced;tertiary;no;3426;no;no;cellular;4;jun;102;2;297;3;failure;yes;36 - 45
19335;58.0;self-employed;married;primary;no;1013;yes;no;cellular;11;aug;206;1;461;1;failure;yes;56 - 65
19336;31.0;self-employed;married;tertiary;no;322;yes;no;unknown;8;may;159;1;-1;0;unknown;no;26 - 35
19337;70.0;retired;married;secondary;no;2384;no;no;cellular;30;oct;196;2;-1;0;unknown;yes;66 + 
19338;35.0;blue-collar;married;secondary;no;262;no;no;cellular;15;sep;331;1;75;6;failure;yes;26 - 35
19339;29.0;management;single;tertiary;no;560;no;no;cellular;5;apr;459;1;307;1;failure;yes;26 - 35
19340;34.0;administrative;married;secondary;no;384;yes;no;cellular;14;may;551;2;-1;0;unknown;no;26 - 35
19341;72.0;retired;married;primary;no;2600;no;no;cellular;3;feb;443;2;82;3;success;yes;66 + 
19342;37.0;management;married;tertiary;no;5016;no;no;cellular;8;aug;119;1;-1;0;unknown;no;36 - 45
19343;59.0;administrative;divorced;secondary;no;-41;yes;yes;unknown;20;may;171;1;-1;0;unknown;no;56 - 65
19344;54.0;technician;married;secondary;no;3323;yes;yes;cellular;8;apr;59;3;-1;0;unknown;no;46 - 55
19345;36.0;technician;single;secondary;no;0;no;no;cellular;28;aug;8;13;-1;0;unknown;no;36 - 45
19346;37.0;management;divorced;tertiary;no;1170;yes;yes;cellular;18;may;106;1;-1;0;unknown;no;36 - 45
19347;30.0;management;married;tertiary;no;1567;yes;no;cellular;12;aug;1133;4;-1;0;unknown;yes;26 - 35
19348;70.0;retired;divorced;primary;no;383;no;no;cellular;28;apr;50;2;-1;0;unknown;no;66 + 
19349;38.0;management;married;tertiary;no;1722;yes;no;cellular;10;jul;500;1;-1;0;unknown;yes;36 - 45
19350;44.0;blue-collar;married;secondary;no;1397;no;no;cellular;20;nov;326;1;-1;0;unknown;no;36 - 45
19351;59.0;retired;divorced;secondary;no;5583;yes;no;cellular;30;apr;720;1;-1;0;unknown;yes;56 - 65
19352;39.0;services;married;primary;no;2567;yes;no;cellular;14;may;109;1;360;2;failure;no;36 - 45
19353;21.0;blue-collar;single;secondary;no;2265;no;no;cellular;17;feb;92;2;-1;0;unknown;yes;18 - 25
19354;41.0;services;married;secondary;yes;-1;no;yes;cellular;30;jul;1171;4;-1;0;unknown;yes;36 - 45
19355;52.0;retired;married;secondary;no;293;no;no;unknown;11;jun;706;1;-1;0;unknown;yes;46 - 55
19356;29.0;blue-collar;single;tertiary;no;455;no;no;cellular;22;oct;542;4;148;3;success;yes;26 - 35
19357;45.0;technician;divorced;tertiary;no;206;no;no;cellular;13;aug;376;4;-1;0;unknown;no;36 - 45
19358;32.0;management;divorced;tertiary;no;222;no;yes;cellular;15;jul;820;4;-1;0;unknown;yes;26 - 35
19359;33.0;management;married;secondary;no;588;yes;no;cellular;18;may;11;5;-1;0;unknown;no;26 - 35
19360;31.0;blue-collar;married;secondary;no;625;yes;no;cellular;2;jul;135;2;49;3;failure;yes;26 - 35
19361;29.0;blue-collar;single;secondary;no;908;yes;no;unknown;20;jun;1663;1;-1;0;unknown;yes;26 - 35
19362;54.0;services;married;secondary;no;386;no;yes;cellular;19;nov;74;1;152;1;success;no;46 - 55
19363;40.0;management;married;secondary;no;99;no;no;cellular;9;feb;15;5;-1;0;unknown;no;36 - 45
19364;74.0;retired;married;secondary;no;1714;no;no;telephone;17;feb;127;1;-1;0;unknown;yes;66 + 
19365;31.0;blue-collar;married;secondary;no;435;yes;no;unknown;21;may;204;1;-1;0;unknown;no;26 - 35
19366;37.0;administrative;single;secondary;no;728;no;no;cellular;3;feb;129;1;174;2;other;yes;36 - 45
19367;57.0;unemployed;married;secondary;no;1350;no;no;cellular;25;jun;131;1;388;1;failure;no;56 - 65
19368;51.0;management;married;tertiary;no;346;no;no;cellular;11;aug;237;1;180;6;success;yes;46 - 55
19369;42.0;management;married;tertiary;no;-700;yes;no;unknown;14;may;110;1;-1;0;unknown;no;36 - 45
19370;39.0;services;married;secondary;no;208;no;yes;cellular;9;feb;122;2;-1;0;unknown;no;36 - 45
19371;30.0;blue-collar;married;secondary;no;321;yes;no;cellular;20;nov;738;2;-1;0;unknown;no;26 - 35
19372;52.0;services;married;secondary;no;1000;no;no;cellular;5;aug;766;2;-1;0;unknown;yes;46 - 55
19373;54.0;retired;divorced;tertiary;no;6102;yes;yes;unknown;21;may;86;6;-1;0;unknown;no;46 - 55
19374;37.0;management;divorced;tertiary;no;0;yes;no;cellular;11;may;217;6;-1;0;unknown;no;36 - 45
19375;36.0;housemaid;single;tertiary;no;561;no;no;unknown;6;jun;274;2;-1;0;unknown;no;36 - 45
19376;28.0;management;single;tertiary;no;3238;yes;no;unknown;19;may;7;1;-1;0;unknown;no;26 - 35
19377;26.0;student;single;tertiary;no;10086;no;no;cellular;21;apr;110;2;-1;0;unknown;yes;26 - 35
19378;49.0;technician;married;secondary;no;12531;no;no;cellular;13;aug;77;8;-1;0;unknown;no;46 - 55
19379;40.0;administrative;married;tertiary;no;764;yes;no;unknown;17;nov;85;1;-1;0;unknown;yes;36 - 45
19380;29.0;technician;married;secondary;no;2326;no;no;cellular;6;mar;195;1;-1;0;unknown;yes;26 - 35
19381;60.0;retired;married;primary;no;364;yes;no;unknown;6;may;631;2;-1;0;unknown;no;56 - 65
19382;26.0;technician;single;tertiary;no;11862;no;no;cellular;13;feb;119;1;-1;0;unknown;yes;26 - 35
19383;34.0;entrepreneur;divorced;tertiary;no;262;no;no;cellular;20;nov;371;1;-1;0;unknown;no;26 - 35
19384;34.0;administrative;single;secondary;no;296;no;no;cellular;20;nov;68;1;136;4;failure;no;26 - 35
19385;63.0;management;married;tertiary;no;2352;no;no;telephone;4;may;475;7;-1;0;unknown;yes;56 - 65
19386;57.0;management;divorced;tertiary;no;2549;no;no;cellular;17;jul;193;2;-1;0;unknown;no;56 - 65
19387;39.0;technician;single;tertiary;no;861;no;no;unknown;20;jun;32;5;-1;0;unknown;no;36 - 45
19388;29.0;administrative;single;secondary;no;265;yes;no;cellular;25;nov;414;1;184;1;failure;yes;26 - 35
19389;27.0;technician;single;tertiary;no;931;yes;no;cellular;4;feb;1078;1;-1;0;unknown;yes;26 - 35
19390;34.0;technician;married;secondary;no;47;no;no;cellular;25;aug;132;6;-1;0;unknown;no;26 - 35
19391;55.0;entrepreneur;married;secondary;no;113;yes;no;unknown;12;jun;186;1;-1;0;unknown;no;46 - 55
19392;49.0;technician;married;secondary;no;905;no;no;cellular;5;jun;1543;1;-1;0;unknown;yes;46 - 55
19393;54.0;services;divorced;secondary;no;0;no;no;cellular;1;jun;174;1;81;2;success;yes;46 - 55
19394;60.0;services;married;secondary;no;8837;yes;no;unknown;16;may;144;4;-1;0;unknown;no;56 - 65
19395;30.0;blue-collar;single;secondary;no;49;no;no;cellular;30;jan;808;2;-1;0;unknown;yes;26 - 35
19396;40.0;retired;single;secondary;no;1400;no;no;unknown;20;jun;20;7;-1;0;unknown;no;36 - 45
19397;20.0;student;married;secondary;no;292;no;no;cellular;5;aug;385;2;93;1;failure;yes;18 - 25
19398;55.0;technician;divorced;tertiary;no;0;no;no;cellular;18;aug;237;1;-1;0;unknown;yes;46 - 55
19399;44.0;management;married;tertiary;no;1138;no;no;cellular;27;aug;523;3;-1;0;unknown;yes;36 - 45
19400;59.0;retired;married;secondary;no;136;no;no;cellular;6;aug;301;4;-1;0;unknown;no;56 - 65
19401;27.0;administrative;single;secondary;no;15;no;yes;cellular;21;jul;177;1;-1;0;unknown;no;26 - 35
19402;56.0;management;married;tertiary;no;12356;yes;no;cellular;26;may;410;1;551;5;other;yes;56 - 65
19403;38.0;blue-collar;married;secondary;no;67;no;no;cellular;28;jan;74;1;239;2;failure;no;36 - 45
19404;55.0;services;single;secondary;no;1539;no;no;unknown;20;jun;65;2;-1;0;unknown;no;46 - 55
19405;35.0;technician;married;tertiary;no;6;yes;no;cellular;18;nov;47;1;-1;0;unknown;no;26 - 35
19406;33.0;administrative;divorced;tertiary;no;891;no;no;cellular;8;may;398;2;-1;0;unknown;yes;26 - 35
19407;28.0;technician;single;tertiary;no;0;yes;no;cellular;25;may;269;1;40;2;failure;yes;26 - 35
19408;39.0;administrative;married;secondary;no;260;yes;no;cellular;13;nov;226;1;94;4;success;yes;36 - 45
19409;39.0;administrative;divorced;secondary;no;399;yes;yes;cellular;14;aug;133;2;-1;0;unknown;no;36 - 45
19410;49.0;management;married;tertiary;no;1167;yes;yes;cellular;25;jun;213;6;150;8;failure;yes;46 - 55
19411;32.0;services;single;tertiary;no;945;no;no;cellular;20;nov;531;1;-1;0;unknown;yes;26 - 35
19412;48.0;technician;married;secondary;no;256;yes;no;unknown;29;may;150;4;-1;0;unknown;no;46 - 55
19413;25.0;management;single;tertiary;no;3;yes;yes;cellular;16;apr;1034;1;-1;0;unknown;yes;18 - 25
19414;38.0;self-employed;married;secondary;no;215;yes;no;cellular;20;nov;70;1;167;1;failure;no;36 - 45
19415;48.0;services;married;secondary;no;127;no;no;cellular;8;jul;117;1;-1;0;unknown;no;46 - 55
19416;71.0;retired;married;tertiary;no;3561;no;no;telephone;15;mar;577;7;-1;0;unknown;yes;66 + 
19417;51.0;technician;married;tertiary;no;1347;yes;yes;cellular;10;feb;160;1;243;1;failure;yes;46 - 55
19418;59.0;retired;married;secondary;no;2443;no;no;unknown;20;jun;8;8;-1;0;unknown;no;56 - 65
19419;60.0;technician;married;secondary;no;824;yes;no;cellular;9;feb;127;1;558;7;other;yes;56 - 65
19420;31.0;self-employed;married;secondary;no;581;yes;no;cellular;13;oct;845;1;152;6;failure;no;26 - 35
19421;22.0;student;single;secondary;no;549;no;no;cellular;2;sep;154;1;-1;0;unknown;no;18 - 25
19422;42.0;technician;single;secondary;yes;-1129;yes;no;unknown;2;jun;555;5;-1;0;unknown;yes;36 - 45
19423;36.0;unemployed;divorced;secondary;no;5;yes;no;cellular;8;jul;305;1;-1;0;unknown;no;36 - 45
19424;48.0;administrative;married;secondary;no;156;no;no;cellular;4;aug;291;1;-1;0;unknown;yes;46 - 55
19425;35.0;services;married;secondary;no;819;yes;no;telephone;14;jul;102;14;-1;0;unknown;no;26 - 35
19426;57.0;retired;married;secondary;no;485;no;no;cellular;2;feb;79;2;187;2;failure;no;56 - 65
19427;28.0;blue-collar;married;primary;no;115;yes;no;unknown;28;may;78;4;-1;0;unknown;no;26 - 35
19428;36.0;management;single;tertiary;no;2944;no;no;cellular;18;aug;882;8;-1;0;unknown;yes;36 - 45
19429;55.0;retired;married;primary;no;2;no;no;unknown;27;jun;392;4;-1;0;unknown;no;46 - 55
19430;78.0;retired;married;primary;no;4807;no;no;telephone;22;oct;1002;4;-1;0;unknown;yes;66 + 
19431;46.0;housemaid;married;primary;no;3512;no;no;cellular;30;oct;175;1;197;1;failure;yes;46 - 55
19432;28.0;entrepreneur;single;secondary;no;1734;yes;no;unknown;3;jun;161;3;-1;0;unknown;no;26 - 35
19433;43.0;administrative;married;secondary;no;132;no;no;cellular;19;aug;574;1;84;3;success;yes;36 - 45
19434;38.0;services;single;secondary;no;2253;yes;no;cellular;13;may;937;3;-1;0;unknown;yes;36 - 45
19435;33.0;management;single;tertiary;no;5276;no;no;cellular;4;nov;572;1;-1;0;unknown;no;26 - 35
19436;36.0;administrative;single;tertiary;no;980;no;no;cellular;30;jul;156;3;179;4;failure;no;36 - 45
19437;27.0;services;single;secondary;no;1820;yes;no;cellular;17;jul;1027;1;-1;0;unknown;yes;26 - 35
19438;33.0;self-employed;single;tertiary;no;61;no;no;cellular;19;aug;836;3;-1;0;unknown;yes;26 - 35
19439;49.0;administrative;married;tertiary;no;6574;no;no;cellular;8;jun;138;3;-1;0;unknown;yes;46 - 55
19440;34.0;administrative;married;tertiary;no;69;no;yes;cellular;25;nov;296;1;205;2;failure;yes;26 - 35
19441;22.0;administrative;single;secondary;no;372;no;no;cellular;6;oct;218;1;-1;0;unknown;yes;18 - 25
19442;34.0;administrative;single;secondary;no;598;yes;no;cellular;17;apr;365;1;324;1;failure;no;26 - 35
19443;34.0;self-employed;single;secondary;no;296;no;no;cellular;27;aug;609;13;-1;0;unknown;yes;26 - 35
19444;33.0;administrative;married;secondary;no;0;yes;no;telephone;17;jul;1448;7;-1;0;unknown;yes;26 - 35
19445;35.0;unemployed;married;secondary;yes;1054;yes;yes;cellular;21;nov;106;1;-1;0;unknown;no;26 - 35
19446;29.0;administrative;married;secondary;no;500;yes;no;cellular;8;may;8;8;-1;0;unknown;no;26 - 35
19447;35.0;self-employed;married;secondary;no;188;yes;yes;unknown;5;jun;1865;2;-1;0;unknown;yes;26 - 35
19448;43.0;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;83;1;113;3;success;yes;36 - 45
19449;27.0;entrepreneur;married;secondary;no;2329;no;no;telephone;27;oct;131;1;-1;0;unknown;yes;26 - 35
19450;29.0;services;single;tertiary;no;1788;no;no;cellular;27;oct;353;1;-1;0;unknown;yes;26 - 35
19451;30.0;management;single;tertiary;no;424;no;no;cellular;16;apr;298;4;-1;0;unknown;yes;26 - 35
19452;42.0;management;married;secondary;no;1018;no;no;cellular;29;jul;305;2;-1;0;unknown;no;36 - 45
19453;42.0;blue-collar;single;secondary;no;1080;yes;yes;cellular;13;may;951;3;370;4;failure;yes;36 - 45
19454;28.0;blue-collar;married;secondary;no;2788;yes;no;unknown;6;jun;369;2;-1;0;unknown;yes;26 - 35
19455;45.0;services;married;secondary;no;8319;no;no;cellular;15;jun;75;2;-1;0;unknown;no;36 - 45
19456;61.0;self-employed;married;tertiary;no;10861;no;no;cellular;26;jul;336;2;259;3;success;yes;56 - 65
19457;56.0;retired;married;primary;no;9367;no;no;cellular;4;may;617;2;-1;0;unknown;yes;56 - 65
19458;62.0;entrepreneur;married;secondary;no;3904;no;no;telephone;29;jan;403;2;-1;0;unknown;yes;56 - 65
19459;47.0;housemaid;single;tertiary;no;3727;no;no;unknown;12;jun;993;6;-1;0;unknown;yes;46 - 55
19460;32.0;management;single;tertiary;no;2915;no;no;cellular;8;sep;519;1;131;2;failure;yes;26 - 35
19461;28.0;administrative;single;secondary;no;0;yes;yes;cellular;18;may;390;5;-1;0;unknown;yes;26 - 35
19462;53.0;self-employed;married;secondary;no;248;no;yes;cellular;17;nov;99;1;126;3;failure;no;46 - 55
19463;47.0;administrative;married;secondary;no;66;no;no;cellular;7;aug;358;1;-1;0;unknown;yes;46 - 55
19464;32.0;management;single;tertiary;no;623;no;no;cellular;6;jul;335;3;194;2;failure;yes;26 - 35
19465;39.0;blue-collar;divorced;secondary;no;463;yes;no;cellular;18;may;169;1;-1;0;unknown;no;36 - 45
19466;61.0;technician;married;secondary;no;1191;no;no;cellular;21;may;214;4;-1;0;unknown;yes;56 - 65
19467;33.0;administrative;married;secondary;no;1077;yes;no;cellular;18;may;432;3;374;3;other;no;26 - 35
19468;54.0;administrative;married;secondary;no;0;no;no;cellular;27;jan;565;1;-1;0;unknown;yes;46 - 55
19469;58.0;services;married;primary;no;943;yes;no;unknown;3;jun;243;3;-1;0;unknown;no;56 - 65
19470;27.0;student;single;secondary;no;2614;no;no;cellular;8;apr;143;2;-1;0;unknown;yes;26 - 35
19471;53.0;technician;married;secondary;no;1319;no;no;unknown;19;jun;1318;3;-1;0;unknown;yes;46 - 55
19472;33.0;technician;divorced;secondary;no;2;yes;no;cellular;7;may;600;2;330;17;failure;no;26 - 35
19473;34.0;blue-collar;married;secondary;no;29;yes;no;cellular;15;may;285;5;-1;0;unknown;yes;26 - 35
19474;45.0;management;married;tertiary;no;1199;no;no;telephone;3;feb;221;2;-1;0;unknown;no;36 - 45
19475;35.0;blue-collar;married;secondary;no;293;yes;no;cellular;17;apr;1017;1;325;1;other;yes;26 - 35
19476;42.0;management;divorced;tertiary;no;1243;no;no;cellular;26;aug;1000;4;-1;0;unknown;yes;36 - 45
19477;23.0;student;single;secondary;no;480;no;no;cellular;9;feb;742;2;182;1;failure;yes;18 - 25
19478;35.0;blue-collar;married;secondary;no;625;no;no;cellular;13;may;267;1;-1;0;unknown;no;26 - 35
19479;41.0;entrepreneur;married;primary;no;0;no;no;unknown;16;jun;630;2;-1;0;unknown;no;36 - 45
19480;50.0;services;single;secondary;no;1716;yes;no;cellular;7;apr;272;1;-1;0;unknown;no;46 - 55
19481;20.0;student;single;secondary;no;829;no;no;cellular;27;jan;196;3;202;2;success;yes;18 - 25
19482;50.0;housemaid;married;primary;no;4;no;no;unknown;16;jun;51;1;-1;0;unknown;no;46 - 55
19483;33.0;management;married;tertiary;no;621;no;no;cellular;12;aug;913;5;-1;0;unknown;no;26 - 35
19484;51.0;management;single;tertiary;no;1202;yes;no;cellular;18;nov;99;1;-1;0;unknown;no;46 - 55
19485;48.0;management;divorced;tertiary;no;2263;no;no;cellular;29;jul;874;2;-1;0;unknown;yes;46 - 55
19486;28.0;blue-collar;married;secondary;no;1238;yes;no;unknown;14;may;246;1;-1;0;unknown;no;26 - 35
19487;27.0;management;single;tertiary;no;390;no;no;cellular;28;oct;190;1;82;1;success;no;26 - 35
19488;45.0;administrative;married;secondary;no;153;no;no;cellular;5;aug;277;1;-1;0;unknown;yes;36 - 45
19489;41.0;self-employed;single;tertiary;no;1081;no;no;cellular;27;may;229;3;-1;0;unknown;yes;36 - 45
19490;41.0;blue-collar;single;primary;no;0;yes;no;unknown;16;may;522;5;-1;0;unknown;no;36 - 45
19491;33.0;management;married;tertiary;no;271;yes;no;cellular;14;aug;801;2;-1;0;unknown;yes;26 - 35
19492;37.0;unemployed;married;secondary;no;1978;no;no;cellular;9;sep;404;1;182;1;success;yes;36 - 45
19493;43.0;services;married;secondary;no;774;no;no;cellular;24;jun;482;1;91;2;success;yes;36 - 45
19494;41.0;blue-collar;married;secondary;no;580;yes;no;cellular;14;may;874;1;363;1;failure;yes;36 - 45
19495;31.0;technician;married;secondary;yes;-463;yes;no;unknown;28;may;210;1;-1;0;unknown;no;26 - 35
19496;26.0;blue-collar;single;secondary;no;972;yes;no;unknown;20;may;177;10;-1;0;unknown;no;26 - 35
19497;31.0;management;single;tertiary;no;147;no;no;cellular;9;mar;469;1;181;2;success;yes;26 - 35
19498;33.0;technician;single;tertiary;no;1257;yes;no;cellular;22;jul;66;1;-1;0;unknown;no;26 - 35
19499;38.0;services;single;primary;no;3715;yes;no;telephone;13;may;41;2;327;17;failure;no;36 - 45
19500;33.0;services;single;secondary;no;-27;yes;no;unknown;26;may;165;1;-1;0;unknown;no;26 - 35
19501;48.0;unemployed;married;secondary;no;817;no;no;cellular;14;jan;517;1;282;4;success;yes;46 - 55
19502;58.0;administrative;married;secondary;no;1464;yes;yes;unknown;5;jun;53;29;-1;0;unknown;no;56 - 65
19503;37.0;management;married;tertiary;no;1594;yes;no;cellular;17;apr;110;1;260;5;failure;no;36 - 45
19504;31.0;management;single;tertiary;no;3283;no;no;cellular;2;feb;258;1;73;1;failure;yes;26 - 35
19505;43.0;self-employed;married;tertiary;no;3157;no;no;cellular;21;apr;381;2;330;17;other;no;36 - 45
19506;47.0;management;single;tertiary;no;372;no;no;cellular;15;jun;257;1;-1;0;unknown;yes;46 - 55
19507;36.0;technician;single;secondary;no;144;no;no;cellular;26;may;87;1;308;2;failure;no;36 - 45
19508;35.0;technician;married;secondary;no;2779;no;no;cellular;26;apr;182;2;186;2;success;yes;26 - 35
19509;33.0;management;married;tertiary;no;0;no;no;cellular;29;aug;60;2;-1;0;unknown;no;26 - 35
19510;32.0;blue-collar;married;primary;no;-454;yes;yes;cellular;18;may;801;5;355;2;failure;yes;26 - 35
19511;53.0;self-employed;married;primary;no;4576;no;no;telephone;30;jul;82;2;-1;0;unknown;no;46 - 55
19512;52.0;administrative;single;secondary;no;726;yes;no;cellular;24;may;699;1;378;9;failure;yes;46 - 55
19513;36.0;technician;married;secondary;no;1466;yes;no;unknown;29;may;441;1;-1;0;unknown;no;36 - 45
19514;31.0;management;married;tertiary;no;1230;yes;no;unknown;27;may;290;4;-1;0;unknown;no;26 - 35
19515;26.0;blue-collar;married;primary;no;133;no;yes;cellular;25;jul;57;3;-1;0;unknown;no;26 - 35
19516;55.0;technician;single;secondary;no;1199;no;yes;telephone;4;may;159;10;-1;0;unknown;no;46 - 55
19517;29.0;blue-collar;married;primary;no;25;yes;no;unknown;4;jun;188;2;-1;0;unknown;no;26 - 35
19518;49.0;entrepreneur;married;secondary;no;687;no;no;cellular;18;aug;65;6;-1;0;unknown;no;46 - 55
19519;49.0;self-employed;married;secondary;no;-199;yes;yes;cellular;29;jan;385;1;-1;0;unknown;no;46 - 55
19520;33.0;technician;single;tertiary;no;8097;no;yes;cellular;21;aug;500;2;-1;0;unknown;no;26 - 35
19521;32.0;management;single;tertiary;no;312;no;no;cellular;26;may;208;2;98;2;success;yes;26 - 35
19522;57.0;retired;divorced;primary;yes;0;no;yes;cellular;24;jul;125;2;-1;0;unknown;no;56 - 65
19523;34.0;management;married;tertiary;no;606;no;no;cellular;20;apr;97;1;-1;0;unknown;yes;26 - 35
19524;53.0;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388;3;181;1;success;yes;46 - 55
19525;49.0;technician;married;secondary;no;1091;no;no;telephone;30;jul;47;2;-1;0;unknown;no;46 - 55
19526;41.0;unemployed;single;tertiary;no;4517;yes;no;cellular;20;nov;137;1;-1;0;unknown;no;36 - 45
19527;44.0;management;married;tertiary;no;58;yes;no;cellular;14;jul;72;3;-1;0;unknown;no;36 - 45
19528;37.0;management;married;tertiary;no;0;yes;no;cellular;23;apr;242;5;153;7;failure;yes;36 - 45
19529;35.0;technician;single;tertiary;no;2453;no;no;cellular;13;aug;119;2;-1;0;unknown;no;26 - 35
19530;25.0;self-employed;single;tertiary;no;42;yes;no;cellular;3;mar;320;1;-1;0;unknown;yes;18 - 25
19531;26.0;services;single;tertiary;no;0;no;yes;telephone;1;jul;261;4;-1;0;unknown;yes;26 - 35
19532;31.0;unemployed;divorced;tertiary;no;756;no;no;cellular;20;jul;355;2;-1;0;unknown;yes;26 - 35
19533;34.0;management;married;secondary;no;369;no;no;cellular;2;aug;868;3;342;4;failure;yes;26 - 35
19534;39.0;technician;single;secondary;no;1435;no;no;cellular;17;jun;383;1;296;19;other;yes;36 - 45
19535;31.0;services;married;secondary;no;371;yes;yes;cellular;17;apr;654;1;-1;0;unknown;no;26 - 35
19536;38.0;technician;married;secondary;no;318;no;no;cellular;5;aug;274;1;182;6;success;yes;36 - 45
19537;31.0;management;married;tertiary;no;859;yes;yes;cellular;4;aug;182;3;-1;0;unknown;no;26 - 35
19538;40.0;management;single;tertiary;no;838;yes;no;unknown;12;may;619;3;-1;0;unknown;no;36 - 45
19539;50.0;management;married;tertiary;no;2366;no;no;cellular;28;jan;816;2;149;1;other;yes;46 - 55
19540;42.0;blue-collar;married;primary;no;807;yes;no;cellular;19;nov;1057;1;-1;0;unknown;yes;36 - 45
19541;39.0;management;married;tertiary;no;1363;no;no;cellular;21;aug;294;3;-1;0;unknown;no;36 - 45
19542;27.0;management;single;secondary;no;116;yes;no;cellular;6;feb;138;2;-1;0;unknown;no;26 - 35
19543;27.0;technician;married;secondary;no;58;yes;no;unknown;28;may;82;1;-1;0;unknown;no;26 - 35
19544;28.0;management;single;secondary;no;2840;no;no;cellular;20;apr;227;5;-1;0;unknown;yes;26 - 35
19545;40.0;management;married;primary;no;395;yes;no;cellular;22;apr;232;4;-1;0;unknown;yes;36 - 45
19546;35.0;self-employed;married;tertiary;no;2427;no;no;cellular;12;aug;175;3;31;10;success;yes;26 - 35
