id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group;age_clusters;job_cat;education_level;Cluster
21996;33.0;administrative;single;secondary;no;555;yes;no;cellular;9;sep;204;1;365;1;success;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
21997;55.0;management;divorced;tertiary;no;0;no;no;cellular;22;oct;360;5;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
21998;48.0;services;married;secondary;no;2850;yes;no;cellular;6;aug;107;3;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
21999;49.0;management;single;tertiary;no;370;no;no;cellular;19;aug;386;3;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Universitaria;1
22000;83.0;retired;married;tertiary;no;4761;no;no;telephone;8;mar;659;1;-1;0;unknown;yes;>79;Baby Boomers;jubilación;Universitaria;2
22001;30.0;management;single;tertiary;no;1541;no;no;cellular;18;aug;471;8;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22002;54.0;retired;married;secondary;no;1371;no;no;telephone;25;jul;1492;2;-1;0;unknown;yes;45-54;Generation X;jubilación;Secundaria;0
22003;54.0;entrepreneur;married;tertiary;no;84;no;no;cellular;29;jul;34;2;-1;0;unknown;no;45-54;Generation X;cuenta propia;Universitaria;0
22004;28.0;management;single;tertiary;no;882;no;yes;cellular;8;jul;107;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22005;39.0;technician;single;tertiary;no;861;no;no;unknown;20;jun;32;5;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;1
22006;55.0;retired;divorced;secondary;no;-268;no;yes;cellular;24;jul;1417;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
22007;32.0;technician;married;tertiary;no;0;yes;no;cellular;19;nov;231;4;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22008;26.0;technician;single;secondary;no;941;no;yes;cellular;25;jul;784;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22009;45.0;administrative;single;secondary;no;341;yes;yes;cellular;5;may;77;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
22010;33.0;administrative;married;secondary;no;0;yes;yes;cellular;9;jul;160;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22011;31.0;blue-collar;married;secondary;no;435;yes;no;unknown;21;may;204;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22012;41.0;management;married;tertiary;no;30;no;no;cellular;19;aug;171;7;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
22013;45.0;blue-collar;married;primary;no;1794;yes;no;unknown;14;may;174;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
22014;60.0;administrative;married;secondary;no;7336;no;no;cellular;31;mar;494;1;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22015;59.0;retired;divorced;tertiary;no;3444;no;no;cellular;6;feb;241;2;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Universitaria;2
22016;43.0;blue-collar;single;primary;no;-399;no;yes;cellular;28;jul;662;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
22017;71.0;retired;married;tertiary;no;4388;no;no;cellular;8;jul;896;2;-1;0;unknown;yes;65-79;Baby Boomers;jubilación;Universitaria;2
22018;34.0;technician;divorced;secondary;no;8;yes;no;cellular;6;may;569;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22019;57.0;housemaid;divorced;primary;no;8278;no;no;cellular;17;nov;408;3;-1;0;unknown;no;55-64;Baby Boomers;otros inactivos;Primaria;2
22020;40.0;entrepreneur;married;tertiary;no;3571;no;no;unknown;9;jun;222;3;-1;0;unknown;no;35-44;Generation X;cuenta propia;Universitaria;0
22021;28.0;blue-collar;single;secondary;no;524;yes;no;cellular;6;may;554;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22022;32.0;technician;married;secondary;no;5;yes;no;cellular;17;nov;114;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22023;35.0;blue-collar;married;primary;no;2878;yes;no;cellular;18;nov;140;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
22024;58.0;administrative;married;secondary;no;0;yes;no;cellular;17;nov;219;1;186;2;failure;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22025;56.0;blue-collar;married;secondary;no;1521;yes;yes;cellular;21;nov;19;2;179;3;other;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22026;60.0;management;married;tertiary;no;5990;yes;no;cellular;6;may;396;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
22027;43.0;administrative;single;secondary;no;-247;yes;yes;cellular;2;feb;751;2;76;4;failure;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22028;32.0;management;married;tertiary;no;9214;no;yes;unknown;18;oct;71;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22029;28.0;blue-collar;single;secondary;no;1011;yes;no;cellular;20;apr;204;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22030;50.0;blue-collar;married;primary;no;5872;yes;no;cellular;5;may;762;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Primaria;0
22031;36.0;entrepreneur;married;tertiary;no;2700;no;no;cellular;4;feb;99;3;-1;0;unknown;no;35-44;Generation X;cuenta propia;Universitaria;0
22032;49.0;services;married;secondary;no;486;yes;yes;unknown;30;may;43;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
22033;76.0;self-employed;married;tertiary;no;4984;no;no;telephone;28;apr;403;1;182;1;success;yes;65-79;Baby Boomers;cuenta propia;Universitaria;2
22034;44.0;blue-collar;married;secondary;no;1397;no;no;cellular;20;nov;326;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22035;25.0;technician;divorced;secondary;no;86;no;yes;cellular;8;jul;483;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22036;30.0;administrative;single;tertiary;no;305;no;no;cellular;30;apr;633;1;85;2;success;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22037;45.0;unemployed;married;primary;no;0;yes;no;cellular;2;feb;570;2;-1;0;unknown;no;45-54;Generation X;desempleo;Primaria;0
22038;43.0;technician;divorced;secondary;no;6835;no;no;cellular;19;nov;187;1;152;2;failure;no;35-44;Generation X;cuenta ajena;Secundaria;0
22039;40.0;blue-collar;married;primary;no;570;yes;no;unknown;12;may;109;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
22040;32.0;management;single;tertiary;no;2069;no;no;cellular;22;apr;545;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22041;52.0;blue-collar;single;secondary;no;1541;yes;no;unknown;14;may;243;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
22042;44.0;self-employed;married;secondary;no;304;yes;no;telephone;9;feb;15;5;-1;0;unknown;no;35-44;Generation X;cuenta propia;Secundaria;0
22043;34.0;technician;single;tertiary;no;992;yes;no;cellular;5;feb;71;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22044;45.0;management;married;tertiary;no;506;no;no;cellular;23;apr;229;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
22045;36.0;blue-collar;married;primary;no;106;yes;no;cellular;29;jul;171;13;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
22046;24.0;student;single;secondary;no;1123;no;no;cellular;13;jul;475;1;412;1;other;yes;18-34;Generation Z y Millenials;otros inactivos;Secundaria;1
22047;54.0;unemployed;divorced;secondary;no;309;no;no;cellular;20;apr;241;1;-1;0;unknown;yes;45-54;Generation X;desempleo;Secundaria;0
22048;53.0;housemaid;married;primary;no;1903;no;no;unknown;5;jun;827;1;-1;0;unknown;no;45-54;Generation X;otros inactivos;Primaria;0
22049;32.0;technician;married;tertiary;no;-1053;yes;no;cellular;21;jul;357;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22050;39.0;management;married;tertiary;no;2763;yes;no;unknown;2;jun;526;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
22051;39.0;administrative;married;secondary;no;732;no;no;cellular;23;apr;522;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22052;36.0;blue-collar;married;secondary;no;-206;yes;no;unknown;8;may;177;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22053;67.0;retired;divorced;secondary;no;704;no;no;cellular;8;feb;186;2;97;1;success;yes;65-79;Baby Boomers;jubilación;Secundaria;2
22054;29.0;management;single;tertiary;no;698;no;no;cellular;8;feb;186;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22055;40.0;self-employed;single;tertiary;no;10346;no;no;cellular;15;jun;491;2;207;1;other;yes;35-44;Generation X;cuenta propia;Universitaria;1
22056;58.0;technician;single;secondary;no;382;no;no;cellular;13;aug;460;2;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22057;27.0;self-employed;married;secondary;yes;254;yes;yes;cellular;29;jan;194;1;188;1;failure;no;18-34;Generation Z y Millenials;cuenta propia;Secundaria;0
22058;43.0;blue-collar;single;secondary;no;318;yes;no;unknown;5;jun;736;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22059;38.0;blue-collar;married;secondary;no;3598;no;no;unknown;6;jun;154;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22060;30.0;management;married;tertiary;no;-27;yes;no;unknown;27;may;29;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22061;43.0;blue-collar;married;primary;no;0;yes;no;cellular;9;jul;132;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
22062;56.0;management;married;tertiary;no;4623;no;no;cellular;25;feb;305;1;192;1;success;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
22063;29.0;blue-collar;single;secondary;no;322;no;no;unknown;14;jun;434;1;96;6;other;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22064;59.0;blue-collar;married;primary;no;6212;yes;no;cellular;5;may;574;2;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Primaria;2
22065;31.0;technician;married;tertiary;no;15;no;no;unknown;2;jun;389;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22066;40.0;blue-collar;married;primary;no;46;yes;no;unknown;6;may;119;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
22067;30.0;unemployed;single;tertiary;no;1159;no;no;telephone;5;jun;366;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;desempleo;Universitaria;1
22068;36.0;administrative;single;secondary;no;2556;yes;no;cellular;13;apr;342;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22069;39.0;management;single;tertiary;no;0;yes;no;cellular;18;feb;224;3;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
22070;35.0;technician;single;secondary;no;399;yes;no;cellular;13;may;496;2;345;3;failure;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22071;30.0;management;married;tertiary;no;-328;yes;no;unknown;14;may;242;5;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22072;55.0;unemployed;divorced;secondary;no;387;yes;no;unknown;6;may;918;1;-1;0;unknown;yes;55-64;Baby Boomers;desempleo;Secundaria;0
22073;33.0;blue-collar;married;secondary;no;-253;yes;no;cellular;12;may;89;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22074;41.0;unemployed;married;tertiary;no;0;no;no;cellular;29;apr;882;1;181;3;success;yes;35-44;Generation X;desempleo;Universitaria;0
22075;48.0;management;married;secondary;no;268;yes;no;cellular;28;jul;458;7;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
22076;40.0;technician;single;tertiary;no;47;yes;no;cellular;5;may;159;1;365;1;failure;no;35-44;Generation X;cuenta ajena;Universitaria;1
22077;47.0;self-employed;married;tertiary;no;192;no;no;telephone;30;jul;120;6;-1;0;unknown;no;45-54;Generation X;cuenta propia;Universitaria;0
22078;57.0;administrative;married;secondary;no;808;no;no;cellular;14;jul;417;3;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22079;55.0;management;divorced;tertiary;no;2383;no;no;cellular;5;aug;1019;2;63;2;success;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
22080;52.0;administrative;divorced;secondary;no;361;no;yes;cellular;20;nov;147;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
22081;34.0;blue-collar;single;secondary;no;859;no;no;cellular;28;jan;829;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22082;33.0;management;married;tertiary;no;62;yes;no;cellular;2;feb;102;1;264;1;failure;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22083;28.0;management;single;tertiary;no;2725;no;no;cellular;16;jun;292;1;504;1;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22084;36.0;blue-collar;divorced;secondary;no;638;yes;no;unknown;16;jun;1395;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22085;51.0;self-employed;married;secondary;no;4920;no;no;telephone;2;jun;392;2;-1;0;unknown;no;45-54;Generation X;cuenta propia;Secundaria;0
22086;36.0;administrative;single;secondary;no;60;yes;no;cellular;23;sep;156;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22087;45.0;management;married;tertiary;no;3643;no;no;cellular;21;nov;162;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Universitaria;0
22088;75.0;retired;married;primary;no;2970;no;no;cellular;12;aug;641;1;-1;0;unknown;yes;65-79;Baby Boomers;jubilación;Primaria;2
22089;31.0;blue-collar;single;secondary;no;609;yes;no;cellular;14;apr;1126;1;335;1;failure;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22090;33.0;technician;married;secondary;no;133;no;no;cellular;12;nov;627;2;192;1;success;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22091;56.0;blue-collar;divorced;primary;no;-9;yes;yes;cellular;8;may;728;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
22092;39.0;management;married;secondary;no;1880;no;no;cellular;12;aug;768;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
22093;36.0;management;married;tertiary;no;1604;yes;no;unknown;11;jun;47;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
22094;30.0;blue-collar;married;secondary;no;2493;no;no;cellular;28;jan;293;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22095;35.0;management;single;tertiary;no;0;no;yes;cellular;14;aug;370;4;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;1
22096;45.0;administrative;married;secondary;no;46;yes;no;cellular;5;may;234;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
22097;41.0;retired;divorced;primary;no;-233;yes;no;unknown;15;may;1156;2;-1;0;unknown;yes;35-44;Generation X;jubilación;Primaria;2
22098;27.0;administrative;married;secondary;no;710;yes;yes;cellular;6;may;653;1;334;2;success;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22099;55.0;retired;married;secondary;no;0;no;no;cellular;4;aug;1110;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
22100;56.0;administrative;married;secondary;no;1554;yes;yes;cellular;6;feb;15;6;190;27;other;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22101;38.0;management;single;tertiary;no;633;no;no;cellular;9;jul;171;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;1
22102;30.0;administrative;married;secondary;no;1310;no;no;telephone;27;oct;3284;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22103;42.0;technician;married;secondary;no;27;no;no;cellular;14;aug;259;4;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22104;30.0;administrative;single;secondary;no;-36;no;no;cellular;16;jul;561;9;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22105;37.0;management;married;tertiary;no;5016;no;no;cellular;8;aug;119;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
22106;28.0;management;single;tertiary;no;80;no;no;cellular;20;oct;676;2;146;2;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22107;62.0;management;married;tertiary;no;3371;no;no;cellular;25;mar;187;1;178;2;success;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
22108;26.0;administrative;married;secondary;no;714;yes;no;unknown;28;may;183;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22109;30.0;management;single;tertiary;no;1675;no;no;cellular;4;sep;181;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22110;28.0;self-employed;single;tertiary;no;0;yes;no;unknown;26;may;1560;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta propia;Universitaria;1
22111;59.0;retired;married;secondary;no;2291;no;yes;cellular;14;jul;127;3;-1;0;unknown;no;55-64;Baby Boomers;jubilación;Secundaria;2
22112;60.0;administrative;married;secondary;no;3547;no;no;telephone;15;jun;351;6;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22113;55.0;housemaid;divorced;primary;no;0;no;no;unknown;20;jun;398;2;-1;0;unknown;no;55-64;Baby Boomers;otros inactivos;Primaria;2
22114;48.0;housemaid;married;tertiary;no;5473;no;no;cellular;24;feb;127;2;184;2;success;yes;45-54;Generation X;otros inactivos;Universitaria;0
22115;55.0;blue-collar;married;primary;no;11;no;no;unknown;17;jun;150;2;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Primaria;2
22116;70.0;housemaid;divorced;primary;no;1311;no;no;cellular;11;aug;651;1;-1;0;unknown;yes;65-79;Baby Boomers;otros inactivos;Primaria;2
22117;30.0;management;single;tertiary;no;565;yes;no;cellular;26;oct;104;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22118;46.0;technician;divorced;secondary;no;3455;yes;no;unknown;14;may;566;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
22119;31.0;services;married;secondary;no;0;yes;no;cellular;29;jan;224;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22120;56.0;management;married;primary;no;870;no;no;cellular;14;may;220;1;179;1;success;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
22121;31.0;management;single;tertiary;no;2384;yes;no;cellular;14;apr;608;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22122;38.0;technician;single;secondary;no;1655;no;no;cellular;29;jul;392;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22123;42.0;housemaid;single;secondary;no;578;no;no;telephone;28;jan;44;1;-1;0;unknown;no;35-44;Generation X;otros inactivos;Secundaria;0
22124;51.0;management;single;secondary;no;1610;yes;no;unknown;16;jun;1248;3;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
22125;31.0;blue-collar;married;secondary;no;152;yes;yes;cellular;8;jul;831;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22126;44.0;technician;married;primary;no;755;no;yes;cellular;31;jul;829;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
22127;58.0;unemployed;married;primary;no;1183;no;no;cellular;31;jul;1721;5;-1;0;unknown;yes;55-64;Baby Boomers;desempleo;Primaria;2
22128;59.0;management;married;tertiary;no;2239;no;no;cellular;20;aug;377;6;90;1;success;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
22129;37.0;self-employed;single;tertiary;no;1188;no;no;cellular;24;jun;310;1;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;1
22130;72.0;self-employed;married;tertiary;no;132;no;no;cellular;27;apr;444;1;-1;0;unknown;yes;65-79;Baby Boomers;cuenta propia;Universitaria;2
22131;61.0;management;married;tertiary;no;997;no;no;cellular;22;jun;269;1;104;1;success;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
22132;52.0;entrepreneur;married;primary;no;8298;yes;yes;unknown;28;may;123;18;-1;0;unknown;no;45-54;Generation X;cuenta propia;Primaria;0
22133;30.0;management;single;tertiary;no;114;no;no;cellular;14;aug;65;4;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22134;55.0;technician;divorced;secondary;no;3450;no;no;cellular;10;feb;169;1;183;1;failure;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
22135;34.0;management;married;tertiary;no;0;no;no;cellular;22;apr;176;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22136;30.0;services;divorced;secondary;no;0;no;no;cellular;29;jan;89;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22137;34.0;management;single;tertiary;no;1190;no;no;cellular;3;feb;18;7;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22138;34.0;management;married;tertiary;no;417;yes;no;cellular;18;nov;138;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22139;32.0;blue-collar;single;secondary;no;118;yes;no;cellular;17;jul;1275;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22140;50.0;administrative;divorced;secondary;no;363;yes;no;unknown;16;may;1340;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
22141;50.0;management;married;tertiary;no;-470;yes;no;cellular;19;nov;130;2;160;1;failure;no;45-54;Generation X;cuenta ajena;Universitaria;0
22142;34.0;administrative;single;secondary;no;303;no;no;cellular;4;jun;282;3;126;3;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22143;32.0;technician;divorced;tertiary;no;53;no;no;cellular;22;aug;671;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22144;31.0;blue-collar;married;secondary;no;-190;yes;yes;cellular;8;may;299;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22145;33.0;management;married;tertiary;no;3301;yes;no;cellular;2;nov;131;2;171;2;failure;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22146;45.0;blue-collar;married;primary;no;700;yes;no;telephone;13;may;29;4;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
22147;30.0;blue-collar;married;secondary;no;364;yes;yes;cellular;4;feb;331;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22148;37.0;technician;married;tertiary;no;88;no;no;cellular;6;may;195;1;90;3;other;yes;35-44;Generation X;cuenta ajena;Universitaria;0
22149;36.0;technician;married;tertiary;no;911;yes;yes;cellular;4;may;275;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
22150;26.0;blue-collar;single;secondary;no;535;no;no;cellular;14;aug;125;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22151;35.0;administrative;single;tertiary;no;777;no;yes;cellular;28;may;85;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;1
22152;60.0;technician;single;primary;no;11262;no;no;cellular;26;aug;323;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;1
22153;51.0;administrative;married;primary;no;658;yes;no;unknown;14;may;369;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
22154;46.0;technician;married;secondary;no;536;yes;no;unknown;16;jun;750;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
22155;56.0;management;married;tertiary;no;4623;no;no;cellular;25;feb;305;1;192;1;success;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
22156;29.0;administrative;single;tertiary;no;8;no;yes;cellular;2;mar;107;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22157;26.0;administrative;married;secondary;no;1595;no;no;cellular;2;mar;54;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
22158;28.0;blue-collar;married;primary;no;278;yes;yes;telephone;15;may;31;9;373;4;other;no;18-34;Generation Z y Millenials;cuenta ajena;Primaria;0
22159;25.0;management;single;tertiary;no;3902;no;no;cellular;23;sep;856;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22160;76.0;housemaid;divorced;primary;no;1411;no;no;telephone;19;oct;233;2;187;3;success;yes;65-79;Baby Boomers;otros inactivos;Primaria;2
22161;38.0;blue-collar;single;tertiary;no;172;yes;no;cellular;1;apr;1176;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
22162;46.0;blue-collar;married;secondary;no;942;no;no;cellular;18;nov;240;3;119;2;failure;no;45-54;Generation X;cuenta ajena;Secundaria;0
22163;57.0;management;divorced;tertiary;no;8897;yes;no;cellular;12;aug;865;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
22164;30.0;services;single;tertiary;no;1788;no;no;cellular;4;aug;288;1;181;2;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
22165;42.0;blue-collar;married;secondary;no;165;yes;no;unknown;23;may;333;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
22166;49.0;management;single;tertiary;no;5689;no;no;cellular;31;aug;470;1;97;3;failure;yes;45-54;Generation X;cuenta ajena;Universitaria;1
22167;25.0;blue-collar;single;secondary;no;0;no;no;cellular;23;apr;163;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
22168;26.0;student;single;secondary;no;0;yes;no;unknown;5;may;610;2;-1;0;unknown;no;18-34;Generation Z y Millenials;otros inactivos;Secundaria;1
22169;41.0;blue-collar;married;primary;no;4;no;no;cellular;23;jul;74;5;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
22170;37.0;self-employed;married;secondary;no;3396;no;no;cellular;18;aug;69;6;-1;0;unknown;no;35-44;Generation X;cuenta propia;Secundaria;0
22171;53.0;technician;married;secondary;no;1982;yes;yes;cellular;27;nov;160;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
22172;40.0;technician;married;tertiary;no;84;no;no;cellular;28;aug;715;8;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
22173;23.0;student;single;secondary;no;922;no;no;cellular;28;may;538;2;184;9;failure;yes;18-34;Generation Z y Millenials;otros inactivos;Secundaria;1
22174;51.0;blue-collar;married;primary;no;0;no;no;unknown;2;jun;61;7;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
22175;32.0;blue-collar;married;secondary;no;43;yes;no;unknown;21;may;173;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
