id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
20860;47.0;blue-collar;married;primary;no;643;yes;no;unknown;20;jun;18;6;-1;0;unknown;no;46 - 55
20861;30.0;self-employed;single;tertiary;no;251;no;no;cellular;12;jul;537;1;-1;0;unknown;yes;26 - 35
20862;52.0;services;married;secondary;no;961;no;yes;cellular;18;feb;222;1;553;4;failure;yes;46 - 55
20863;40.0;unemployed;married;secondary;no;3430;yes;no;cellular;20;nov;1855;3;-1;0;unknown;no;36 - 45
20864;27.0;blue-collar;single;secondary;no;5563;yes;no;unknown;30;may;435;2;-1;0;unknown;no;26 - 35
20865;55.0;technician;married;unknown;no;240;yes;no;cellular;2;aug;108;3;277;1;success;yes;46 - 55
20866;43.0;unknown;married;unknown;no;1517;no;no;unknown;20;jun;45;1;-1;0;unknown;no;36 - 45
20867;54.0;retired;married;primary;no;11;yes;yes;cellular;18;aug;48;10;-1;0;unknown;no;46 - 55
20868;53.0;admin.;married;secondary;no;3765;no;no;unknown;20;jun;1094;3;-1;0;unknown;yes;46 - 55
20869;26.0;management;single;tertiary;no;6840;yes;no;unknown;28;may;1560;2;-1;0;unknown;yes;26 - 35
20870;32.0;blue-collar;married;secondary;no;1879;no;no;cellular;6;feb;591;8;-1;0;unknown;yes;26 - 35
20871;37.0;blue-collar;married;secondary;no;2924;no;no;cellular;31;jul;74;2;-1;0;unknown;no;36 - 45
20872;59.0;blue-collar;married;secondary;no;1376;no;yes;unknown;9;may;61;4;-1;0;unknown;no;56 - 65
20873;51.0;technician;married;secondary;no;2937;no;no;telephone;21;nov;30;3;-1;0;unknown;no;46 - 55
20874;49.0;technician;married;secondary;yes;-74;yes;no;cellular;19;nov;114;1;-1;0;unknown;no;46 - 55
20875;60.0;unknown;married;unknown;no;17297;no;no;cellular;26;aug;664;11;-1;0;unknown;yes;56 - 65
20876;30.0;technician;single;secondary;no;656;no;yes;unknown;4;jul;523;1;-1;0;unknown;no;26 - 35
20877;31.0;student;single;secondary;no;216;no;no;cellular;3;jun;138;1;-1;0;unknown;no;26 - 35
20878;38.0;management;single;tertiary;no;6836;yes;no;unknown;29;may;374;4;-1;0;unknown;no;36 - 45
20879;44.0;services;married;secondary;no;0;yes;yes;cellular;11;may;161;1;-1;0;unknown;no;36 - 45
20880;39.0;admin.;single;secondary;no;14;yes;yes;unknown;13;may;19;9;-1;0;unknown;no;36 - 45
20881;44.0;management;married;primary;no;558;no;no;cellular;19;feb;268;5;-1;0;unknown;yes;36 - 45
20882;37.0;management;married;primary;no;1506;no;no;cellular;2;nov;101;3;80;3;success;no;36 - 45
20883;49.0;management;divorced;tertiary;no;178;no;no;cellular;6;aug;174;2;-1;0;unknown;no;46 - 55
20884;37.0;management;married;tertiary;no;40;no;no;cellular;27;aug;1033;4;-1;0;unknown;yes;36 - 45
20885;46.0;blue-collar;married;secondary;no;1568;yes;no;cellular;2;jun;310;1;55;6;other;yes;46 - 55
20886;30.0;unemployed;single;tertiary;no;1159;no;no;telephone;5;jun;366;1;-1;0;unknown;yes;26 - 35
20887;57.0;admin.;married;secondary;no;6005;yes;no;cellular;8;may;704;1;323;6;failure;yes;56 - 65
20888;33.0;services;single;secondary;no;100;yes;no;cellular;14;may;11;8;297;7;other;no;26 - 35
20889;41.0;self-employed;married;secondary;no;20;no;no;unknown;5;jun;333;1;-1;0;unknown;no;36 - 45
20890;31.0;technician;single;secondary;no;271;yes;no;cellular;5;may;269;1;-1;0;unknown;no;26 - 35
20891;68.0;retired;divorced;primary;no;2027;no;no;cellular;14;sep;404;2;91;4;success;yes;66 + 
20892;60.0;admin.;married;secondary;no;3547;no;no;telephone;15;jun;351;6;-1;0;unknown;yes;56 - 65
20893;40.0;management;married;tertiary;no;10786;no;no;unknown;20;jun;111;3;-1;0;unknown;no;36 - 45
20894;34.0;technician;married;secondary;no;1026;no;no;cellular;12;nov;319;1;100;6;failure;no;26 - 35
20895;29.0;services;single;secondary;no;20;yes;no;unknown;15;may;431;1;-1;0;unknown;no;26 - 35
20896;49.0;housemaid;married;primary;no;0;yes;no;cellular;25;jul;42;3;-1;0;unknown;no;46 - 55
20897;25.0;admin.;single;secondary;no;1871;no;no;cellular;4;jun;136;1;-1;0;unknown;yes;18 - 25
20898;33.0;unemployed;single;tertiary;no;1974;no;no;cellular;14;aug;498;2;191;1;failure;yes;26 - 35
20899;36.0;student;single;unknown;no;417;no;no;cellular;10;feb;151;1;-1;0;unknown;yes;36 - 45
20900;28.0;technician;single;secondary;no;922;yes;no;cellular;7;apr;304;1;-1;0;unknown;no;26 - 35
20901;30.0;blue-collar;married;primary;no;201;yes;no;cellular;31;aug;219;1;157;12;failure;yes;26 - 35
20902;60.0;management;married;tertiary;no;5990;yes;no;cellular;6;may;396;3;-1;0;unknown;yes;56 - 65
20903;30.0;admin.;single;secondary;no;255;no;no;cellular;27;jan;143;1;-1;0;unknown;yes;26 - 35
20904;33.0;blue-collar;single;secondary;no;329;no;no;cellular;6;sep;224;1;145;2;other;yes;26 - 35
20905;48.0;technician;married;secondary;no;197;no;yes;cellular;3;feb;47;2;222;3;other;no;46 - 55
20906;51.0;blue-collar;married;primary;no;5050;no;yes;unknown;16;jun;75;7;-1;0;unknown;no;46 - 55
20907;38.0;admin.;divorced;secondary;no;407;yes;yes;cellular;19;aug;89;1;-1;0;unknown;no;36 - 45
20908;45.0;admin.;married;secondary;no;0;yes;no;cellular;18;nov;108;5;-1;0;unknown;no;36 - 45
20909;38.0;blue-collar;married;primary;no;4592;yes;no;cellular;12;may;360;1;-1;0;unknown;no;36 - 45
20910;29.0;admin.;married;tertiary;no;332;no;no;cellular;9;apr;179;1;-1;0;unknown;yes;26 - 35
20911;31.0;blue-collar;single;secondary;no;726;no;no;cellular;7;jul;719;2;-1;0;unknown;yes;26 - 35
20912;41.0;blue-collar;married;secondary;no;356;yes;no;cellular;14;may;90;5;-1;0;unknown;no;36 - 45
20913;70.0;retired;married;primary;no;3782;no;no;cellular;16;mar;618;1;-1;0;unknown;no;66 + 
20914;53.0;entrepreneur;single;secondary;no;62;yes;no;unknown;30;may;1044;5;-1;0;unknown;yes;46 - 55
20915;33.0;management;single;tertiary;no;3552;no;no;cellular;13;feb;158;2;85;3;failure;yes;26 - 35
20916;31.0;entrepreneur;divorced;secondary;no;290;yes;no;cellular;13;apr;230;1;-1;0;unknown;no;26 - 35
20917;48.0;blue-collar;married;primary;no;3304;no;no;unknown;11;jun;409;3;-1;0;unknown;no;46 - 55
20918;33.0;services;single;secondary;no;133;no;no;cellular;14;jan;305;2;274;1;success;yes;26 - 35
20919;39.0;blue-collar;married;secondary;no;462;yes;no;cellular;13;may;590;1;-1;0;unknown;yes;36 - 45
20920;34.0;admin.;married;secondary;no;3185;yes;no;unknown;13;may;520;1;-1;0;unknown;no;26 - 35
20921;29.0;blue-collar;married;secondary;no;294;yes;no;unknown;14;may;594;2;-1;0;unknown;no;26 - 35
20922;74.0;retired;married;secondary;no;935;no;no;cellular;5;may;226;1;99;2;failure;yes;66 + 
20923;34.0;management;single;tertiary;no;549;no;no;cellular;6;oct;1246;2;-1;0;unknown;yes;26 - 35
20924;47.0;admin.;married;secondary;no;1210;no;no;cellular;26;oct;604;1;91;4;failure;yes;46 - 55
20925;34.0;blue-collar;married;secondary;no;1089;yes;no;cellular;13;may;394;3;-1;0;unknown;yes;26 - 35
20926;32.0;self-employed;single;tertiary;no;0;yes;no;cellular;6;may;767;1;-1;0;unknown;yes;26 - 35
20927;27.0;blue-collar;single;secondary;no;87;no;no;telephone;10;jul;245;1;-1;0;unknown;no;26 - 35
20928;32.0;management;single;tertiary;no;46;no;no;cellular;21;aug;788;6;-1;0;unknown;yes;26 - 35
20929;39.0;technician;single;unknown;no;45248;yes;no;unknown;6;may;1623;1;-1;0;unknown;yes;36 - 45
20930;46.0;services;divorced;unknown;no;973;no;no;cellular;2;feb;297;1;-1;0;unknown;no;46 - 55
20931;32.0;technician;married;secondary;no;660;no;no;cellular;25;oct;226;2;490;1;failure;yes;26 - 35
20932;26.0;blue-collar;single;secondary;no;972;yes;no;unknown;20;may;177;10;-1;0;unknown;no;26 - 35
20933;30.0;admin.;divorced;secondary;no;10;yes;no;cellular;18;jul;658;2;-1;0;unknown;yes;26 - 35
20934;34.0;technician;divorced;tertiary;no;674;yes;no;cellular;7;aug;587;2;-1;0;unknown;yes;26 - 35
20935;26.0;blue-collar;married;secondary;no;245;yes;no;unknown;28;may;146;2;-1;0;unknown;no;26 - 35
20936;36.0;services;married;secondary;no;0;yes;yes;cellular;15;jul;201;4;-1;0;unknown;no;36 - 45
20937;57.0;technician;divorced;secondary;no;3043;no;no;cellular;14;aug;707;2;-1;0;unknown;yes;56 - 65
20938;54.0;management;married;tertiary;no;1464;no;no;cellular;30;jun;157;1;-1;0;unknown;yes;46 - 55
20939;51.0;retired;married;primary;no;610;no;no;unknown;9;jun;86;2;-1;0;unknown;no;46 - 55
20940;38.0;admin.;married;secondary;no;0;yes;no;telephone;16;jul;284;8;-1;0;unknown;no;36 - 45
20941;35.0;admin.;married;secondary;no;557;yes;no;cellular;17;jun;54;4;-1;0;unknown;no;26 - 35
20942;36.0;student;single;tertiary;no;129;no;no;cellular;27;oct;149;1;-1;0;unknown;yes;36 - 45
20943;46.0;management;single;tertiary;no;2044;no;no;telephone;4;feb;25;1;-1;0;unknown;no;46 - 55
20944;73.0;retired;married;unknown;no;519;no;no;telephone;16;oct;434;1;57;1;failure;yes;66 + 
20945;33.0;services;divorced;secondary;no;327;yes;no;unknown;7;may;109;1;-1;0;unknown;no;26 - 35
20946;41.0;technician;single;tertiary;no;431;no;no;cellular;22;oct;133;1;107;2;success;yes;36 - 45
20947;45.0;blue-collar;married;primary;no;101;yes;no;unknown;12;may;460;5;-1;0;unknown;yes;36 - 45
20948;36.0;blue-collar;married;primary;no;243;yes;yes;unknown;30;may;118;2;-1;0;unknown;no;36 - 45
20949;32.0;technician;married;tertiary;no;3850;yes;no;cellular;20;apr;63;4;-1;0;unknown;no;26 - 35
20950;41.0;blue-collar;married;primary;no;4;no;no;cellular;23;jul;74;5;-1;0;unknown;no;36 - 45
20951;29.0;management;married;tertiary;no;0;yes;yes;cellular;15;jul;218;1;-1;0;unknown;no;26 - 35
20952;28.0;technician;single;secondary;no;250;no;yes;cellular;29;jan;133;1;-1;0;unknown;no;26 - 35
20953;39.0;admin.;married;tertiary;no;1108;no;no;cellular;21;apr;204;1;-1;0;unknown;yes;36 - 45
20954;37.0;services;married;secondary;no;775;no;no;cellular;14;aug;150;2;-1;0;unknown;yes;36 - 45
20955;45.0;blue-collar;married;primary;no;1794;yes;no;unknown;14;may;174;2;-1;0;unknown;no;36 - 45
20956;53.0;technician;married;unknown;no;2242;no;no;cellular;10;jul;154;14;-1;0;unknown;no;46 - 55
20957;30.0;unemployed;divorced;secondary;no;7105;no;no;cellular;22;dec;321;2;-1;0;unknown;yes;26 - 35
20958;40.0;unemployed;married;secondary;no;1077;yes;yes;cellular;17;nov;148;2;-1;0;unknown;no;36 - 45
20959;32.0;blue-collar;divorced;unknown;no;291;yes;yes;unknown;27;jun;120;6;-1;0;unknown;no;26 - 35
20960;57.0;management;married;secondary;no;657;yes;no;telephone;11;may;20;5;-1;0;unknown;no;56 - 65
20961;49.0;services;married;primary;no;1830;yes;no;cellular;13;aug;261;1;179;1;success;yes;46 - 55
20962;59.0;management;married;unknown;no;3428;yes;yes;cellular;19;nov;103;1;-1;0;unknown;no;56 - 65
20963;27.0;management;single;secondary;no;967;yes;no;unknown;21;may;162;1;-1;0;unknown;no;26 - 35
20964;32.0;management;married;tertiary;no;1812;no;no;cellular;4;aug;296;1;182;4;other;yes;26 - 35
20965;37.0;blue-collar;married;secondary;no;0;yes;no;cellular;2;apr;473;1;-1;0;unknown;no;36 - 45
20966;51.0;management;married;tertiary;no;469;no;no;cellular;15;apr;200;1;181;2;success;yes;46 - 55
20967;35.0;services;married;tertiary;no;4564;no;no;cellular;18;aug;45;6;-1;0;unknown;no;26 - 35
20968;30.0;admin.;single;secondary;no;313;yes;no;cellular;4;feb;1121;2;-1;0;unknown;yes;26 - 35
20969;44.0;blue-collar;single;primary;no;1593;yes;no;unknown;29;may;828;3;-1;0;unknown;yes;36 - 45
20970;38.0;blue-collar;married;primary;no;1401;no;no;cellular;13;may;516;1;-1;0;unknown;yes;36 - 45
20971;33.0;services;single;secondary;no;187;yes;no;cellular;20;apr;168;3;326;1;failure;no;26 - 35
20972;27.0;services;married;secondary;no;0;yes;no;cellular;22;jul;1608;13;-1;0;unknown;yes;26 - 35
20973;38.0;blue-collar;divorced;primary;no;0;no;no;unknown;12;jun;49;2;-1;0;unknown;no;36 - 45
20974;28.0;student;single;tertiary;no;5741;no;no;cellular;10;sep;1042;5;200;3;failure;yes;26 - 35
20975;45.0;self-employed;married;secondary;no;2278;no;no;unknown;17;nov;1735;2;-1;0;unknown;no;36 - 45
20976;53.0;technician;married;tertiary;no;431;yes;no;cellular;5;may;55;1;328;1;failure;no;46 - 55
20977;28.0;blue-collar;single;secondary;no;524;yes;no;cellular;6;may;554;2;-1;0;unknown;yes;26 - 35
20978;56.0;retired;married;primary;no;9367;no;no;telephone;13;nov;271;2;92;4;success;yes;56 - 65
20979;30.0;admin.;married;secondary;no;4457;yes;no;cellular;21;nov;566;4;-1;0;unknown;yes;26 - 35
20980;37.0;management;married;tertiary;no;3737;no;no;cellular;7;jul;224;1;-1;0;unknown;yes;36 - 45
20981;29.0;management;single;tertiary;no;3041;yes;no;cellular;8;may;606;3;-1;0;unknown;yes;26 - 35
20982;43.0;management;married;tertiary;no;78;yes;no;cellular;21;nov;36;1;109;1;other;no;36 - 45
20983;54.0;unemployed;single;tertiary;no;252;yes;no;cellular;21;jul;101;1;-1;0;unknown;no;46 - 55
20984;49.0;management;married;tertiary;no;3842;no;no;cellular;5;apr;163;1;186;3;failure;no;46 - 55
20985;26.0;blue-collar;single;secondary;no;535;no;no;cellular;14;aug;125;1;-1;0;unknown;yes;26 - 35
20986;44.0;admin.;married;secondary;no;497;yes;no;cellular;3;feb;321;3;270;2;other;no;36 - 45
20987;44.0;blue-collar;married;secondary;no;2885;yes;no;unknown;30;may;63;3;-1;0;unknown;no;36 - 45
20988;26.0;student;single;tertiary;no;641;yes;no;cellular;15;may;55;1;368;1;failure;no;26 - 35
20989;25.0;management;single;tertiary;no;943;no;no;cellular;30;apr;512;1;-1;0;unknown;yes;18 - 25
20990;25.0;student;single;secondary;no;154;no;no;cellular;2;sep;382;1;183;3;success;yes;18 - 25
20991;34.0;technician;married;secondary;no;1;no;no;cellular;28;aug;535;2;-1;0;unknown;yes;26 - 35
20992;28.0;entrepreneur;single;secondary;no;1734;yes;no;unknown;3;jun;161;3;-1;0;unknown;no;26 - 35
20993;61.0;retired;married;secondary;no;938;no;no;cellular;15;jul;392;2;183;3;success;yes;56 - 65
20994;22.0;student;single;unknown;no;1215;no;no;cellular;19;feb;145;3;192;1;failure;yes;18 - 25
20995;37.0;admin.;married;tertiary;no;3221;no;no;cellular;15;jun;379;2;376;13;other;yes;36 - 45
20996;24.0;student;single;primary;no;1235;no;no;cellular;14;jul;334;4;93;6;other;yes;18 - 25
20997;39.0;management;divorced;tertiary;no;1968;no;no;cellular;21;nov;648;1;-1;0;unknown;yes;36 - 45
20998;43.0;housemaid;single;primary;no;24;no;no;cellular;31;jul;35;2;-1;0;unknown;no;36 - 45
20999;56.0;retired;married;primary;no;9367;no;no;cellular;4;may;617;2;-1;0;unknown;yes;56 - 65
21000;41.0;technician;married;secondary;no;2152;no;no;cellular;30;sep;134;1;121;1;other;no;36 - 45
21001;56.0;admin.;married;secondary;no;1694;no;no;cellular;21;aug;793;10;-1;0;unknown;yes;56 - 65
21002;21.0;student;single;secondary;no;215;no;no;cellular;24;may;382;1;89;7;success;yes;18 - 25
21003;60.0;retired;divorced;secondary;no;935;no;no;cellular;31;jul;8;17;-1;0;unknown;no;56 - 65
21004;30.0;management;single;tertiary;no;3410;yes;no;cellular;18;may;140;1;-1;0;unknown;no;26 - 35
21005;32.0;self-employed;married;primary;no;286;yes;no;cellular;6;aug;175;1;-1;0;unknown;no;26 - 35
21006;30.0;technician;single;secondary;no;426;yes;no;telephone;17;nov;127;4;111;6;failure;no;26 - 35
21007;24.0;admin.;married;secondary;no;299;yes;no;cellular;6;may;209;1;321;1;failure;no;18 - 25
21008;36.0;management;single;tertiary;no;1027;yes;no;cellular;4;jun;151;1;-1;0;unknown;no;36 - 45
21009;61.0;management;married;tertiary;no;175;no;no;telephone;5;aug;270;2;-1;0;unknown;yes;56 - 65
21010;55.0;technician;divorced;tertiary;no;0;no;no;cellular;17;nov;134;2;91;1;success;yes;46 - 55
21011;49.0;blue-collar;married;secondary;no;-454;yes;no;cellular;14;may;558;1;-1;0;unknown;yes;46 - 55
21012;60.0;management;married;unknown;no;264;no;no;telephone;1;feb;265;1;-1;0;unknown;yes;56 - 65
21013;23.0;student;single;unknown;no;2530;no;no;cellular;12;may;411;1;-1;0;unknown;yes;18 - 25
21014;33.0;services;married;secondary;no;255;yes;yes;cellular;21;nov;588;2;184;2;failure;no;26 - 35
21015;51.0;blue-collar;married;primary;no;0;no;no;unknown;9;jun;166;2;-1;0;unknown;no;46 - 55
21016;39.0;services;married;secondary;no;117;yes;no;cellular;18;may;1032;2;-1;0;unknown;yes;36 - 45
21017;39.0;blue-collar;single;secondary;no;175;no;no;cellular;12;may;17;1;365;2;other;no;36 - 45
21018;39.0;management;married;tertiary;no;2939;no;no;cellular;6;oct;608;1;99;3;failure;yes;36 - 45
21019;28.0;blue-collar;married;primary;no;254;yes;no;cellular;20;apr;149;2;-1;0;unknown;no;26 - 35
21020;55.0;housemaid;married;primary;no;0;yes;no;cellular;17;jul;1303;2;-1;0;unknown;yes;46 - 55
21021;29.0;blue-collar;married;secondary;no;508;yes;yes;unknown;19;jun;262;5;-1;0;unknown;no;26 - 35
21022;41.0;admin.;divorced;secondary;no;6046;yes;yes;telephone;14;sep;185;2;-1;0;unknown;yes;36 - 45
21023;43.0;management;married;unknown;no;5172;yes;no;unknown;29;may;57;3;-1;0;unknown;no;36 - 45
21024;29.0;admin.;single;secondary;no;900;yes;no;unknown;14;may;339;1;-1;0;unknown;no;26 - 35
21025;51.0;housemaid;divorced;primary;no;127;no;no;unknown;13;sep;69;1;-1;0;unknown;no;46 - 55
21026;38.0;management;single;tertiary;no;4841;no;no;cellular;22;may;580;3;-1;0;unknown;no;36 - 45
21027;28.0;self-employed;single;tertiary;no;3290;no;no;cellular;5;jun;201;2;-1;0;unknown;yes;26 - 35
21028;42.0;management;divorced;tertiary;no;238;no;no;cellular;25;sep;692;1;-1;0;unknown;yes;36 - 45
21029;44.0;management;single;tertiary;no;5063;no;no;cellular;27;oct;418;2;-1;0;unknown;yes;36 - 45
21030;36.0;blue-collar;married;primary;no;49;yes;no;cellular;15;may;232;2;365;5;other;no;36 - 45
21031;36.0;admin.;married;secondary;no;465;yes;no;unknown;20;may;160;1;-1;0;unknown;no;36 - 45
21032;24.0;student;single;secondary;no;23878;no;no;cellular;26;may;133;1;97;1;success;yes;18 - 25
21033;39.0;management;married;secondary;no;13578;yes;no;cellular;21;nov;185;2;-1;0;unknown;no;36 - 45
21034;60.0;self-employed;married;primary;no;362;no;yes;cellular;29;jul;816;6;-1;0;unknown;yes;56 - 65
21035;40.0;management;divorced;tertiary;no;858;no;no;cellular;26;oct;202;2;-1;0;unknown;yes;36 - 45
21036;32.0;technician;single;secondary;no;1732;yes;no;cellular;14;aug;1871;3;-1;0;unknown;yes;26 - 35
21037;37.0;technician;single;secondary;no;3326;yes;no;unknown;21;may;799;1;-1;0;unknown;yes;36 - 45
21038;25.0;management;single;tertiary;no;362;no;no;cellular;3;jun;617;2;-1;0;unknown;yes;18 - 25
21039;26.0;blue-collar;single;secondary;no;277;no;no;unknown;14;may;514;2;-1;0;unknown;no;26 - 35
21040;21.0;technician;single;unknown;no;360;no;no;cellular;26;may;131;2;-1;0;unknown;yes;18 - 25
21041;30.0;unemployed;single;secondary;no;2424;no;no;cellular;15;feb;337;1;95;2;success;yes;26 - 35
21042;52.0;unemployed;married;secondary;no;1416;no;no;cellular;10;mar;436;2;182;1;success;yes;46 - 55
21043;45.0;technician;divorced;secondary;no;0;no;no;cellular;26;aug;64;2;-1;0;unknown;no;36 - 45
21044;55.0;technician;married;unknown;no;1393;yes;yes;telephone;21;nov;55;5;-1;0;unknown;no;46 - 55
21045;54.0;services;divorced;secondary;no;0;no;no;cellular;1;jun;174;1;81;2;success;yes;46 - 55
21046;38.0;entrepreneur;married;tertiary;no;1438;no;no;cellular;13;nov;122;5;-1;0;unknown;no;36 - 45
21047;32.0;blue-collar;married;secondary;yes;-238;yes;no;unknown;27;may;427;1;-1;0;unknown;no;26 - 35
21048;56.0;admin.;married;secondary;no;510;yes;no;cellular;10;jul;288;1;-1;0;unknown;no;56 - 65
21049;47.0;management;married;tertiary;no;3663;no;no;cellular;29;oct;424;2;213;3;success;yes;46 - 55
21050;30.0;technician;single;secondary;no;411;yes;no;cellular;16;apr;948;1;-1;0;unknown;no;26 - 35
21051;48.0;technician;divorced;tertiary;no;2328;no;no;cellular;27;aug;129;7;-1;0;unknown;no;46 - 55
21052;47.0;blue-collar;married;secondary;no;802;yes;yes;cellular;12;may;289;2;-1;0;unknown;yes;46 - 55
21053;38.0;entrepreneur;married;primary;no;350;yes;no;cellular;8;may;75;1;-1;0;unknown;no;36 - 45
21054;44.0;entrepreneur;married;secondary;no;692;no;no;unknown;18;jun;73;4;-1;0;unknown;no;36 - 45
21055;56.0;technician;divorced;secondary;no;146;yes;no;cellular;5;aug;419;3;-1;0;unknown;yes;56 - 65
21056;39.0;management;married;tertiary;no;1423;yes;no;telephone;21;jul;733;3;-1;0;unknown;yes;36 - 45
21057;44.0;technician;single;tertiary;no;643;no;no;cellular;16;oct;324;1;143;3;failure;yes;36 - 45
21058;29.0;self-employed;single;tertiary;no;16;yes;no;unknown;6;may;43;1;-1;0;unknown;no;26 - 35
21059;46.0;services;married;secondary;no;0;no;no;cellular;18;aug;74;4;-1;0;unknown;no;46 - 55
21060;29.0;technician;married;secondary;no;767;yes;no;cellular;5;feb;253;1;-1;0;unknown;no;26 - 35
21061;39.0;admin.;married;primary;no;444;yes;no;cellular;8;may;374;2;-1;0;unknown;no;36 - 45
21062;49.0;blue-collar;married;secondary;no;388;no;no;telephone;17;jul;265;2;-1;0;unknown;no;46 - 55
21063;35.0;technician;married;tertiary;no;7050;no;no;cellular;10;feb;278;3;187;1;success;yes;26 - 35
21064;37.0;management;married;tertiary;no;89;yes;no;unknown;19;may;162;10;-1;0;unknown;no;36 - 45
21065;32.0;admin.;married;secondary;no;56;yes;no;cellular;2;feb;275;1;258;1;other;no;26 - 35
21066;31.0;management;single;tertiary;no;924;no;no;cellular;5;jun;207;2;98;1;success;yes;26 - 35
21067;29.0;technician;single;secondary;no;309;yes;no;unknown;13;may;214;1;-1;0;unknown;no;26 - 35
21068;36.0;blue-collar;married;secondary;no;561;yes;no;unknown;9;jun;198;2;-1;0;unknown;no;36 - 45
21069;39.0;admin.;married;secondary;no;1221;no;no;unknown;12;jun;97;1;-1;0;unknown;no;36 - 45
21070;25.0;blue-collar;single;secondary;no;303;no;no;cellular;18;jun;252;1;92;1;success;yes;18 - 25
21071;31.0;admin.;single;secondary;no;-422;yes;no;cellular;18;may;64;2;329;15;other;no;26 - 35
21072;30.0;technician;married;tertiary;no;141;no;no;cellular;29;jan;166;2;-1;0;unknown;no;26 - 35
21073;60.0;retired;married;tertiary;no;108;no;no;cellular;26;aug;624;1;-1;0;unknown;yes;56 - 65
21074;30.0;admin.;single;secondary;no;4448;no;no;cellular;11;feb;112;8;-1;0;unknown;yes;26 - 35
21075;39.0;blue-collar;married;unknown;no;1181;yes;no;cellular;30;jul;650;2;-1;0;unknown;yes;36 - 45
21076;66.0;management;married;unknown;no;2149;yes;no;cellular;30;nov;151;6;103;4;other;no;66 + 
21077;43.0;technician;married;secondary;no;310;yes;no;unknown;29;may;291;1;-1;0;unknown;no;36 - 45
21078;43.0;blue-collar;single;secondary;no;318;yes;no;unknown;5;jun;736;2;-1;0;unknown;yes;36 - 45
21079;28.0;student;single;secondary;no;0;no;no;cellular;20;apr;185;1;-1;0;unknown;yes;26 - 35
21080;39.0;management;married;tertiary;no;2763;yes;no;unknown;2;jun;526;2;-1;0;unknown;yes;36 - 45
21081;43.0;management;married;tertiary;no;0;yes;no;cellular;5;feb;280;2;-1;0;unknown;no;36 - 45
21082;40.0;services;married;secondary;no;4157;yes;no;unknown;15;may;735;1;-1;0;unknown;no;36 - 45
21083;40.0;admin.;single;secondary;no;50;no;no;cellular;15;may;837;1;-1;0;unknown;yes;36 - 45
21084;45.0;self-employed;divorced;tertiary;yes;75;yes;yes;cellular;4;feb;236;1;-1;0;unknown;no;36 - 45
21085;56.0;admin.;married;secondary;no;292;yes;no;unknown;28;may;228;9;-1;0;unknown;no;56 - 65
21086;30.0;admin.;single;secondary;no;223;yes;no;unknown;6;jun;862;11;-1;0;unknown;yes;26 - 35
21087;35.0;admin.;single;tertiary;no;994;no;no;cellular;30;apr;400;1;87;2;failure;yes;26 - 35
21088;36.0;unemployed;married;secondary;no;439;yes;no;telephone;6;feb;18;6;-1;0;unknown;no;36 - 45
21089;41.0;blue-collar;married;secondary;no;580;yes;no;cellular;14;may;874;1;363;1;failure;yes;36 - 45
21090;60.0;blue-collar;married;primary;no;29184;no;no;telephone;15;jun;94;2;-1;0;unknown;no;56 - 65
21091;30.0;management;single;tertiary;no;2708;no;no;cellular;19;nov;479;1;-1;0;unknown;no;26 - 35
21092;30.0;services;single;tertiary;no;803;no;no;cellular;30;apr;243;1;-1;0;unknown;no;26 - 35
21093;40.0;management;married;tertiary;no;964;yes;no;telephone;13;may;95;3;-1;0;unknown;no;36 - 45
21094;57.0;technician;married;primary;no;3376;yes;no;telephone;2;jun;421;2;-1;0;unknown;yes;56 - 65
21095;35.0;blue-collar;married;secondary;no;1454;yes;no;cellular;12;aug;323;1;182;4;success;yes;26 - 35
21096;35.0;blue-collar;single;primary;no;1147;yes;yes;telephone;7;may;29;1;-1;0;unknown;no;26 - 35
21097;40.0;unemployed;married;secondary;no;1289;no;no;cellular;26;may;260;2;-1;0;unknown;no;36 - 45
21098;28.0;blue-collar;single;secondary;no;1011;yes;no;cellular;20;apr;204;3;-1;0;unknown;no;26 - 35
21099;30.0;technician;married;secondary;no;289;yes;no;cellular;14;aug;1184;4;-1;0;unknown;yes;26 - 35
21100;31.0;unemployed;married;tertiary;no;330;no;no;cellular;13;jan;260;1;194;2;success;yes;26 - 35
21101;45.0;management;single;tertiary;no;1411;no;no;cellular;7;sep;800;2;102;3;failure;yes;36 - 45
21102;66.0;admin.;divorced;secondary;no;220;no;no;cellular;28;aug;283;1;-1;0;unknown;no;66 + 
21103;81.0;retired;married;primary;no;243;no;no;cellular;27;oct;131;1;-1;0;unknown;yes;66 + 
21104;46.0;management;divorced;tertiary;no;507;yes;no;cellular;1;apr;1196;1;-1;0;unknown;yes;46 - 55
21105;23.0;student;single;tertiary;no;0;no;no;cellular;10;aug;213;1;-1;0;unknown;yes;18 - 25
21106;44.0;management;married;tertiary;no;0;yes;no;cellular;31;jul;49;5;-1;0;unknown;no;36 - 45
21107;36.0;management;married;tertiary;no;93;no;no;cellular;12;jul;262;2;182;7;failure;yes;36 - 45
21108;55.0;unemployed;married;secondary;no;512;no;no;cellular;28;jan;70;1;-1;0;unknown;no;46 - 55
21109;42.0;blue-collar;married;unknown;no;1154;yes;no;cellular;16;apr;341;2;336;3;other;no;36 - 45
